theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,2)",0.6,0.02,1,0.65,0.35,0.0,0.0,0.0,0.0
"(1,2)",0.6,0.02,2,0.4,0.6,0.0,0.0,0.0,0.0
"(1,2)",0.6,0.02,3,0.28,0.69,0.03,0.0,0.0,0.0
"(1,2)",0.6,0.02,4,0.17,0.73,0.1,0.0,0.0,0.0
"(1,2)",0.6,0.02,5,0.13,0.64,0.2,0.03,0.0,0.0
"(1,2)",0.6,0.02,6,0.12,0.55,0.3,0.03,0.0,0.0
"(1,2)",0.6,0.02,7,0.11,0.46,0.38,0.05,0.0,0.0
"(1,2)",0.6,0.02,8,0.1,0.44,0.35,0.11,0.0,0.0
"(1,2)",0.6,0.02,9,0.1,0.39,0.36,0.15,0.0,0.0
"(1,2)",0.6,0.02,10,0.09,0.37,0.32,0.17,0.05,0.0
"(1,2)",0.6,0.02,11,0.08,0.36,0.3,0.18,0.07,0.01
"(1,2)",0.6,0.02,12,0.08,0.3,0.3,0.2,0.09,0.03
"(1,2)",0.6,0.02,13,0.08,0.25,0.28,0.25,0.1,0.04
"(1,2)",0.6,0.02,14,0.07,0.24,0.25,0.25,0.15,0.04
"(1,2)",0.6,0.02,15,0.07,0.22,0.26,0.23,0.14,0.08
"(1,2)",0.6,0.02,16,0.05,0.23,0.21,0.23,0.17,0.11
"(1,2)",0.6,0.02,17,0.05,0.21,0.23,0.18,0.16,0.17
"(1,2)",0.6,0.02,18,0.05,0.21,0.22,0.13,0.19,0.2
"(1,2)",0.6,0.02,19,0.05,0.21,0.18,0.15,0.13,0.28
"(1,2)",0.6,0.02,20,0.05,0.21,0.15,0.15,0.14,0.3
"(1,2)",0.6,0.02,21,0.05,0.21,0.15,0.13,0.12,0.34
"(1,2)",0.6,0.02,22,0.05,0.21,0.14,0.11,0.12,0.37
"(1,2)",0.6,0.02,23,0.05,0.2,0.14,0.11,0.11,0.39
"(1,2)",0.6,0.02,24,0.05,0.19,0.15,0.09,0.1,0.42
"(1,2)",0.6,0.02,25,0.05,0.19,0.15,0.06,0.1,0.45
"(1,2)",0.6,0.02,26,0.05,0.18,0.14,0.07,0.08,0.48
"(1,2)",0.6,0.02,27,0.05,0.18,0.14,0.05,0.05,0.53
"(1,2)",0.6,0.02,28,0.05,0.18,0.14,0.04,0.04,0.55
"(1,2)",0.6,0.02,29,0.05,0.18,0.14,0.03,0.04,0.56
"(1,2)",0.6,0.02,30,0.05,0.18,0.13,0.03,0.05,0.56
"(1,2)",0.6,0.02,31,0.05,0.18,0.13,0.03,0.02,0.59
"(1,2)",0.6,0.02,32,0.05,0.18,0.13,0.02,0.01,0.61
"(1,2)",0.6,0.02,33,0.05,0.18,0.12,0.03,0.01,0.61
"(1,2)",0.6,0.02,34,0.05,0.18,0.12,0.03,0.01,0.61
"(1,2)",0.6,0.02,35,0.05,0.16,0.14,0.03,0.01,0.61
"(1,2)",0.6,0.02,36,0.05,0.16,0.13,0.04,0.01,0.61
"(1,2)",0.6,0.02,37,0.05,0.16,0.11,0.06,0.01,0.61
"(1,2)",0.6,0.02,38,0.05,0.16,0.1,0.06,0.02,0.61
"(1,2)",0.6,0.02,39,0.05,0.16,0.1,0.06,0.01,0.62
"(1,2)",0.6,0.02,40,0.05,0.16,0.1,0.06,0.01,0.62
"(1,2)",0.6,0.02,41,0.05,0.16,0.1,0.06,0.0,0.63
"(1,2)",0.6,0.02,42,0.05,0.15,0.11,0.05,0.01,0.63
"(1,2)",0.6,0.02,43,0.05,0.15,0.11,0.04,0.02,0.63
"(1,2)",0.6,0.02,44,0.05,0.15,0.11,0.04,0.01,0.64
"(1,2)",0.6,0.02,45,0.05,0.15,0.11,0.02,0.02,0.65
"(1,2)",0.6,0.02,46,0.05,0.15,0.11,0.02,0.02,0.65
"(1,2)",0.6,0.02,47,0.05,0.15,0.11,0.02,0.02,0.65
"(1,2)",0.6,0.02,48,0.05,0.15,0.1,0.02,0.03,0.65
"(1,2)",0.6,0.02,49,0.05,0.15,0.1,0.02,0.02,0.66
"(1,2)",0.6,0.02,50,0.05,0.15,0.1,0.01,0.03,0.66
"(1,2)",0.6,0.02,51,0.05,0.15,0.1,0.01,0.03,0.66
