theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(4,1)",0.2,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(4,1)",0.2,0.02,2,0.87,0.13,0.0,0.0,0.0,0.0
"(4,1)",0.2,0.02,3,0.71,0.23,0.06,0.0,0.0,0.0
"(4,1)",0.2,0.02,4,0.53,0.36,0.06,0.05,0.0,0.0
"(4,1)",0.2,0.02,5,0.33,0.47,0.14,0.06,0.0,0.0
"(4,1)",0.2,0.02,6,0.19,0.5,0.23,0.06,0.02,0.0
"(4,1)",0.2,0.02,7,0.1,0.44,0.31,0.12,0.02,0.01
"(4,1)",0.2,0.02,8,0.08,0.35,0.26,0.25,0.05,0.01
"(4,1)",0.2,0.02,9,0.07,0.3,0.26,0.21,0.14,0.02
"(4,1)",0.2,0.02,10,0.06,0.23,0.24,0.23,0.21,0.03
"(4,1)",0.2,0.02,11,0.04,0.16,0.27,0.24,0.21,0.08
"(4,1)",0.2,0.02,12,0.03,0.11,0.21,0.29,0.25,0.11
"(4,1)",0.2,0.02,13,0.03,0.11,0.16,0.26,0.23,0.21
"(4,1)",0.2,0.02,14,0.03,0.08,0.14,0.25,0.22,0.28
"(4,1)",0.2,0.02,15,0.03,0.05,0.11,0.26,0.24,0.31
"(4,1)",0.2,0.02,16,0.02,0.06,0.06,0.21,0.31,0.34
"(4,1)",0.2,0.02,17,0.02,0.04,0.08,0.14,0.3,0.42
"(4,1)",0.2,0.02,18,0.02,0.03,0.07,0.13,0.24,0.51
"(4,1)",0.2,0.02,19,0.02,0.03,0.06,0.12,0.22,0.55
"(4,1)",0.2,0.02,20,0.02,0.03,0.04,0.11,0.19,0.61
"(4,1)",0.2,0.02,21,0.01,0.02,0.03,0.12,0.16,0.66
"(4,1)",0.2,0.02,22,0.01,0.02,0.02,0.11,0.11,0.73
"(4,1)",0.2,0.02,23,0.01,0.01,0.02,0.08,0.12,0.76
"(4,1)",0.2,0.02,24,0.01,0.0,0.03,0.04,0.1,0.82
"(4,1)",0.2,0.02,25,0.01,0.0,0.02,0.05,0.06,0.86
"(4,1)",0.2,0.02,26,0.01,0.0,0.01,0.06,0.03,0.89
"(4,1)",0.2,0.02,27,0.01,0.0,0.0,0.04,0.04,0.91
"(4,1)",0.2,0.02,28,0.01,0.0,0.0,0.03,0.04,0.92
"(4,1)",0.2,0.02,29,0.01,0.0,0.0,0.03,0.01,0.95
"(4,1)",0.2,0.02,30,0.01,0.0,0.0,0.03,0.01,0.95
"(4,1)",0.2,0.02,31,0.01,0.0,0.0,0.02,0.02,0.95
"(4,1)",0.2,0.02,32,0.01,0.0,0.0,0.02,0.01,0.96
"(4,1)",0.2,0.02,33,0.01,0.0,0.0,0.02,0.01,0.96
"(4,1)",0.2,0.02,34,0.01,0.0,0.0,0.02,0.01,0.96
"(4,1)",0.2,0.02,35,0.01,0.0,0.0,0.02,0.0,0.97
"(4,1)",0.2,0.02,36,0.01,0.0,0.0,0.02,0.0,0.97
"(4,1)",0.2,0.02,37,0.01,0.0,0.0,0.02,0.0,0.97
"(4,1)",0.2,0.02,38,0.01,0.0,0.0,0.02,0.0,0.97
"(4,1)",0.2,0.02,39,0.01,0.0,0.0,0.02,0.0,0.97
"(4,1)",0.2,0.02,40,0.01,0.0,0.0,0.02,0.0,0.97
"(4,1)",0.2,0.02,41,0.01,0.0,0.0,0.02,0.0,0.97
"(4,1)",0.2,0.02,42,0.01,0.0,0.0,0.02,0.0,0.97
"(4,1)",0.2,0.02,43,0.01,0.0,0.0,0.02,0.0,0.97
"(4,1)",0.2,0.02,44,0.01,0.0,0.0,0.02,0.0,0.97
"(4,1)",0.2,0.02,45,0.01,0.0,0.0,0.02,0.0,0.97
