theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(1,2)",0.7,0.02,1,70,3,False,0.3719960795975931
"(1,2)",0.7,0.02,2,70,1,False,0.16148015604287427
"(1,2)",0.7,0.02,3,23,5,True,0.6912563840590817
"(1,2)",0.7,0.02,4,29,5,True,0.6082838173566025
"(1,2)",0.7,0.02,5,20,5,True,0.6250767192527363
"(1,2)",0.7,0.02,6,12,5,True,0.7066208624187866
"(1,2)",0.7,0.02,7,15,5,True,0.705042671413657
"(1,2)",0.7,0.02,8,70,2,False,0.20941306740855717
"(1,2)",0.7,0.02,9,23,5,True,0.6469143630609627
"(1,2)",0.7,0.02,10,42,5,True,0.6943849121303043
"(1,2)",0.7,0.02,11,29,5,True,0.6524316384889406
"(1,2)",0.7,0.02,12,24,5,True,0.6910512170193436
"(1,2)",0.7,0.02,13,70,1,False,0.1486187291710174
"(1,2)",0.7,0.02,14,19,5,True,0.704860493341362
"(1,2)",0.7,0.02,15,70,1,False,0.1512031424741867
"(1,2)",0.7,0.02,16,11,5,True,0.6817517957529433
"(1,2)",0.7,0.02,17,30,5,True,0.6568573967717573
"(1,2)",0.7,0.02,18,35,5,True,0.6648408795818596
"(1,2)",0.7,0.02,19,70,1,False,0.1523530263182183
"(1,2)",0.7,0.02,20,70,2,False,0.24192828194524035
"(1,2)",0.7,0.02,21,13,5,True,0.703483371559633
"(1,2)",0.7,0.02,22,29,5,True,0.6376674761468254
"(1,2)",0.7,0.02,23,55,5,True,0.5036904332753553
"(1,2)",0.7,0.02,24,23,5,True,0.6146061270007381
"(1,2)",0.7,0.02,25,70,3,False,0.2985316458212885
"(1,2)",0.7,0.02,26,70,2,False,0.30012531532682674
"(1,2)",0.7,0.02,27,70,2,False,0.22385377219605224
"(1,2)",0.7,0.02,28,27,5,True,0.6997635933806147
"(1,2)",0.7,0.02,29,70,1,False,0.1691695945623463
"(1,2)",0.7,0.02,30,70,1,False,0.1687166571166057
"(1,2)",0.7,0.02,31,30,5,True,0.6617750655124225
"(1,2)",0.7,0.02,32,70,0,False,0.06910643337412478
"(1,2)",0.7,0.02,33,70,2,False,0.24416890105705746
"(1,2)",0.7,0.02,34,16,5,True,0.695623256811843
"(1,2)",0.7,0.02,35,70,4,False,0.32878924007820387
"(1,2)",0.7,0.02,36,25,5,True,0.676595744680851
"(1,2)",0.7,0.02,37,59,5,True,0.5791214286866601
"(1,2)",0.7,0.02,38,31,5,True,0.6311067203240649
"(1,2)",0.7,0.02,39,14,5,True,0.7201834862385321
"(1,2)",0.7,0.02,40,70,1,False,0.13678638600172213
"(1,2)",0.7,0.02,41,16,5,True,0.7164310954063605
"(1,2)",0.7,0.02,42,26,5,True,0.6749986381527525
"(1,2)",0.7,0.02,43,18,5,True,0.6844367178271994
"(1,2)",0.7,0.02,44,70,3,False,0.3234813047295626
"(1,2)",0.7,0.02,45,70,3,False,0.28039379528501346
"(1,2)",0.7,0.02,46,70,1,False,0.15841725858814718
"(1,2)",0.7,0.02,47,40,5,True,0.5894134624297271
"(1,2)",0.7,0.02,48,70,1,False,0.14229226160341546
"(1,2)",0.7,0.02,49,47,5,True,0.5651511779166547
"(1,2)",0.7,0.02,50,70,0,False,0.0766557259608788
"(1,2)",0.7,0.02,51,70,3,False,0.2993308407052993
"(1,2)",0.7,0.02,52,70,1,False,0.15798836453003515
"(1,2)",0.7,0.02,53,70,3,False,0.31988929957015827
"(1,2)",0.7,0.02,54,70,4,False,0.5551812124900466
"(1,2)",0.7,0.02,55,70,3,False,0.30774719591807737
"(1,2)",0.7,0.02,56,33,5,True,0.7079646017699115
"(1,2)",0.7,0.02,57,34,5,True,0.6351597807541357
"(1,2)",0.7,0.02,58,70,4,False,0.6302521008403361
"(1,2)",0.7,0.02,59,33,5,True,0.6564596853119091
"(1,2)",0.7,0.02,60,70,3,False,0.4154123989797282
"(1,2)",0.7,0.02,61,24,5,True,0.6901515535506108
"(1,2)",0.7,0.02,62,37,5,True,0.6028601849336315
"(1,2)",0.7,0.02,63,70,2,False,0.21257656773227232
"(1,2)",0.7,0.02,64,70,4,False,0.34397873474125396
"(1,2)",0.7,0.02,65,70,2,False,0.2673878206276208
"(1,2)",0.7,0.02,66,19,5,True,0.6460813320337578
"(1,2)",0.7,0.02,67,70,3,False,0.3489821354383048
"(1,2)",0.7,0.02,68,70,2,False,0.2176018264492318
"(1,2)",0.7,0.02,69,34,5,True,0.6617750655124225
"(1,2)",0.7,0.02,70,70,1,False,0.15251702896855715
"(1,2)",0.7,0.02,71,70,1,False,0.1538707397206772
"(1,2)",0.7,0.02,72,17,5,True,0.6500248493595862
"(1,2)",0.7,0.02,73,27,5,True,0.6361962131801628
"(1,2)",0.7,0.02,74,27,5,True,0.6331343401597217
"(1,2)",0.7,0.02,75,70,4,False,0.48701298701298706
"(1,2)",0.7,0.02,76,22,5,True,0.6423010385608386
"(1,2)",0.7,0.02,77,21,5,True,0.6444694449313162
"(1,2)",0.7,0.02,78,24,5,True,0.6326530612244897
"(1,2)",0.7,0.02,79,26,5,True,0.6088872201759925
"(1,2)",0.7,0.02,80,53,5,True,0.7498238211736588
"(1,2)",0.7,0.02,81,10,5,True,0.7072487564591684
"(1,2)",0.7,0.02,82,70,3,False,0.3216117308215823
"(1,2)",0.7,0.02,83,70,2,False,0.2465337715692791
"(1,2)",0.7,0.02,84,70,3,False,0.2938780947872807
"(1,2)",0.7,0.02,85,23,5,True,0.6572720012255401
"(1,2)",0.7,0.02,86,17,5,True,0.6782608695652174
"(1,2)",0.7,0.02,87,70,1,False,0.15775435751907588
"(1,2)",0.7,0.02,88,35,5,True,0.6556016597510373
"(1,2)",0.7,0.02,89,70,2,False,0.20054271327276466
"(1,2)",0.7,0.02,90,28,5,True,0.6758983532451366
"(1,2)",0.7,0.02,91,70,0,False,0.07575218647208538
"(1,2)",0.7,0.02,92,28,5,True,0.631705585084125
"(1,2)",0.7,0.02,93,27,5,True,0.6669329073482428
"(1,2)",0.7,0.02,94,70,1,False,0.14831608982779074
"(1,2)",0.7,0.02,95,17,5,True,0.6916299559471365
"(1,2)",0.7,0.02,96,27,5,True,0.7247706422018348
"(1,2)",0.7,0.02,97,70,0,False,0.07956904174511575
"(1,2)",0.7,0.02,98,27,5,True,0.6380711408200993
"(1,2)",0.7,0.02,99,50,5,True,0.626403191390667
"(1,2)",0.7,0.02,100,21,5,True,0.6737560032085793
