theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(4,1)",0.5,0.02,1,0.73,0.27,0.0,0.0,0.0,0.0
"(4,1)",0.5,0.02,2,0.22,0.78,0.0,0.0,0.0,0.0
"(4,1)",0.5,0.02,3,0.18,0.71,0.11,0.0,0.0,0.0
"(4,1)",0.5,0.02,4,0.17,0.5,0.32,0.01,0.0,0.0
"(4,1)",0.5,0.02,5,0.16,0.4,0.34,0.1,0.0,0.0
"(4,1)",0.5,0.02,6,0.14,0.4,0.3,0.16,0.0,0.0
"(4,1)",0.5,0.02,7,0.11,0.35,0.32,0.2,0.02,0.0
"(4,1)",0.5,0.02,8,0.1,0.3,0.34,0.21,0.05,0.0
"(4,1)",0.5,0.02,9,0.08,0.26,0.35,0.23,0.07,0.01
"(4,1)",0.5,0.02,10,0.08,0.26,0.33,0.2,0.11,0.02
"(4,1)",0.5,0.02,11,0.08,0.2,0.33,0.22,0.14,0.03
"(4,1)",0.5,0.02,12,0.08,0.18,0.29,0.22,0.16,0.07
"(4,1)",0.5,0.02,13,0.07,0.17,0.25,0.25,0.16,0.1
"(4,1)",0.5,0.02,14,0.07,0.15,0.24,0.24,0.18,0.12
"(4,1)",0.5,0.02,15,0.07,0.12,0.26,0.2,0.17,0.18
"(4,1)",0.5,0.02,16,0.07,0.12,0.23,0.19,0.17,0.22
"(4,1)",0.5,0.02,17,0.07,0.12,0.18,0.21,0.17,0.25
"(4,1)",0.5,0.02,18,0.06,0.13,0.16,0.17,0.18,0.3
"(4,1)",0.5,0.02,19,0.06,0.13,0.13,0.17,0.17,0.34
"(4,1)",0.5,0.02,20,0.06,0.11,0.14,0.12,0.19,0.38
"(4,1)",0.5,0.02,21,0.06,0.1,0.14,0.1,0.19,0.41
"(4,1)",0.5,0.02,22,0.06,0.08,0.14,0.08,0.14,0.5
"(4,1)",0.5,0.02,23,0.05,0.08,0.11,0.12,0.12,0.52
"(4,1)",0.5,0.02,24,0.05,0.06,0.13,0.1,0.09,0.57
"(4,1)",0.5,0.02,25,0.05,0.05,0.12,0.1,0.09,0.59
"(4,1)",0.5,0.02,26,0.05,0.05,0.11,0.1,0.08,0.61
"(4,1)",0.5,0.02,27,0.05,0.05,0.11,0.07,0.08,0.64
"(4,1)",0.5,0.02,28,0.05,0.05,0.09,0.09,0.08,0.64
"(4,1)",0.5,0.02,29,0.03,0.07,0.08,0.08,0.09,0.65
"(4,1)",0.5,0.02,30,0.03,0.07,0.07,0.08,0.09,0.66
"(4,1)",0.5,0.02,31,0.03,0.07,0.07,0.06,0.07,0.7
"(4,1)",0.5,0.02,32,0.03,0.07,0.06,0.05,0.09,0.7
"(4,1)",0.5,0.02,33,0.03,0.07,0.06,0.03,0.08,0.73
"(4,1)",0.5,0.02,34,0.03,0.06,0.07,0.03,0.04,0.77
"(4,1)",0.5,0.02,35,0.03,0.05,0.08,0.03,0.03,0.78
"(4,1)",0.5,0.02,36,0.03,0.04,0.09,0.03,0.03,0.78
"(4,1)",0.5,0.02,37,0.03,0.04,0.07,0.04,0.02,0.8
"(4,1)",0.5,0.02,38,0.03,0.04,0.05,0.06,0.02,0.8
"(4,1)",0.5,0.02,39,0.03,0.04,0.04,0.05,0.04,0.8
"(4,1)",0.5,0.02,40,0.03,0.04,0.04,0.05,0.04,0.8
"(4,1)",0.5,0.02,41,0.03,0.04,0.03,0.03,0.07,0.8
"(4,1)",0.5,0.02,42,0.03,0.04,0.03,0.0,0.07,0.83
"(4,1)",0.5,0.02,43,0.03,0.04,0.03,0.0,0.04,0.86
"(4,1)",0.5,0.02,44,0.03,0.04,0.03,0.0,0.04,0.86
"(4,1)",0.5,0.02,45,0.03,0.04,0.03,0.0,0.0,0.9
"(4,1)",0.5,0.02,46,0.03,0.04,0.03,0.0,0.0,0.9
"(4,1)",0.5,0.02,47,0.03,0.04,0.03,0.0,0.0,0.9
"(4,1)",0.5,0.02,48,0.03,0.04,0.03,0.0,0.0,0.9
"(4,1)",0.5,0.02,49,0.03,0.04,0.03,0.0,0.0,0.9
"(4,1)",0.5,0.02,50,0.03,0.03,0.04,0.0,0.0,0.9
"(4,1)",0.5,0.02,51,0.03,0.03,0.04,0.0,0.0,0.9
"(4,1)",0.5,0.02,52,0.03,0.03,0.04,0.0,0.0,0.9
"(4,1)",0.5,0.02,53,0.03,0.03,0.04,0.0,0.0,0.9
"(4,1)",0.5,0.02,54,0.03,0.03,0.03,0.01,0.0,0.9
"(4,1)",0.5,0.02,55,0.03,0.03,0.03,0.0,0.01,0.9
"(4,1)",0.5,0.02,56,0.03,0.03,0.03,0.0,0.01,0.9
"(4,1)",0.5,0.02,57,0.03,0.03,0.03,0.0,0.01,0.9
"(4,1)",0.5,0.02,58,0.03,0.03,0.03,0.0,0.01,0.9
"(4,1)",0.5,0.02,59,0.03,0.03,0.03,0.0,0.01,0.9
"(4,1)",0.5,0.02,60,0.03,0.03,0.03,0.0,0.01,0.9
"(4,1)",0.5,0.02,61,0.03,0.03,0.03,0.0,0.01,0.9
"(4,1)",0.5,0.02,62,0.03,0.03,0.03,0.0,0.0,0.91
"(4,1)",0.5,0.02,63,0.03,0.03,0.03,0.0,0.0,0.91
"(4,1)",0.5,0.02,64,0.03,0.03,0.03,0.0,0.0,0.91
"(4,1)",0.5,0.02,65,0.03,0.03,0.03,0.0,0.0,0.91
"(4,1)",0.5,0.02,66,0.03,0.03,0.03,0.0,0.0,0.91
"(4,1)",0.5,0.02,67,0.03,0.03,0.03,0.0,0.0,0.91
"(4,1)",0.5,0.02,68,0.03,0.03,0.03,0.0,0.0,0.91
"(4,1)",0.5,0.02,69,0.03,0.03,0.02,0.01,0.0,0.91
"(4,1)",0.5,0.02,70,0.03,0.03,0.02,0.01,0.0,0.91
