theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(5,1)",0.9,0.02,1,0.63,0.37,0.0,0.0,0.0,0.0
"(5,1)",0.9,0.02,2,0.54,0.43,0.03,0.0,0.0,0.0
"(5,1)",0.9,0.02,3,0.42,0.49,0.09,0.0,0.0,0.0
"(5,1)",0.9,0.02,4,0.33,0.53,0.12,0.02,0.0,0.0
"(5,1)",0.9,0.02,5,0.31,0.48,0.17,0.03,0.01,0.0
"(5,1)",0.9,0.02,6,0.27,0.46,0.21,0.05,0.01,0.0
"(5,1)",0.9,0.02,7,0.26,0.43,0.21,0.09,0.01,0.0
"(5,1)",0.9,0.02,8,0.21,0.44,0.23,0.09,0.03,0.0
"(5,1)",0.9,0.02,9,0.17,0.46,0.24,0.09,0.04,0.0
"(5,1)",0.9,0.02,10,0.16,0.44,0.26,0.08,0.06,0.0
"(5,1)",0.9,0.02,11,0.15,0.43,0.27,0.07,0.07,0.01
"(5,1)",0.9,0.02,12,0.13,0.41,0.27,0.09,0.07,0.03
"(5,1)",0.9,0.02,13,0.13,0.35,0.31,0.11,0.03,0.07
"(5,1)",0.9,0.02,14,0.1,0.33,0.32,0.12,0.06,0.07
"(5,1)",0.9,0.02,15,0.1,0.3,0.3,0.16,0.05,0.09
"(5,1)",0.9,0.02,16,0.1,0.26,0.29,0.19,0.07,0.09
"(5,1)",0.9,0.02,17,0.1,0.23,0.28,0.17,0.11,0.11
"(5,1)",0.9,0.02,18,0.1,0.21,0.27,0.2,0.1,0.12
"(5,1)",0.9,0.02,19,0.1,0.18,0.23,0.23,0.1,0.16
"(5,1)",0.9,0.02,20,0.1,0.16,0.25,0.18,0.12,0.19
"(5,1)",0.9,0.02,21,0.1,0.14,0.23,0.2,0.12,0.21
"(5,1)",0.9,0.02,22,0.1,0.13,0.2,0.2,0.12,0.25
"(5,1)",0.9,0.02,23,0.1,0.12,0.2,0.19,0.1,0.29
"(5,1)",0.9,0.02,24,0.1,0.1,0.18,0.2,0.13,0.29
"(5,1)",0.9,0.02,25,0.1,0.09,0.17,0.19,0.14,0.31
"(5,1)",0.9,0.02,26,0.1,0.09,0.15,0.16,0.18,0.32
"(5,1)",0.9,0.02,27,0.09,0.1,0.15,0.14,0.14,0.38
"(5,1)",0.9,0.02,28,0.09,0.08,0.15,0.13,0.13,0.42
"(5,1)",0.9,0.02,29,0.09,0.07,0.13,0.13,0.11,0.47
"(5,1)",0.9,0.02,30,0.08,0.08,0.11,0.1,0.11,0.52
"(5,1)",0.9,0.02,31,0.08,0.07,0.1,0.09,0.13,0.53
"(5,1)",0.9,0.02,32,0.08,0.07,0.09,0.06,0.11,0.59
"(5,1)",0.9,0.02,33,0.07,0.08,0.09,0.05,0.1,0.61
"(5,1)",0.9,0.02,34,0.06,0.09,0.09,0.05,0.09,0.62
