theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(5,1)",0.3,0.02,1,0.96,0.04,0.0,0.0,0.0,0.0
"(5,1)",0.3,0.02,2,0.69,0.31,0.0,0.0,0.0,0.0
"(5,1)",0.3,0.02,3,0.46,0.5,0.04,0.0,0.0,0.0
"(5,1)",0.3,0.02,4,0.31,0.55,0.13,0.01,0.0,0.0
"(5,1)",0.3,0.02,5,0.18,0.57,0.21,0.04,0.0,0.0
"(5,1)",0.3,0.02,6,0.11,0.5,0.26,0.12,0.01,0.0
"(5,1)",0.3,0.02,7,0.08,0.39,0.32,0.17,0.04,0.0
"(5,1)",0.3,0.02,8,0.08,0.3,0.32,0.23,0.07,0.0
"(5,1)",0.3,0.02,9,0.06,0.23,0.29,0.32,0.09,0.01
"(5,1)",0.3,0.02,10,0.05,0.17,0.33,0.27,0.16,0.02
"(5,1)",0.3,0.02,11,0.05,0.15,0.27,0.3,0.16,0.07
"(5,1)",0.3,0.02,12,0.05,0.12,0.21,0.33,0.19,0.1
"(5,1)",0.3,0.02,13,0.05,0.08,0.21,0.3,0.22,0.14
"(5,1)",0.3,0.02,14,0.02,0.1,0.15,0.36,0.15,0.22
"(5,1)",0.3,0.02,15,0.02,0.09,0.14,0.26,0.19,0.3
"(5,1)",0.3,0.02,16,0.02,0.08,0.1,0.27,0.19,0.34
"(5,1)",0.3,0.02,17,0.02,0.06,0.11,0.23,0.21,0.37
"(5,1)",0.3,0.02,18,0.02,0.05,0.08,0.22,0.18,0.45
"(5,1)",0.3,0.02,19,0.02,0.04,0.09,0.18,0.16,0.51
"(5,1)",0.3,0.02,20,0.02,0.03,0.08,0.14,0.18,0.55
"(5,1)",0.3,0.02,21,0.02,0.03,0.07,0.13,0.14,0.61
"(5,1)",0.3,0.02,22,0.02,0.03,0.06,0.1,0.12,0.67
"(5,1)",0.3,0.02,23,0.02,0.03,0.05,0.09,0.1,0.71
"(5,1)",0.3,0.02,24,0.02,0.03,0.05,0.08,0.1,0.72
"(5,1)",0.3,0.02,25,0.02,0.03,0.03,0.09,0.08,0.75
"(5,1)",0.3,0.02,26,0.02,0.03,0.03,0.07,0.08,0.77
"(5,1)",0.3,0.02,27,0.02,0.01,0.04,0.05,0.05,0.83
"(5,1)",0.3,0.02,28,0.02,0.01,0.02,0.06,0.05,0.84
"(5,1)",0.3,0.02,29,0.02,0.01,0.02,0.02,0.07,0.86
"(5,1)",0.3,0.02,30,0.02,0.01,0.01,0.03,0.04,0.89
"(5,1)",0.3,0.02,31,0.01,0.02,0.0,0.03,0.04,0.9
"(5,1)",0.3,0.02,32,0.01,0.02,0.0,0.03,0.04,0.9
"(5,1)",0.3,0.02,33,0.01,0.02,0.0,0.03,0.04,0.9
"(5,1)",0.3,0.02,34,0.01,0.02,0.0,0.02,0.04,0.91
"(5,1)",0.3,0.02,35,0.01,0.02,0.0,0.01,0.04,0.92
"(5,1)",0.3,0.02,36,0.01,0.02,0.0,0.01,0.02,0.94
"(5,1)",0.3,0.02,37,0.01,0.02,0.0,0.01,0.02,0.94
"(5,1)",0.3,0.02,38,0.01,0.02,0.0,0.0,0.02,0.95
"(5,1)",0.3,0.02,39,0.01,0.02,0.0,0.0,0.02,0.95
"(5,1)",0.3,0.02,40,0.01,0.02,0.0,0.0,0.01,0.96
"(5,1)",0.3,0.02,41,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,42,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,43,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,44,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,45,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,46,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,47,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,48,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,49,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,50,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,51,0.01,0.02,0.0,0.0,0.0,0.97
"(5,1)",0.3,0.02,52,0.01,0.02,0.0,0.0,0.0,0.97
