theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.2,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(1,3)",0.2,0.02,2,1.0,0.0,0.0,0.0,0.0,0.0
"(1,3)",0.2,0.02,3,0.99,0.01,0.0,0.0,0.0,0.0
"(1,3)",0.2,0.02,4,0.97,0.02,0.01,0.0,0.0,0.0
"(1,3)",0.2,0.02,5,0.95,0.04,0.01,0.0,0.0,0.0
"(1,3)",0.2,0.02,6,0.93,0.02,0.04,0.01,0.0,0.0
"(1,3)",0.2,0.02,7,0.85,0.09,0.04,0.02,0.0,0.0
"(1,3)",0.2,0.02,8,0.83,0.11,0.02,0.03,0.01,0.0
"(1,3)",0.2,0.02,9,0.83,0.08,0.05,0.03,0.01,0.0
"(1,3)",0.2,0.02,10,0.76,0.14,0.05,0.04,0.01,0.0
"(1,3)",0.2,0.02,11,0.69,0.18,0.07,0.05,0.01,0.0
"(1,3)",0.2,0.02,12,0.66,0.17,0.1,0.04,0.03,0.0
"(1,3)",0.2,0.02,13,0.63,0.18,0.11,0.05,0.02,0.01
"(1,3)",0.2,0.02,14,0.58,0.2,0.1,0.09,0.01,0.02
"(1,3)",0.2,0.02,15,0.55,0.21,0.09,0.09,0.04,0.02
"(1,3)",0.2,0.02,16,0.53,0.19,0.09,0.09,0.07,0.03
"(1,3)",0.2,0.02,17,0.5,0.19,0.08,0.07,0.1,0.06
"(1,3)",0.2,0.02,18,0.43,0.23,0.08,0.09,0.08,0.09
"(1,3)",0.2,0.02,19,0.41,0.19,0.1,0.09,0.11,0.1
"(1,3)",0.2,0.02,20,0.38,0.16,0.11,0.12,0.12,0.11
"(1,3)",0.2,0.02,21,0.34,0.18,0.1,0.12,0.13,0.13
"(1,3)",0.2,0.02,22,0.33,0.16,0.1,0.11,0.16,0.14
"(1,3)",0.2,0.02,23,0.31,0.16,0.1,0.13,0.11,0.19
"(1,3)",0.2,0.02,24,0.29,0.17,0.09,0.13,0.1,0.22
"(1,3)",0.2,0.02,25,0.25,0.19,0.1,0.12,0.1,0.24
"(1,3)",0.2,0.02,26,0.24,0.18,0.09,0.11,0.12,0.26
"(1,3)",0.2,0.02,27,0.2,0.21,0.04,0.15,0.12,0.28
"(1,3)",0.2,0.02,28,0.18,0.18,0.09,0.1,0.15,0.3
"(1,3)",0.2,0.02,29,0.17,0.18,0.05,0.15,0.14,0.31
"(1,3)",0.2,0.02,30,0.16,0.19,0.04,0.14,0.12,0.35
"(1,3)",0.2,0.02,31,0.16,0.18,0.05,0.12,0.12,0.37
"(1,3)",0.2,0.02,32,0.15,0.18,0.05,0.12,0.09,0.41
"(1,3)",0.2,0.02,33,0.12,0.18,0.07,0.09,0.13,0.41
"(1,3)",0.2,0.02,34,0.12,0.16,0.09,0.08,0.09,0.46
"(1,3)",0.2,0.02,35,0.12,0.14,0.08,0.11,0.09,0.46
"(1,3)",0.2,0.02,36,0.1,0.15,0.07,0.12,0.07,0.49
"(1,3)",0.2,0.02,37,0.09,0.14,0.08,0.11,0.09,0.49
"(1,3)",0.2,0.02,38,0.08,0.14,0.06,0.11,0.1,0.51
"(1,3)",0.2,0.02,39,0.07,0.14,0.07,0.06,0.13,0.53
"(1,3)",0.2,0.02,40,0.07,0.13,0.06,0.07,0.11,0.56
"(1,3)",0.2,0.02,41,0.07,0.13,0.05,0.07,0.06,0.62
"(1,3)",0.2,0.02,42,0.07,0.13,0.05,0.06,0.07,0.62
"(1,3)",0.2,0.02,43,0.07,0.13,0.04,0.06,0.08,0.62
"(1,3)",0.2,0.02,44,0.07,0.13,0.03,0.07,0.06,0.64
"(1,3)",0.2,0.02,45,0.06,0.14,0.03,0.06,0.04,0.67
"(1,3)",0.2,0.02,46,0.06,0.12,0.05,0.05,0.04,0.68
"(1,3)",0.2,0.02,47,0.06,0.11,0.05,0.05,0.04,0.69
"(1,3)",0.2,0.02,48,0.06,0.11,0.04,0.04,0.06,0.69
"(1,3)",0.2,0.02,49,0.06,0.1,0.05,0.02,0.05,0.72
"(1,3)",0.2,0.02,50,0.05,0.11,0.04,0.03,0.05,0.72
"(1,3)",0.2,0.02,51,0.05,0.11,0.04,0.02,0.05,0.73
"(1,3)",0.2,0.02,52,0.05,0.11,0.04,0.02,0.04,0.74
"(1,3)",0.2,0.02,53,0.05,0.11,0.04,0.02,0.04,0.74
"(1,3)",0.2,0.02,54,0.05,0.11,0.03,0.03,0.04,0.74
"(1,3)",0.2,0.02,55,0.05,0.11,0.03,0.02,0.04,0.75
"(1,3)",0.2,0.02,56,0.05,0.1,0.04,0.01,0.05,0.75
"(1,3)",0.2,0.02,57,0.05,0.08,0.06,0.01,0.05,0.75
"(1,3)",0.2,0.02,58,0.05,0.08,0.05,0.02,0.03,0.77
