theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(3,1)",0.5,0.02,1,0.7,0.3,0.0,0.0,0.0,0.0
"(3,1)",0.5,0.02,2,0.37,0.62,0.01,0.0,0.0,0.0
"(3,1)",0.5,0.02,3,0.24,0.64,0.12,0.0,0.0,0.0
"(3,1)",0.5,0.02,4,0.18,0.51,0.28,0.03,0.0,0.0
"(3,1)",0.5,0.02,5,0.16,0.44,0.36,0.04,0.0,0.0
"(3,1)",0.5,0.02,6,0.15,0.4,0.39,0.06,0.0,0.0
"(3,1)",0.5,0.02,7,0.13,0.35,0.35,0.15,0.02,0.0
"(3,1)",0.5,0.02,8,0.12,0.35,0.29,0.19,0.05,0.0
"(3,1)",0.5,0.02,9,0.11,0.3,0.3,0.2,0.07,0.02
"(3,1)",0.5,0.02,10,0.1,0.28,0.29,0.2,0.1,0.03
"(3,1)",0.5,0.02,11,0.1,0.27,0.24,0.24,0.11,0.04
"(3,1)",0.5,0.02,12,0.09,0.24,0.26,0.21,0.14,0.06
"(3,1)",0.5,0.02,13,0.09,0.23,0.23,0.24,0.08,0.13
"(3,1)",0.5,0.02,14,0.09,0.23,0.19,0.25,0.1,0.14
"(3,1)",0.5,0.02,15,0.09,0.22,0.18,0.23,0.13,0.15
"(3,1)",0.5,0.02,16,0.09,0.21,0.18,0.21,0.16,0.15
"(3,1)",0.5,0.02,17,0.08,0.17,0.2,0.21,0.16,0.18
"(3,1)",0.5,0.02,18,0.08,0.16,0.21,0.16,0.19,0.2
"(3,1)",0.5,0.02,19,0.08,0.15,0.18,0.18,0.15,0.26
"(3,1)",0.5,0.02,20,0.08,0.15,0.14,0.19,0.12,0.32
"(3,1)",0.5,0.02,21,0.08,0.12,0.15,0.19,0.12,0.34
"(3,1)",0.5,0.02,22,0.07,0.13,0.15,0.19,0.1,0.36
"(3,1)",0.5,0.02,23,0.07,0.12,0.15,0.17,0.1,0.39
"(3,1)",0.5,0.02,24,0.06,0.13,0.12,0.18,0.1,0.41
"(3,1)",0.5,0.02,25,0.06,0.13,0.12,0.14,0.1,0.45
"(3,1)",0.5,0.02,26,0.06,0.13,0.11,0.13,0.08,0.49
"(3,1)",0.5,0.02,27,0.06,0.13,0.11,0.1,0.11,0.49
"(3,1)",0.5,0.02,28,0.06,0.13,0.11,0.09,0.09,0.52
"(3,1)",0.5,0.02,29,0.06,0.13,0.09,0.1,0.04,0.58
"(3,1)",0.5,0.02,30,0.06,0.12,0.1,0.08,0.05,0.59
"(3,1)",0.5,0.02,31,0.06,0.11,0.11,0.07,0.04,0.61
"(3,1)",0.5,0.02,32,0.06,0.1,0.12,0.07,0.03,0.62
"(3,1)",0.5,0.02,33,0.06,0.1,0.1,0.08,0.03,0.63
"(3,1)",0.5,0.02,34,0.06,0.09,0.09,0.1,0.03,0.63
"(3,1)",0.5,0.02,35,0.06,0.08,0.1,0.08,0.04,0.64
"(3,1)",0.5,0.02,36,0.06,0.08,0.1,0.07,0.02,0.67
"(3,1)",0.5,0.02,37,0.06,0.07,0.09,0.09,0.02,0.67
"(3,1)",0.5,0.02,38,0.06,0.07,0.09,0.08,0.02,0.68
"(3,1)",0.5,0.02,39,0.06,0.07,0.09,0.08,0.02,0.68
"(3,1)",0.5,0.02,40,0.05,0.07,0.1,0.08,0.02,0.68
"(3,1)",0.5,0.02,41,0.05,0.07,0.1,0.08,0.02,0.68
"(3,1)",0.5,0.02,42,0.05,0.07,0.1,0.08,0.01,0.69
"(3,1)",0.5,0.02,43,0.05,0.07,0.1,0.08,0.01,0.69
"(3,1)",0.5,0.02,44,0.05,0.07,0.1,0.07,0.02,0.69
"(3,1)",0.5,0.02,45,0.05,0.06,0.1,0.07,0.03,0.69
"(3,1)",0.5,0.02,46,0.05,0.06,0.1,0.06,0.03,0.7
"(3,1)",0.5,0.02,47,0.05,0.05,0.11,0.06,0.02,0.71
"(3,1)",0.5,0.02,48,0.05,0.05,0.11,0.06,0.02,0.71
"(3,1)",0.5,0.02,49,0.05,0.05,0.1,0.06,0.03,0.71
"(3,1)",0.5,0.02,50,0.05,0.05,0.09,0.07,0.03,0.71
"(3,1)",0.5,0.02,51,0.05,0.05,0.08,0.06,0.05,0.71
"(3,1)",0.5,0.02,52,0.05,0.05,0.08,0.06,0.01,0.75
"(3,1)",0.5,0.02,53,0.05,0.05,0.07,0.07,0.0,0.76
"(3,1)",0.5,0.02,54,0.05,0.05,0.06,0.07,0.01,0.76
"(3,1)",0.5,0.02,55,0.05,0.05,0.06,0.05,0.03,0.76
"(3,1)",0.5,0.02,56,0.05,0.05,0.05,0.06,0.03,0.76
"(3,1)",0.5,0.02,57,0.05,0.05,0.05,0.06,0.02,0.77
"(3,1)",0.5,0.02,58,0.05,0.05,0.05,0.05,0.01,0.79
"(3,1)",0.5,0.02,59,0.04,0.06,0.05,0.05,0.0,0.8
"(3,1)",0.5,0.02,60,0.04,0.06,0.05,0.05,0.0,0.8
"(3,1)",0.5,0.02,61,0.04,0.06,0.05,0.05,0.0,0.8
"(3,1)",0.5,0.02,62,0.04,0.06,0.05,0.05,0.0,0.8
"(3,1)",0.5,0.02,63,0.04,0.06,0.05,0.05,0.0,0.8
"(3,1)",0.5,0.02,64,0.04,0.06,0.05,0.05,0.0,0.8
"(3,1)",0.5,0.02,65,0.04,0.06,0.05,0.04,0.01,0.8
"(3,1)",0.5,0.02,66,0.04,0.06,0.05,0.04,0.01,0.8
"(3,1)",0.5,0.02,67,0.04,0.06,0.05,0.04,0.0,0.81
"(3,1)",0.5,0.02,68,0.04,0.06,0.05,0.04,0.0,0.81
"(3,1)",0.5,0.02,69,0.04,0.06,0.05,0.03,0.01,0.81
"(3,1)",0.5,0.02,70,0.04,0.06,0.05,0.03,0.01,0.81
