theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(3,1)",0.8,0.02,1,0.53,0.47,0.0,0.0,0.0,0.0
"(3,1)",0.8,0.02,2,0.4,0.56,0.04,0.0,0.0,0.0
"(3,1)",0.8,0.02,3,0.35,0.48,0.16,0.01,0.0,0.0
"(3,1)",0.8,0.02,4,0.3,0.48,0.2,0.02,0.0,0.0
"(3,1)",0.8,0.02,5,0.27,0.41,0.28,0.04,0.0,0.0
"(3,1)",0.8,0.02,6,0.25,0.33,0.32,0.08,0.02,0.0
"(3,1)",0.8,0.02,7,0.22,0.33,0.35,0.06,0.04,0.0
"(3,1)",0.8,0.02,8,0.16,0.35,0.34,0.1,0.04,0.01
"(3,1)",0.8,0.02,9,0.14,0.31,0.36,0.13,0.05,0.01
"(3,1)",0.8,0.02,10,0.12,0.27,0.39,0.12,0.08,0.02
"(3,1)",0.8,0.02,11,0.09,0.25,0.42,0.13,0.09,0.02
"(3,1)",0.8,0.02,12,0.07,0.18,0.46,0.16,0.09,0.04
"(3,1)",0.8,0.02,13,0.07,0.15,0.46,0.16,0.08,0.08
"(3,1)",0.8,0.02,14,0.06,0.15,0.39,0.22,0.08,0.1
"(3,1)",0.8,0.02,15,0.05,0.16,0.35,0.26,0.07,0.11
"(3,1)",0.8,0.02,16,0.05,0.16,0.29,0.3,0.07,0.13
"(3,1)",0.8,0.02,17,0.05,0.14,0.28,0.29,0.09,0.15
"(3,1)",0.8,0.02,18,0.05,0.13,0.22,0.31,0.14,0.15
"(3,1)",0.8,0.02,19,0.05,0.13,0.2,0.28,0.18,0.16
"(3,1)",0.8,0.02,20,0.05,0.13,0.17,0.25,0.18,0.22
"(3,1)",0.8,0.02,21,0.05,0.13,0.1,0.3,0.17,0.25
"(3,1)",0.8,0.02,22,0.05,0.12,0.1,0.28,0.19,0.26
"(3,1)",0.8,0.02,23,0.04,0.13,0.09,0.25,0.17,0.32
"(3,1)",0.8,0.02,24,0.04,0.13,0.08,0.24,0.17,0.34
"(3,1)",0.8,0.02,25,0.04,0.13,0.07,0.21,0.17,0.38
"(3,1)",0.8,0.02,26,0.04,0.13,0.07,0.17,0.16,0.43
"(3,1)",0.8,0.02,27,0.04,0.13,0.07,0.14,0.16,0.46
"(3,1)",0.8,0.02,28,0.04,0.12,0.08,0.11,0.16,0.49
"(3,1)",0.8,0.02,29,0.04,0.12,0.08,0.11,0.14,0.51
"(3,1)",0.8,0.02,30,0.04,0.12,0.06,0.13,0.11,0.54
"(3,1)",0.8,0.02,31,0.04,0.12,0.05,0.12,0.13,0.54
"(3,1)",0.8,0.02,32,0.04,0.12,0.05,0.1,0.12,0.57
"(3,1)",0.8,0.02,33,0.04,0.11,0.06,0.09,0.09,0.61
"(3,1)",0.8,0.02,34,0.04,0.11,0.05,0.09,0.08,0.63
"(3,1)",0.8,0.02,35,0.04,0.11,0.05,0.08,0.08,0.64
"(3,1)",0.8,0.02,36,0.04,0.11,0.05,0.07,0.06,0.67
"(3,1)",0.8,0.02,37,0.04,0.11,0.05,0.06,0.04,0.7
"(3,1)",0.8,0.02,38,0.04,0.11,0.05,0.06,0.04,0.7
"(3,1)",0.8,0.02,39,0.04,0.1,0.06,0.06,0.01,0.73
"(3,1)",0.8,0.02,40,0.04,0.09,0.07,0.06,0.01,0.73
"(3,1)",0.8,0.02,41,0.04,0.09,0.07,0.04,0.03,0.73
"(3,1)",0.8,0.02,42,0.04,0.09,0.07,0.04,0.03,0.73
"(3,1)",0.8,0.02,43,0.04,0.09,0.07,0.03,0.03,0.74
"(3,1)",0.8,0.02,44,0.04,0.09,0.07,0.03,0.02,0.75
"(3,1)",0.8,0.02,45,0.04,0.09,0.07,0.03,0.01,0.76
"(3,1)",0.8,0.02,46,0.04,0.09,0.07,0.03,0.01,0.76
"(3,1)",0.8,0.02,47,0.04,0.08,0.07,0.04,0.01,0.76
