theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.9,0.02,1,0.69,0.31,0.0,0.0,0.0,0.0
"(1,3)",0.9,0.02,2,0.55,0.4,0.05,0.0,0.0,0.0
"(1,3)",0.9,0.02,3,0.47,0.43,0.1,0.0,0.0,0.0
"(1,3)",0.9,0.02,4,0.35,0.52,0.13,0.0,0.0,0.0
"(1,3)",0.9,0.02,5,0.32,0.51,0.12,0.05,0.0,0.0
"(1,3)",0.9,0.02,6,0.28,0.47,0.17,0.08,0.0,0.0
"(1,3)",0.9,0.02,7,0.26,0.45,0.19,0.1,0.0,0.0
"(1,3)",0.9,0.02,8,0.22,0.44,0.23,0.1,0.01,0.0
"(1,3)",0.9,0.02,9,0.2,0.42,0.23,0.13,0.02,0.0
"(1,3)",0.9,0.02,10,0.17,0.38,0.29,0.12,0.03,0.01
"(1,3)",0.9,0.02,11,0.16,0.35,0.32,0.12,0.04,0.01
"(1,3)",0.9,0.02,12,0.13,0.38,0.26,0.16,0.05,0.02
"(1,3)",0.9,0.02,13,0.12,0.38,0.26,0.16,0.05,0.03
"(1,3)",0.9,0.02,14,0.12,0.38,0.23,0.15,0.06,0.06
"(1,3)",0.9,0.02,15,0.12,0.37,0.22,0.12,0.09,0.08
"(1,3)",0.9,0.02,16,0.12,0.35,0.23,0.13,0.09,0.08
"(1,3)",0.9,0.02,17,0.12,0.29,0.27,0.14,0.09,0.09
"(1,3)",0.9,0.02,18,0.12,0.29,0.25,0.15,0.05,0.14
"(1,3)",0.9,0.02,19,0.11,0.28,0.23,0.18,0.05,0.15
"(1,3)",0.9,0.02,20,0.11,0.25,0.23,0.17,0.08,0.16
"(1,3)",0.9,0.02,21,0.11,0.25,0.22,0.15,0.08,0.19
"(1,3)",0.9,0.02,22,0.11,0.24,0.22,0.14,0.1,0.19
"(1,3)",0.9,0.02,23,0.11,0.22,0.23,0.14,0.09,0.21
"(1,3)",0.9,0.02,24,0.09,0.24,0.21,0.15,0.08,0.23
"(1,3)",0.9,0.02,25,0.09,0.2,0.22,0.15,0.11,0.23
"(1,3)",0.9,0.02,26,0.08,0.2,0.22,0.14,0.11,0.25
"(1,3)",0.9,0.02,27,0.07,0.19,0.23,0.15,0.11,0.25
