theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(2,1)",0.4,0.02,1,0.95,0.05,0.0,0.0,0.0,0.0
"(2,1)",0.4,0.02,2,0.56,0.44,0.0,0.0,0.0,0.0
"(2,1)",0.4,0.02,3,0.28,0.68,0.04,0.0,0.0,0.0
"(2,1)",0.4,0.02,4,0.14,0.7,0.13,0.03,0.0,0.0
"(2,1)",0.4,0.02,5,0.1,0.51,0.32,0.04,0.03,0.0
"(2,1)",0.4,0.02,6,0.08,0.33,0.44,0.1,0.05,0.0
"(2,1)",0.4,0.02,7,0.06,0.27,0.37,0.23,0.06,0.01
"(2,1)",0.4,0.02,8,0.05,0.24,0.33,0.27,0.1,0.01
"(2,1)",0.4,0.02,9,0.03,0.24,0.27,0.31,0.13,0.02
"(2,1)",0.4,0.02,10,0.03,0.21,0.23,0.35,0.14,0.04
"(2,1)",0.4,0.02,11,0.03,0.14,0.27,0.33,0.17,0.06
"(2,1)",0.4,0.02,12,0.03,0.13,0.25,0.31,0.2,0.08
"(2,1)",0.4,0.02,13,0.03,0.11,0.22,0.26,0.26,0.12
"(2,1)",0.4,0.02,14,0.03,0.11,0.18,0.24,0.25,0.19
"(2,1)",0.4,0.02,15,0.03,0.1,0.14,0.29,0.22,0.22
"(2,1)",0.4,0.02,16,0.03,0.08,0.16,0.24,0.22,0.27
"(2,1)",0.4,0.02,17,0.03,0.07,0.16,0.24,0.15,0.35
"(2,1)",0.4,0.02,18,0.03,0.07,0.13,0.24,0.12,0.41
"(2,1)",0.4,0.02,19,0.03,0.07,0.12,0.21,0.11,0.46
"(2,1)",0.4,0.02,20,0.03,0.07,0.12,0.16,0.12,0.5
"(2,1)",0.4,0.02,21,0.03,0.07,0.12,0.16,0.11,0.51
"(2,1)",0.4,0.02,22,0.03,0.07,0.11,0.16,0.1,0.53
"(2,1)",0.4,0.02,23,0.03,0.07,0.1,0.15,0.09,0.56
"(2,1)",0.4,0.02,24,0.03,0.06,0.1,0.13,0.09,0.59
"(2,1)",0.4,0.02,25,0.02,0.07,0.09,0.12,0.09,0.61
"(2,1)",0.4,0.02,26,0.01,0.08,0.09,0.12,0.06,0.64
"(2,1)",0.4,0.02,27,0.01,0.08,0.09,0.09,0.09,0.64
"(2,1)",0.4,0.02,28,0.01,0.08,0.07,0.1,0.08,0.66
"(2,1)",0.4,0.02,29,0.01,0.08,0.07,0.1,0.06,0.68
"(2,1)",0.4,0.02,30,0.01,0.07,0.08,0.09,0.05,0.7
"(2,1)",0.4,0.02,31,0.01,0.05,0.1,0.09,0.04,0.71
"(2,1)",0.4,0.02,32,0.01,0.05,0.08,0.09,0.06,0.71
"(2,1)",0.4,0.02,33,0.01,0.05,0.07,0.09,0.06,0.72
"(2,1)",0.4,0.02,34,0.01,0.05,0.07,0.09,0.03,0.75
"(2,1)",0.4,0.02,35,0.01,0.05,0.07,0.08,0.03,0.76
"(2,1)",0.4,0.02,36,0.01,0.05,0.06,0.09,0.01,0.78
"(2,1)",0.4,0.02,37,0.01,0.05,0.06,0.08,0.02,0.78
"(2,1)",0.4,0.02,38,0.01,0.05,0.06,0.08,0.02,0.78
"(2,1)",0.4,0.02,39,0.01,0.05,0.06,0.08,0.02,0.78
"(2,1)",0.4,0.02,40,0.01,0.05,0.06,0.06,0.03,0.79
"(2,1)",0.4,0.02,41,0.01,0.05,0.06,0.05,0.04,0.79
"(2,1)",0.4,0.02,42,0.01,0.05,0.06,0.05,0.02,0.81
"(2,1)",0.4,0.02,43,0.01,0.05,0.06,0.04,0.02,0.82
"(2,1)",0.4,0.02,44,0.01,0.05,0.06,0.04,0.0,0.84
"(2,1)",0.4,0.02,45,0.01,0.05,0.06,0.04,0.0,0.84
"(2,1)",0.4,0.02,46,0.01,0.05,0.06,0.04,0.0,0.84
