theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(19,1)",0.2,0.02,1,17,5,True,0.9498865832143157
"(19,1)",0.2,0.02,2,22,5,True,0.9402600958247775
"(19,1)",0.2,0.02,3,18,5,True,0.9577071324000367
"(19,1)",0.2,0.02,4,13,5,True,0.9551020408163264
"(19,1)",0.2,0.02,5,21,5,True,0.9537414965986395
"(19,1)",0.2,0.02,6,19,5,True,0.9551020408163264
"(19,1)",0.2,0.02,7,10,5,True,0.9587345254470426
"(19,1)",0.2,0.02,8,12,5,True,0.9548563611491108
"(19,1)",0.2,0.02,9,26,5,True,0.9575923392612858
"(19,1)",0.2,0.02,10,8,5,True,0.9564032697547684
"(19,1)",0.2,0.02,11,23,5,True,0.9560222893646879
"(19,1)",0.2,0.02,12,21,5,True,0.951408742168006
"(19,1)",0.2,0.02,13,18,5,True,0.9564702298344786
"(19,1)",0.2,0.02,14,6,5,True,0.9586776859504132
"(19,1)",0.2,0.02,15,20,5,True,0.9566982408660352
"(19,1)",0.2,0.02,16,13,5,True,0.9587912087912088
"(19,1)",0.2,0.02,17,10,5,True,0.9587345254470426
"(19,1)",0.2,0.02,18,18,5,True,0.9578475973841342
"(19,1)",0.2,0.02,19,10,5,True,0.9549795361527966
"(19,1)",0.2,0.02,20,17,5,True,0.9573590096286106
"(19,1)",0.2,0.02,21,17,5,True,0.9359999999999999
"(19,1)",0.2,0.02,22,20,5,True,0.9544348262451386
"(19,1)",0.2,0.02,23,26,5,True,0.9433962264150942
"(19,1)",0.2,0.02,24,22,5,True,0.9484396200814111
"(19,1)",0.2,0.02,25,16,5,True,0.957503551921899
"(19,1)",0.2,0.02,26,16,5,True,0.9543474615183353
"(19,1)",0.2,0.02,27,15,5,True,0.958295711060948
"(19,1)",0.2,0.02,28,26,5,True,0.9500039990880238
"(19,1)",0.2,0.02,29,19,5,True,0.9582028342298563
"(19,1)",0.2,0.02,30,24,5,True,0.9487179487179488
"(19,1)",0.2,0.02,31,15,5,True,0.9437155551292088
"(19,1)",0.2,0.02,32,22,5,True,0.9566114967194376
"(19,1)",0.2,0.02,33,17,5,True,0.939863271332527
"(19,1)",0.2,0.02,34,15,5,True,0.9564625850340136
"(19,1)",0.2,0.02,35,17,5,True,0.9561605183404744
"(19,1)",0.2,0.02,36,15,5,True,0.9574759945130314
"(19,1)",0.2,0.02,37,70,3,False,0.24719101123595497
"(19,1)",0.2,0.02,38,17,5,True,0.932
"(19,1)",0.2,0.02,39,23,5,True,0.943261560147496
"(19,1)",0.2,0.02,40,18,5,True,0.9564625850340136
"(19,1)",0.2,0.02,41,24,5,True,0.9549180327868851
"(19,1)",0.2,0.02,42,16,5,True,0.9533924911440994
"(19,1)",0.2,0.02,43,12,5,True,0.9580574842564185
"(19,1)",0.2,0.02,44,25,5,True,0.958210996259502
"(19,1)",0.2,0.02,45,20,5,True,0.9481608841036829
"(19,1)",0.2,0.02,46,25,5,True,0.9415802496854375
"(19,1)",0.2,0.02,47,11,5,True,0.9571160890425472
"(19,1)",0.2,0.02,48,19,5,True,0.9438391420911527
"(19,1)",0.2,0.02,49,18,5,True,0.9497282608695652
"(19,1)",0.2,0.02,50,23,5,True,0.9564702298344786
"(19,1)",0.2,0.02,51,20,5,True,0.9586206896551724
"(19,1)",0.2,0.02,52,11,5,True,0.9548563611491108
"(19,1)",0.2,0.02,53,16,5,True,0.9551630434782609
"(19,1)",0.2,0.02,54,13,5,True,0.9581720818845977
"(19,1)",0.2,0.02,55,18,5,True,0.9587912087912088
"(19,1)",0.2,0.02,56,11,5,True,0.9587912087912088
"(19,1)",0.2,0.02,57,15,5,True,0.9536152796725784
"(19,1)",0.2,0.02,58,14,5,True,0.9575342465753424
"(19,1)",0.2,0.02,59,70,3,False,0.2528735632183908
"(19,1)",0.2,0.02,60,13,5,True,0.9535519125683061
"(19,1)",0.2,0.02,61,13,5,True,0.958227347238709
"(19,1)",0.2,0.02,62,21,5,True,0.9500674763832658
"(19,1)",0.2,0.02,63,30,5,True,0.9547051456925503
"(19,1)",0.2,0.02,64,18,5,True,0.9505847678763816
"(19,1)",0.2,0.02,65,15,5,True,0.9582028342298563
"(19,1)",0.2,0.02,66,18,5,True,0.9561643835616438
"(19,1)",0.2,0.02,67,10,5,True,0.9523160762942778
"(19,1)",0.2,0.02,68,9,5,True,0.9587912087912088
"(19,1)",0.2,0.02,69,18,5,True,0.9568765075111058
"(19,1)",0.2,0.02,70,12,5,True,0.9589603283173734
"(19,1)",0.2,0.02,71,12,5,True,0.9573590096286106
"(19,1)",0.2,0.02,72,18,5,True,0.9324054859868813
"(19,1)",0.2,0.02,73,16,5,True,0.9564032697547684
"(19,1)",0.2,0.02,74,10,5,True,0.9586776859504132
"(19,1)",0.2,0.02,75,20,5,True,0.9558583060908961
"(19,1)",0.2,0.02,76,14,5,True,0.9517148695564542
"(19,1)",0.2,0.02,77,23,5,True,0.9489247311827957
"(19,1)",0.2,0.02,78,14,5,True,0.9574093715063863
"(19,1)",0.2,0.02,79,9,5,True,0.9587912087912088
"(19,1)",0.2,0.02,80,25,5,True,0.9508867667121419
"(19,1)",0.2,0.02,81,18,5,True,0.9549180327868851
"(19,1)",0.2,0.02,82,25,5,True,0.94579945799458
"(19,1)",0.2,0.02,83,21,5,True,0.9562841530054645
"(19,1)",0.2,0.02,84,23,5,True,0.954683834905425
"(19,1)",0.2,0.02,85,19,5,True,0.9586776859504132
"(19,1)",0.2,0.02,86,15,5,True,0.9565217391304348
"(19,1)",0.2,0.02,87,10,5,True,0.9582028342298563
"(19,1)",0.2,0.02,88,18,5,True,0.9454651843183147
"(19,1)",0.2,0.02,89,10,5,True,0.9588477366255144
"(19,1)",0.2,0.02,90,16,5,True,0.9586776859504132
"(19,1)",0.2,0.02,91,14,5,True,0.9576639268535886
"(19,1)",0.2,0.02,92,13,5,True,0.9555276078372683
"(19,1)",0.2,0.02,93,18,5,True,0.9445196211096075
"(19,1)",0.2,0.02,94,20,5,True,0.9374011741682975
"(19,1)",0.2,0.02,95,14,5,True,0.9575342465753424
"(19,1)",0.2,0.02,96,13,5,True,0.9501347708894878
"(19,1)",0.2,0.02,97,18,5,True,0.9483846153846155
"(19,1)",0.2,0.02,98,16,5,True,0.9579510703363914
"(19,1)",0.2,0.02,99,22,5,True,0.9543381056056599
"(19,1)",0.2,0.02,100,16,5,True,0.958904109589041
