theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(5,1)",0.6,0.02,1,0.6,0.4,0.0,0.0,0.0,0.0
"(5,1)",0.6,0.02,2,0.32,0.68,0.0,0.0,0.0,0.0
"(5,1)",0.6,0.02,3,0.24,0.57,0.19,0.0,0.0,0.0
"(5,1)",0.6,0.02,4,0.2,0.43,0.36,0.01,0.0,0.0
"(5,1)",0.6,0.02,5,0.16,0.38,0.38,0.07,0.01,0.0
"(5,1)",0.6,0.02,6,0.14,0.32,0.41,0.12,0.01,0.0
"(5,1)",0.6,0.02,7,0.11,0.3,0.38,0.18,0.03,0.0
"(5,1)",0.6,0.02,8,0.09,0.28,0.33,0.22,0.08,0.0
"(5,1)",0.6,0.02,9,0.09,0.25,0.31,0.25,0.08,0.02
"(5,1)",0.6,0.02,10,0.06,0.23,0.33,0.24,0.11,0.03
"(5,1)",0.6,0.02,11,0.04,0.21,0.34,0.23,0.12,0.06
"(5,1)",0.6,0.02,12,0.04,0.21,0.29,0.27,0.11,0.08
"(5,1)",0.6,0.02,13,0.04,0.19,0.27,0.29,0.11,0.1
"(5,1)",0.6,0.02,14,0.04,0.17,0.26,0.29,0.11,0.13
"(5,1)",0.6,0.02,15,0.04,0.17,0.18,0.34,0.11,0.16
"(5,1)",0.6,0.02,16,0.04,0.15,0.16,0.33,0.13,0.19
"(5,1)",0.6,0.02,17,0.04,0.14,0.15,0.29,0.14,0.24
"(5,1)",0.6,0.02,18,0.04,0.1,0.17,0.28,0.14,0.27
"(5,1)",0.6,0.02,19,0.04,0.08,0.14,0.24,0.21,0.29
"(5,1)",0.6,0.02,20,0.04,0.07,0.12,0.27,0.17,0.33
"(5,1)",0.6,0.02,21,0.04,0.06,0.11,0.23,0.2,0.36
"(5,1)",0.6,0.02,22,0.04,0.06,0.09,0.2,0.19,0.42
"(5,1)",0.6,0.02,23,0.04,0.06,0.09,0.15,0.18,0.48
"(5,1)",0.6,0.02,24,0.03,0.07,0.07,0.14,0.18,0.51
"(5,1)",0.6,0.02,25,0.03,0.06,0.05,0.13,0.18,0.55
"(5,1)",0.6,0.02,26,0.03,0.06,0.05,0.1,0.18,0.58
"(5,1)",0.6,0.02,27,0.03,0.05,0.05,0.06,0.14,0.67
"(5,1)",0.6,0.02,28,0.03,0.05,0.05,0.06,0.11,0.7
"(5,1)",0.6,0.02,29,0.03,0.05,0.02,0.08,0.07,0.75
"(5,1)",0.6,0.02,30,0.03,0.05,0.02,0.05,0.08,0.77
"(5,1)",0.6,0.02,31,0.03,0.05,0.02,0.03,0.08,0.79
"(5,1)",0.6,0.02,32,0.03,0.03,0.04,0.03,0.07,0.8
"(5,1)",0.6,0.02,33,0.03,0.01,0.05,0.04,0.05,0.82
"(5,1)",0.6,0.02,34,0.03,0.01,0.05,0.04,0.04,0.83
"(5,1)",0.6,0.02,35,0.03,0.01,0.03,0.05,0.05,0.83
"(5,1)",0.6,0.02,36,0.03,0.01,0.02,0.06,0.05,0.83
"(5,1)",0.6,0.02,37,0.03,0.01,0.01,0.05,0.06,0.84
"(5,1)",0.6,0.02,38,0.03,0.01,0.01,0.05,0.03,0.87
"(5,1)",0.6,0.02,39,0.03,0.01,0.01,0.05,0.02,0.88
"(5,1)",0.6,0.02,40,0.03,0.01,0.01,0.04,0.03,0.88
"(5,1)",0.6,0.02,41,0.03,0.01,0.01,0.03,0.04,0.88
"(5,1)",0.6,0.02,42,0.03,0.01,0.01,0.02,0.05,0.88
"(5,1)",0.6,0.02,43,0.03,0.01,0.01,0.02,0.05,0.88
"(5,1)",0.6,0.02,44,0.03,0.01,0.01,0.01,0.05,0.89
"(5,1)",0.6,0.02,45,0.03,0.01,0.01,0.01,0.03,0.91
"(5,1)",0.6,0.02,46,0.02,0.02,0.01,0.01,0.02,0.92
"(5,1)",0.6,0.02,47,0.02,0.02,0.01,0.01,0.02,0.92
"(5,1)",0.6,0.02,48,0.02,0.02,0.01,0.0,0.03,0.92
"(5,1)",0.6,0.02,49,0.02,0.01,0.02,0.0,0.01,0.94
"(5,1)",0.6,0.02,50,0.02,0.01,0.02,0.0,0.01,0.94
"(5,1)",0.6,0.02,51,0.02,0.01,0.02,0.0,0.01,0.94
"(5,1)",0.6,0.02,52,0.02,0.01,0.02,0.0,0.01,0.94
"(5,1)",0.6,0.02,53,0.02,0.01,0.02,0.0,0.01,0.94
"(5,1)",0.6,0.02,54,0.02,0.01,0.02,0.0,0.01,0.94
"(5,1)",0.6,0.02,55,0.02,0.01,0.01,0.01,0.01,0.94
"(5,1)",0.6,0.02,56,0.02,0.01,0.01,0.0,0.02,0.94
"(5,1)",0.6,0.02,57,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,58,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,59,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,60,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,61,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,62,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,63,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,64,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,65,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,66,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,67,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,68,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,69,0.02,0.01,0.01,0.0,0.01,0.95
"(5,1)",0.6,0.02,70,0.02,0.01,0.01,0.0,0.01,0.95
