theta,gen,true_prior,mean_total_nll_per_adult,num_adults,num_adult_trials,mean_nll_per_trial
"(1,1)",0.1,0.02,118.01924981861343,20,149,15.841510042766904
"(1,1)",0.2,0.02,41.6556212743858,20,149,5.591358560320241
"(1,1)",0.3,0.02,73.60651839715808,20,149,9.880069583511153
"(1,1)",0.4,0.02,72.83337532841885,20,149,9.776291990391792
"(1,1)",0.5,0.02,54.33091753179834,20,149,7.292740608295079
"(1,1)",0.6,0.02,49.31302072448122,20,149,6.619197412682043
"(1,1)",0.7,0.02,39.65504045853244,20,149,5.322824222621804
"(1,1)",0.8,0.02,54.6782434572943,20,149,7.339361537891852
"(1,1)",0.9,0.02,53.742972250152135,20,149,7.213821778543911
"(1,2)",0.1,0.02,60.97326267839911,20,149,8.18433056085894
"(1,2)",0.2,0.02,92.34570288254088,20,149,12.395396360072601
"(1,2)",0.3,0.02,78.02272041445332,20,149,10.472848377778968
"(1,2)",0.4,0.02,84.60422966647778,20,149,11.356272438453393
"(1,2)",0.5,0.02,60.09593868830209,20,149,8.066568951449945
"(1,2)",0.6,0.02,60.13584081376878,20,149,8.071924941445474
"(1,2)",0.7,0.02,35.81681647443353,20,149,4.807626372407185
"(1,2)",0.8,0.02,40.71322330027581,20,149,5.464862187956484
"(1,2)",0.9,0.02,44.91082002417592,20,149,6.0282979898222715
"(1,3)",0.1,0.02,51.55011465048885,20,149,6.919478476575685
"(1,3)",0.2,0.02,98.45968738760737,20,149,13.216065421155351
"(1,3)",0.3,0.02,122.074381760199,20,149,16.385823055060268
"(1,3)",0.4,0.02,93.8513654294637,20,149,12.597498715364255
"(1,3)",0.5,0.02,65.92596491784768,20,149,8.84912280776479
"(1,3)",0.6,0.02,51.67022131536379,20,149,6.935600176558898
"(1,3)",0.7,0.02,16.38769281062911,20,149,2.1996903101515586
"(1,3)",0.8,0.02,48.92107984581103,20,149,6.5665878987665804
"(1,3)",0.9,0.02,57.21520787808927,20,149,7.679893674911311
"(2,1)",0.1,0.02,68.45389675402035,20,149,9.188442517318169
"(2,1)",0.2,0.02,57.97393061177526,20,149,7.781735652587282
"(2,1)",0.3,0.02,55.644421353139606,20,149,7.469049846059007
"(2,1)",0.4,0.02,21.573331186279585,20,149,2.8957491525207497
"(2,1)",0.5,0.02,40.901154166749116,20,149,5.490087807617331
"(2,1)",0.6,0.02,41.25596112333659,20,149,5.537712902461287
"(2,1)",0.7,0.02,33.79742868919642,20,149,4.53656760928811
"(2,1)",0.8,0.02,56.894375197629316,20,149,7.6368288855878275
"(2,1)",0.9,0.02,71.1731049759874,20,149,9.553436909528509
"(3,1)",0.1,0.02,88.15982362120705,20,149,11.833533371974102
"(3,1)",0.2,0.02,46.17114595571361,20,149,6.197469255800486
"(3,1)",0.3,0.02,27.379891166536755,20,149,3.675153176716343
"(3,1)",0.4,0.02,45.579859599479505,20,149,6.118101959661678
"(3,1)",0.5,0.02,45.279729701924374,20,149,6.077816067372399
"(3,1)",0.6,0.02,49.21280301663246,20,149,6.6057453713600625
"(3,1)",0.7,0.02,45.51762943349182,20,149,6.109748917247225
"(3,1)",0.8,0.02,32.65991521164123,20,149,4.383881236461909
"(3,1)",0.9,0.02,64.41875708457322,20,149,8.646813031486337
"(4,1)",0.1,0.02,74.532190810515,20,149,10.004320914163088
"(4,1)",0.2,0.02,33.1810651781868,20,149,4.453834252105611
"(4,1)",0.3,0.02,21.427284522778926,20,149,2.876145573527373
"(4,1)",0.4,0.02,25.56265648910026,20,149,3.4312290589396324
"(4,1)",0.5,0.02,45.79482700612307,20,149,6.146956645117191
"(4,1)",0.6,0.02,17.956347648892162,20,149,2.4102480065627065
"(4,1)",0.7,0.02,32.480260002575584,20,149,4.359766443298736
"(4,1)",0.8,0.02,55.586970929186634,20,149,7.4613383797565955
"(4,1)",0.9,0.02,43.017652429546246,20,149,5.7741815341672815
"(5,1)",0.1,0.02,62.15826270150562,20,149,8.34339096664505
"(5,1)",0.2,0.02,56.659780782041665,20,149,7.605339702287472
"(5,1)",0.3,0.02,40.04666011655113,20,149,5.375390619671292
"(5,1)",0.4,0.02,28.193800013345868,20,149,3.78440268635515
"(5,1)",0.5,0.02,21.24606551366043,20,149,2.8518208743168363
"(5,1)",0.6,0.02,33.77630972794024,20,149,4.533732849387951
"(5,1)",0.7,0.02,47.74676022630646,20,149,6.40896110420221
"(5,1)",0.8,0.02,32.74514061160447,20,149,4.395320887463687
"(5,1)",0.9,0.02,36.8983174661793,20,149,4.952794290762322
"(6,1)",0.1,0.02,46.91512422858243,20,149,6.297332111219117
"(6,1)",0.2,0.02,57.508889279660096,20,149,7.719313997269811
"(6,1)",0.3,0.02,41.6574321198596,20,149,5.591601626826792
"(6,1)",0.4,0.02,27.951306477805566,20,149,3.7518532184973914
"(6,1)",0.5,0.02,32.857401358522885,20,149,4.4103894440970315
"(6,1)",0.6,0.02,55.686037110080335,20,149,7.4746358537020585
"(6,1)",0.7,0.02,35.53378470244879,20,149,4.7696355305300395
"(6,1)",0.8,0.02,33.15510941472354,20,149,4.450350257009871
"(6,1)",0.9,0.02,57.370924277197595,20,149,7.700795204992966
"(9,1)",0.1,0.02,58.22686952653514,20,149,7.815687184769818
"(9,1)",0.2,0.02,21.774114725088786,20,149,2.922699963099166
"(9,1)",0.3,0.02,17.04482357844623,20,149,2.2878957823417756
