theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(6,1)",0.9,0.02,1,0.76,0.24,0.0,0.0,0.0,0.0
"(6,1)",0.9,0.02,2,0.65,0.31,0.04,0.0,0.0,0.0
"(6,1)",0.9,0.02,3,0.6,0.33,0.06,0.01,0.0,0.0
"(6,1)",0.9,0.02,4,0.52,0.37,0.1,0.01,0.0,0.0
"(6,1)",0.9,0.02,5,0.47,0.39,0.13,0.01,0.0,0.0
"(6,1)",0.9,0.02,6,0.42,0.39,0.16,0.02,0.01,0.0
"(6,1)",0.9,0.02,7,0.4,0.37,0.19,0.02,0.02,0.0
"(6,1)",0.9,0.02,8,0.39,0.33,0.22,0.03,0.03,0.0
"(6,1)",0.9,0.02,9,0.33,0.38,0.2,0.06,0.03,0.0
"(6,1)",0.9,0.02,10,0.3,0.33,0.27,0.07,0.01,0.02
"(6,1)",0.9,0.02,11,0.28,0.29,0.31,0.08,0.02,0.02
"(6,1)",0.9,0.02,12,0.25,0.28,0.31,0.12,0.02,0.02
"(6,1)",0.9,0.02,13,0.23,0.26,0.32,0.12,0.04,0.03
"(6,1)",0.9,0.02,14,0.22,0.21,0.35,0.14,0.05,0.03
"(6,1)",0.9,0.02,15,0.21,0.16,0.38,0.14,0.06,0.05
"(6,1)",0.9,0.02,16,0.21,0.11,0.32,0.22,0.08,0.06
"(6,1)",0.9,0.02,17,0.21,0.09,0.33,0.2,0.09,0.08
"(6,1)",0.9,0.02,18,0.19,0.11,0.28,0.22,0.1,0.1
"(6,1)",0.9,0.02,19,0.16,0.13,0.26,0.22,0.1,0.13
"(6,1)",0.9,0.02,20,0.15,0.12,0.23,0.25,0.09,0.16
"(6,1)",0.9,0.02,21,0.15,0.12,0.19,0.26,0.09,0.19
"(6,1)",0.9,0.02,22,0.13,0.13,0.16,0.25,0.12,0.21
"(6,1)",0.9,0.02,23,0.12,0.14,0.12,0.2,0.19,0.23
"(6,1)",0.9,0.02,24,0.12,0.11,0.14,0.17,0.17,0.29
"(6,1)",0.9,0.02,25,0.12,0.08,0.15,0.15,0.13,0.37
"(6,1)",0.9,0.02,26,0.12,0.06,0.13,0.17,0.14,0.38
"(6,1)",0.9,0.02,27,0.11,0.07,0.11,0.16,0.09,0.46
