theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,1)",0.1,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(1,1)",0.1,0.02,2,1.0,0.0,0.0,0.0,0.0,0.0
"(1,1)",0.1,0.02,3,0.99,0.01,0.0,0.0,0.0,0.0
"(1,1)",0.1,0.02,4,0.98,0.02,0.0,0.0,0.0,0.0
"(1,1)",0.1,0.02,5,0.96,0.03,0.01,0.0,0.0,0.0
"(1,1)",0.1,0.02,6,0.91,0.07,0.02,0.0,0.0,0.0
"(1,1)",0.1,0.02,7,0.83,0.11,0.05,0.01,0.0,0.0
"(1,1)",0.1,0.02,8,0.77,0.09,0.1,0.04,0.0,0.0
"(1,1)",0.1,0.02,9,0.68,0.15,0.11,0.05,0.01,0.0
"(1,1)",0.1,0.02,10,0.61,0.15,0.11,0.1,0.03,0.0
"(1,1)",0.1,0.02,11,0.57,0.14,0.1,0.11,0.06,0.02
"(1,1)",0.1,0.02,12,0.53,0.12,0.11,0.1,0.09,0.05
"(1,1)",0.1,0.02,13,0.49,0.13,0.07,0.12,0.1,0.09
"(1,1)",0.1,0.02,14,0.44,0.14,0.08,0.08,0.14,0.12
"(1,1)",0.1,0.02,15,0.41,0.13,0.1,0.05,0.13,0.18
"(1,1)",0.1,0.02,16,0.35,0.15,0.05,0.11,0.09,0.25
"(1,1)",0.1,0.02,17,0.31,0.14,0.08,0.09,0.12,0.26
"(1,1)",0.1,0.02,18,0.26,0.15,0.09,0.05,0.12,0.33
"(1,1)",0.1,0.02,19,0.24,0.13,0.07,0.09,0.08,0.39
"(1,1)",0.1,0.02,20,0.23,0.11,0.04,0.11,0.1,0.41
"(1,1)",0.1,0.02,21,0.21,0.12,0.04,0.08,0.1,0.45
"(1,1)",0.1,0.02,22,0.2,0.11,0.04,0.1,0.05,0.5
