theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(3,1)",0.6,0.02,1,18,5,True,0.8373250196143205
"(3,1)",0.6,0.02,2,22,5,True,0.8249423980337218
"(3,1)",0.6,0.02,3,28,5,True,0.7908359124818958
"(3,1)",0.6,0.02,4,43,5,True,0.7355257457241661
"(3,1)",0.6,0.02,5,22,5,True,0.8051511058486711
"(3,1)",0.6,0.02,6,26,5,True,0.8380043116723129
"(3,1)",0.6,0.02,7,31,5,True,0.8286520636230398
"(3,1)",0.6,0.02,8,22,5,True,0.8089810804650103
"(3,1)",0.6,0.02,9,16,5,True,0.8676333339436861
"(3,1)",0.6,0.02,10,27,5,True,0.7842172916228008
"(3,1)",0.6,0.02,11,18,5,True,0.7872304181772536
"(3,1)",0.6,0.02,12,41,5,True,0.759581881533101
"(3,1)",0.6,0.02,13,36,5,True,0.8571247019894848
"(3,1)",0.6,0.02,14,19,5,True,0.7873711329042276
"(3,1)",0.6,0.02,15,22,5,True,0.8256376716808371
"(3,1)",0.6,0.02,16,19,5,True,0.7938523444369008
"(3,1)",0.6,0.02,17,20,5,True,0.8651090173623566
"(3,1)",0.6,0.02,18,28,5,True,0.8256070475907527
"(3,1)",0.6,0.02,19,17,5,True,0.8359325472296184
"(3,1)",0.6,0.02,20,13,5,True,0.8254854704081312
"(3,1)",0.6,0.02,21,70,2,False,0.37610925692788927
"(3,1)",0.6,0.02,22,22,5,True,0.8431491780022538
"(3,1)",0.6,0.02,23,70,2,False,0.45371570723634563
"(3,1)",0.6,0.02,24,70,2,False,0.3953074115867854
"(3,1)",0.6,0.02,25,22,5,True,0.8243721104237747
"(3,1)",0.6,0.02,26,13,5,True,0.8629685669772121
"(3,1)",0.6,0.02,27,18,5,True,0.832089552238806
"(3,1)",0.6,0.02,28,13,5,True,0.8591550451801665
"(3,1)",0.6,0.02,29,22,5,True,0.8390581843691641
"(3,1)",0.6,0.02,30,23,5,True,0.8424997301469285
"(3,1)",0.6,0.02,31,15,5,True,0.8721058434399118
"(3,1)",0.6,0.02,32,24,5,True,0.8599626257287615
"(3,1)",0.6,0.02,33,70,1,False,0.36123480562768756
"(3,1)",0.6,0.02,34,10,5,True,0.8749999999999999
