theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(2,1)",0.5,0.02,1,70,1,False,0.20698577682258443
"(2,1)",0.5,0.02,2,18,5,True,0.8141217961769931
"(2,1)",0.5,0.02,3,15,5,True,0.8352316261859133
"(2,1)",0.5,0.02,4,20,5,True,0.8104154590449013
"(2,1)",0.5,0.02,5,17,5,True,0.8355555555555555
"(2,1)",0.5,0.02,6,12,5,True,0.8404061304292685
"(2,1)",0.5,0.02,7,70,4,False,0.403606149672794
"(2,1)",0.5,0.02,8,31,5,True,0.8332609160889499
"(2,1)",0.5,0.02,9,16,5,True,0.8189969370465853
"(2,1)",0.5,0.02,10,70,1,False,0.22709967831956784
"(2,1)",0.5,0.02,11,70,2,False,0.3097695628753856
"(2,1)",0.5,0.02,12,30,5,True,0.7741446320416842
"(2,1)",0.5,0.02,13,27,5,True,0.799097118696454
"(2,1)",0.5,0.02,14,29,5,True,0.8324333555226484
"(2,1)",0.5,0.02,15,19,5,True,0.8239740308975453
"(2,1)",0.5,0.02,16,32,5,True,0.7252662910791856
"(2,1)",0.5,0.02,17,26,5,True,0.8179532525443627
"(2,1)",0.5,0.02,18,19,5,True,0.8017241379310344
"(2,1)",0.5,0.02,19,15,5,True,0.8102531694507216
"(2,1)",0.5,0.02,20,24,5,True,0.7552274326384628
"(2,1)",0.5,0.02,21,17,5,True,0.8310908469118715
"(2,1)",0.5,0.02,22,29,5,True,0.7331136738056012
"(2,1)",0.5,0.02,23,33,5,True,0.7144167458256192
"(2,1)",0.5,0.02,24,20,5,True,0.8513513513513513
"(2,1)",0.5,0.02,25,30,5,True,0.7843906645278226
"(2,1)",0.5,0.02,26,29,5,True,0.7665313101089978
"(2,1)",0.5,0.02,27,52,5,True,0.7438691525205657
"(2,1)",0.5,0.02,28,37,5,True,0.7011326028326924
"(2,1)",0.5,0.02,29,26,5,True,0.7584110920844448
"(2,1)",0.5,0.02,30,17,5,True,0.7988176281999488
"(2,1)",0.5,0.02,31,15,5,True,0.8284236240839201
"(2,1)",0.5,0.02,32,37,5,True,0.777483769036003
"(2,1)",0.5,0.02,33,58,5,True,0.6748278475193503
"(2,1)",0.5,0.02,34,25,5,True,0.7380622013658481
"(2,1)",0.5,0.02,35,35,5,True,0.6970927004083534
"(2,1)",0.5,0.02,36,17,5,True,0.8440585658145126
"(2,1)",0.5,0.02,37,17,5,True,0.8493150684931506
"(2,1)",0.5,0.02,38,20,5,True,0.8235948797948768
"(2,1)",0.5,0.02,39,19,5,True,0.7943245873054094
"(2,1)",0.5,0.02,40,23,5,True,0.7746021775544388
"(2,1)",0.5,0.02,41,22,5,True,0.8106639324032838
"(2,1)",0.5,0.02,42,14,5,True,0.8514060579773007
"(2,1)",0.5,0.02,43,46,5,True,0.7110266159695817
"(2,1)",0.5,0.02,44,11,5,True,0.856353591160221
"(2,1)",0.5,0.02,45,31,5,True,0.7919913953306916
"(2,1)",0.5,0.02,46,55,5,True,0.7913079101966839
"(2,1)",0.5,0.02,47,15,5,True,0.8489948188138876
"(2,1)",0.5,0.02,48,42,5,True,0.7153281890063827
"(2,1)",0.5,0.02,49,30,5,True,0.8008658008658008
"(2,1)",0.5,0.02,50,15,5,True,0.814655172413793
"(2,1)",0.5,0.02,51,13,5,True,0.8468468468468467
"(2,1)",0.5,0.02,52,64,5,True,0.7313069129152239
"(2,1)",0.5,0.02,53,20,5,True,0.8293310463121784
"(2,1)",0.5,0.02,54,27,5,True,0.7708632429650532
"(2,1)",0.5,0.02,55,18,5,True,0.8347506621501303
"(2,1)",0.5,0.02,56,70,4,False,0.40910597300775137
"(2,1)",0.5,0.02,57,25,5,True,0.7604897988093926
"(2,1)",0.5,0.02,58,18,5,True,0.7849084572933444
"(2,1)",0.5,0.02,59,29,5,True,0.8281590726500632
"(2,1)",0.5,0.02,60,26,5,True,0.7735490469758264
"(2,1)",0.5,0.02,61,28,5,True,0.7800417706578177
"(2,1)",0.5,0.02,62,16,5,True,0.7935615665026761
"(2,1)",0.5,0.02,63,13,5,True,0.8080699010254471
"(2,1)",0.5,0.02,64,39,5,True,0.7520000000000001
"(2,1)",0.5,0.02,65,70,1,False,0.20122159244985843
"(2,1)",0.5,0.02,66,32,5,True,0.8266666666666667
"(2,1)",0.5,0.02,67,25,5,True,0.8152908764149729
"(2,1)",0.5,0.02,68,42,5,True,0.7488719477254354
"(2,1)",0.5,0.02,69,27,5,True,0.7663934426229508
"(2,1)",0.5,0.02,70,11,5,True,0.8457356317922895
"(2,1)",0.5,0.02,71,54,5,True,0.8175835202455436
"(2,1)",0.5,0.02,72,13,5,True,0.8295964125560539
"(2,1)",0.5,0.02,73,32,5,True,0.7860969489041941
"(2,1)",0.5,0.02,74,18,5,True,0.7473043258546779
"(2,1)",0.5,0.02,75,15,5,True,0.8021308703223603
"(2,1)",0.5,0.02,76,17,5,True,0.8101915498121163
"(2,1)",0.5,0.02,77,14,5,True,0.8333616575476258
"(2,1)",0.5,0.02,78,17,5,True,0.8482549738801823
"(2,1)",0.5,0.02,79,70,1,False,0.22107412272259705
"(2,1)",0.5,0.02,80,12,5,True,0.8404061304292685
"(2,1)",0.5,0.02,81,19,5,True,0.8461538461538461
"(2,1)",0.5,0.02,82,36,5,True,0.7582208070444405
"(2,1)",0.5,0.02,83,70,1,False,0.24494685188697085
"(2,1)",0.5,0.02,84,26,5,True,0.8260869565217391
"(2,1)",0.5,0.02,85,51,5,True,0.73046875
"(2,1)",0.5,0.02,86,25,5,True,0.8103448275862069
"(2,1)",0.5,0.02,87,24,5,True,0.7966186590811865
"(2,1)",0.5,0.02,88,19,5,True,0.7717842323651453
"(2,1)",0.5,0.02,89,26,5,True,0.8080345335082662
"(2,1)",0.5,0.02,90,15,5,True,0.8345537592816887
"(2,1)",0.5,0.02,91,17,5,True,0.7889009911332678
"(2,1)",0.5,0.02,92,70,2,False,0.32965447320123625
"(2,1)",0.5,0.02,93,14,5,True,0.8572319201995013
"(2,1)",0.5,0.02,94,26,5,True,0.7887478658746444
"(2,1)",0.5,0.02,95,62,5,True,0.7856961751647451
