theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,1)",0.7,0.02,1,0.52,0.48,0.0,0.0,0.0,0.0
"(1,1)",0.7,0.02,2,0.3,0.68,0.02,0.0,0.0,0.0
"(1,1)",0.7,0.02,3,0.22,0.66,0.11,0.01,0.0,0.0
"(1,1)",0.7,0.02,4,0.22,0.56,0.18,0.04,0.0,0.0
"(1,1)",0.7,0.02,5,0.2,0.5,0.22,0.08,0.0,0.0
"(1,1)",0.7,0.02,6,0.18,0.48,0.22,0.1,0.02,0.0
"(1,1)",0.7,0.02,7,0.16,0.39,0.32,0.1,0.03,0.0
"(1,1)",0.7,0.02,8,0.14,0.37,0.34,0.12,0.03,0.0
"(1,1)",0.7,0.02,9,0.14,0.32,0.36,0.15,0.03,0.0
"(1,1)",0.7,0.02,10,0.13,0.27,0.38,0.16,0.04,0.02
"(1,1)",0.7,0.02,11,0.13,0.26,0.32,0.2,0.07,0.02
"(1,1)",0.7,0.02,12,0.12,0.22,0.31,0.2,0.13,0.02
"(1,1)",0.7,0.02,13,0.12,0.21,0.29,0.21,0.14,0.03
"(1,1)",0.7,0.02,14,0.12,0.19,0.27,0.2,0.18,0.04
"(1,1)",0.7,0.02,15,0.12,0.18,0.25,0.22,0.14,0.09
"(1,1)",0.7,0.02,16,0.12,0.18,0.22,0.22,0.14,0.12
"(1,1)",0.7,0.02,17,0.12,0.17,0.2,0.2,0.16,0.15
"(1,1)",0.7,0.02,18,0.11,0.18,0.17,0.21,0.17,0.16
"(1,1)",0.7,0.02,19,0.11,0.18,0.15,0.2,0.15,0.21
"(1,1)",0.7,0.02,20,0.1,0.18,0.15,0.19,0.11,0.27
"(1,1)",0.7,0.02,21,0.09,0.18,0.15,0.19,0.09,0.3
"(1,1)",0.7,0.02,22,0.09,0.15,0.16,0.19,0.11,0.3
"(1,1)",0.7,0.02,23,0.09,0.13,0.16,0.19,0.11,0.32
"(1,1)",0.7,0.02,24,0.09,0.12,0.17,0.16,0.12,0.34
"(1,1)",0.7,0.02,25,0.09,0.12,0.16,0.15,0.11,0.37
"(1,1)",0.7,0.02,26,0.09,0.12,0.15,0.14,0.1,0.4
