theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.6,0.02,1,0.69,0.31,0.0,0.0,0.0,0.0
"(1,3)",0.6,0.02,2,0.49,0.51,0.0,0.0,0.0,0.0
"(1,3)",0.6,0.02,3,0.35,0.64,0.01,0.0,0.0,0.0
"(1,3)",0.6,0.02,4,0.21,0.76,0.03,0.0,0.0,0.0
"(1,3)",0.6,0.02,5,0.11,0.78,0.1,0.01,0.0,0.0
"(1,3)",0.6,0.02,6,0.08,0.72,0.18,0.02,0.0,0.0
"(1,3)",0.6,0.02,7,0.07,0.62,0.25,0.05,0.01,0.0
"(1,3)",0.6,0.02,8,0.07,0.53,0.31,0.08,0.01,0.0
"(1,3)",0.6,0.02,9,0.05,0.45,0.35,0.13,0.02,0.0
"(1,3)",0.6,0.02,10,0.05,0.4,0.36,0.17,0.02,0.0
"(1,3)",0.6,0.02,11,0.05,0.34,0.37,0.17,0.07,0.0
"(1,3)",0.6,0.02,12,0.05,0.33,0.33,0.17,0.1,0.02
"(1,3)",0.6,0.02,13,0.05,0.3,0.32,0.18,0.11,0.04
"(1,3)",0.6,0.02,14,0.05,0.28,0.32,0.17,0.14,0.04
"(1,3)",0.6,0.02,15,0.05,0.25,0.33,0.17,0.14,0.06
"(1,3)",0.6,0.02,16,0.05,0.23,0.32,0.18,0.14,0.08
"(1,3)",0.6,0.02,17,0.05,0.21,0.31,0.2,0.14,0.09
"(1,3)",0.6,0.02,18,0.05,0.19,0.3,0.2,0.11,0.15
"(1,3)",0.6,0.02,19,0.05,0.18,0.28,0.19,0.12,0.18
"(1,3)",0.6,0.02,20,0.05,0.18,0.25,0.21,0.11,0.2
"(1,3)",0.6,0.02,21,0.04,0.19,0.25,0.19,0.11,0.22
"(1,3)",0.6,0.02,22,0.04,0.18,0.25,0.18,0.12,0.23
"(1,3)",0.6,0.02,23,0.04,0.17,0.24,0.19,0.12,0.24
"(1,3)",0.6,0.02,24,0.04,0.16,0.24,0.18,0.12,0.26
"(1,3)",0.6,0.02,25,0.04,0.15,0.24,0.16,0.11,0.3
"(1,3)",0.6,0.02,26,0.04,0.15,0.22,0.17,0.1,0.32
"(1,3)",0.6,0.02,27,0.04,0.15,0.2,0.17,0.11,0.33
"(1,3)",0.6,0.02,28,0.03,0.16,0.2,0.16,0.1,0.35
"(1,3)",0.6,0.02,29,0.03,0.16,0.18,0.17,0.1,0.36
"(1,3)",0.6,0.02,30,0.03,0.16,0.17,0.13,0.14,0.37
"(1,3)",0.6,0.02,31,0.03,0.16,0.17,0.12,0.15,0.37
"(1,3)",0.6,0.02,32,0.03,0.15,0.18,0.1,0.16,0.38
"(1,3)",0.6,0.02,33,0.03,0.15,0.18,0.1,0.13,0.41
"(1,3)",0.6,0.02,34,0.03,0.15,0.18,0.08,0.14,0.42
"(1,3)",0.6,0.02,35,0.03,0.15,0.17,0.08,0.13,0.44
"(1,3)",0.6,0.02,36,0.03,0.15,0.15,0.09,0.13,0.45
"(1,3)",0.6,0.02,37,0.03,0.15,0.15,0.07,0.13,0.47
"(1,3)",0.6,0.02,38,0.03,0.15,0.15,0.06,0.13,0.48
"(1,3)",0.6,0.02,39,0.03,0.15,0.15,0.05,0.12,0.5
"(1,3)",0.6,0.02,40,0.03,0.15,0.15,0.04,0.12,0.51
"(1,3)",0.6,0.02,41,0.03,0.15,0.15,0.04,0.1,0.53
"(1,3)",0.6,0.02,42,0.03,0.14,0.16,0.04,0.08,0.55
"(1,3)",0.6,0.02,43,0.03,0.14,0.16,0.03,0.09,0.55
"(1,3)",0.6,0.02,44,0.03,0.13,0.17,0.03,0.07,0.57
"(1,3)",0.6,0.02,45,0.03,0.13,0.16,0.04,0.05,0.59
"(1,3)",0.6,0.02,46,0.03,0.12,0.16,0.05,0.05,0.59
"(1,3)",0.6,0.02,47,0.03,0.12,0.16,0.05,0.05,0.59
"(1,3)",0.6,0.02,48,0.03,0.12,0.16,0.05,0.04,0.6
"(1,3)",0.6,0.02,49,0.03,0.12,0.15,0.05,0.05,0.6
"(1,3)",0.6,0.02,50,0.03,0.12,0.15,0.04,0.05,0.61
"(1,3)",0.6,0.02,51,0.03,0.12,0.15,0.04,0.05,0.61
"(1,3)",0.6,0.02,52,0.03,0.12,0.15,0.02,0.06,0.62
"(1,3)",0.6,0.02,53,0.03,0.11,0.16,0.02,0.03,0.65
"(1,3)",0.6,0.02,54,0.03,0.11,0.15,0.03,0.03,0.65
"(1,3)",0.6,0.02,55,0.03,0.11,0.15,0.03,0.03,0.65
"(1,3)",0.6,0.02,56,0.03,0.11,0.15,0.03,0.03,0.65
"(1,3)",0.6,0.02,57,0.03,0.11,0.15,0.03,0.03,0.65
