theta,gen,true_prior,mean_total_nll_per_adult,num_adults,num_adult_trials,mean_nll_per_trial
"(1,1)",0.1,0.02,105.45826821673329,61,1423,4.520698778089059
"(1,1)",0.2,0.02,71.14294024465781,61,1423,3.0496973681828017
"(1,1)",0.3,0.02,68.38480844234331,61,1423,2.931464030205862
"(1,1)",0.4,0.02,45.06485079451722,61,1423,1.931803161254779
"(1,1)",0.5,0.02,45.82588766695942,61,1423,1.9644266673819568
"(1,1)",0.6,0.02,41.48872542578706,61,1423,1.7785047441834227
"(1,1)",0.7,0.02,39.086601875884824,61,1423,1.6755324767596447
"(1,1)",0.8,0.02,43.19675852936498,61,1423,1.8517233101133266
"(1,1)",0.9,0.02,51.12112115569833,61,1423,2.1914184051283194
"(1,2)",0.1,0.02,117.54669117212761,61,1423,5.038895405129856
"(1,2)",0.2,0.02,92.84474806001073,61,1423,3.979992713746068
"(1,2)",0.3,0.02,94.14870143695718,61,1423,4.035889520487975
"(1,2)",0.4,0.02,62.801612405130264,61,1423,2.692128149482042
"(1,2)",0.5,0.02,52.25264632935158,61,1423,2.2399237006960266
"(1,2)",0.6,0.02,43.376128368395115,61,1423,1.859412389650107
"(1,2)",0.7,0.02,40.936097374647474,61,1423,1.75481513693148
"(1,2)",0.8,0.02,46.36083969475564,61,1423,1.9873585533240294
"(1,2)",0.9,0.02,47.716501143301464,61,1423,2.045471939382564
"(1,3)",0.1,0.02,138.064568002216,61,1423,5.9184389656607
"(1,3)",0.2,0.02,124.63990148511886,61,1423,5.342961342650914
"(1,3)",0.3,0.02,92.91304188878979,61,1423,3.9829202777344883
"(1,3)",0.4,0.02,59.744034007607944,61,1423,2.561058379806103
"(1,3)",0.5,0.02,53.91101109337302,61,1423,2.311013124874037
"(1,3)",0.6,0.02,40.29770761318106,61,1423,1.727449166833482
"(1,3)",0.7,0.02,44.36149052192185,61,1423,1.9016520884309438
"(1,3)",0.8,0.02,43.61226046666656,61,1423,1.8695347072850739
"(1,3)",0.9,0.02,37.55567430317369,61,1423,1.6099059258563562
"(2,1)",0.1,0.02,142.66319221942393,61,1423,6.115569026974603
"(2,1)",0.2,0.02,87.19545602827039,61,1423,3.7378234839947244
"(2,1)",0.3,0.02,54.27071625389869,61,1423,2.326432671460169
"(2,1)",0.4,0.02,61.67912989001605,61,1423,2.64401048720378
"(2,1)",0.5,0.02,54.5524120196031,61,1423,2.3385081751200207
"(2,1)",0.6,0.02,43.545156124674854,61,1423,1.866658133243265
"(2,1)",0.7,0.02,43.22996675617378,61,1423,1.8531468532161635
"(2,1)",0.8,0.02,46.9532761947263,61,1423,2.0127546365975433
"(2,1)",0.9,0.02,54.743199598303576,61,1423,2.3466867009813903
"(3,1)",0.1,0.02,101.28603332630966,61,1423,4.341846825653471
"(3,1)",0.2,0.02,74.51739879501093,61,1423,3.194350897045444
"(3,1)",0.3,0.02,72.66204377826192,61,1423,3.1148170558495973
"(3,1)",0.4,0.02,56.40213142396658,61,1423,2.4178004334939995
"(3,1)",0.5,0.02,43.64939756439133,61,1423,1.8711266700125588
"(3,1)",0.6,0.02,42.73740236202269,61,1423,1.8320320056805228
"(3,1)",0.7,0.02,42.04589555041752,61,1423,1.8023890573264012
"(3,1)",0.8,0.02,43.21557736480073,61,1423,1.8525300205571642
"(3,1)",0.9,0.02,45.15357175625855,61,1423,1.9356063788698323
"(4,1)",0.1,0.02,118.01970598730283,61,1423,5.0591722173053215
"(4,1)",0.2,0.02,130.04304350752952,61,1423,5.5745788151505975
"(4,1)",0.3,0.02,63.241095564263624,61,1423,2.710967554054871
