theta,gen,true_prior,mean_total_nll_per_adult,num_adults,num_adult_trials,mean_nll_per_trial
"(1,1)",0.1,0.02,192.37815026720008,60,2380,4.849869334467229
"(1,1)",0.2,0.02,146.20732551004505,60,2380,3.685898962438111
"(1,1)",0.3,0.02,109.25257499245275,60,2380,2.754266596448389
"(1,1)",0.4,0.02,82.88148929707005,60,2380,2.089449310010169
"(1,1)",0.5,0.02,113.88223089359875,60,2380,2.870980610762994
"(1,1)",0.6,0.02,77.83393736622384,60,2380,1.9622001016695085
"(1,1)",0.7,0.02,92.3555043247283,60,2380,2.32829002499315
"(1,1)",0.8,0.02,76.1025108116888,60,2380,1.9185506927316507
"(1,1)",0.9,0.02,73.92990134827501,60,2380,1.8637790255867648
"(1,2)",0.1,0.02,181.3594178253502,60,2380,4.572086163664291
"(1,2)",0.2,0.02,124.6006295643932,60,2380,3.1411923419594925
"(1,2)",0.3,0.02,94.3419155018645,60,2380,2.378367617694063
"(1,2)",0.4,0.02,80.91959809585767,60,2380,2.0399898679627984
"(1,2)",0.5,0.02,94.07011415112382,60,2380,2.3715154828014406
"(1,2)",0.6,0.02,103.97644514050879,60,2380,2.6212549195086248
"(1,2)",0.7,0.02,85.77127545281589,60,2380,2.1623010618356946
"(1,2)",0.8,0.02,78.83355213467394,60,2380,1.9874004739833766
"(1,2)",0.9,0.02,81.42830061734531,60,2380,2.052814301277613
"(1,3)",0.1,0.02,146.92423642259706,60,2380,3.703972346788161
"(1,3)",0.2,0.02,130.46481223617053,60,2380,3.289028879903459
"(1,3)",0.3,0.02,132.45865665691548,60,2380,3.3392938653003905
"(1,3)",0.4,0.02,81.03152284005827,60,2380,2.0428115001695364
"(1,3)",0.5,0.02,69.89163161008804,60,2380,1.7619739061366733
"(1,3)",0.6,0.02,66.22014088195263,60,2380,1.669415316351747
"(1,3)",0.7,0.02,71.28937409845291,60,2380,1.7972111117257035
"(1,3)",0.8,0.02,65.90028874164955,60,2380,1.661351817016375
"(1,3)",0.9,0.02,68.92753046776286,60,2380,1.7376688353217529
"(2,1)",0.1,0.02,270.56812180323305,60,2380,6.821045087476464
"(2,1)",0.2,0.02,187.70151811758674,60,2380,4.7319710449811785
"(2,1)",0.3,0.02,129.21391913662134,60,2380,3.257493759746757
"(2,1)",0.4,0.02,123.10139864294034,60,2380,3.103396604443874
"(2,1)",0.5,0.02,110.11537096167591,60,2380,2.7760177553363676
"(2,1)",0.6,0.02,74.7009385440834,60,2380,1.8832169380861363
"(2,1)",0.7,0.02,74.38876138343339,60,2380,1.8753469256327746
"(2,1)",0.8,0.02,84.0641724370243,60,2380,2.1192648513535537
"(2,1)",0.9,0.02,86.91199166833917,60,2380,2.191058613487542
"(3,1)",0.1,0.02,270.7111982776729,60,2380,6.824652057420325
"(3,1)",0.2,0.02,301.97546613276114,60,2380,7.612826877296499
"(3,1)",0.3,0.02,101.99109566600534,60,2380,2.571204092420303
"(3,1)",0.4,0.02,144.4721245809974,60,2380,3.6421544012016147
"(3,1)",0.5,0.02,95.04343870215978,60,2380,2.3960530765250363
"(3,1)",0.6,0.02,90.29426428713444,60,2380,2.276325990431961
"(3,1)",0.7,0.02,90.72405038926506,60,2380,2.2871609341831527
"(3,1)",0.8,0.02,95.36518234158771,60,2380,2.404164260712295
"(3,1)",0.9,0.02,75.62675476316011,60,2380,1.9065568427687423
"(4,1)",0.1,0.02,429.340793118406,60,2380,10.82371747357326
"(4,1)",0.2,0.02,357.26658163770406,60,2380,9.006720545488339
"(4,1)",0.3,0.02,126.47396706229077,60,2380,3.188419337704809
"(4,1)",0.4,0.02,159.65097193335694,60,2380,4.02481441848799
"(4,1)",0.5,0.02,146.59297043378496,60,2380,3.69562110337273
"(4,1)",0.6,0.02,102.74069023576894,60,2380,2.5901014345151836
"(4,1)",0.7,0.02,92.14073658407113,60,2380,2.3228757122034738
"(4,1)",0.8,0.02,89.57881463856283,60,2380,2.2582894446696513
"(4,1)",0.9,0.02,87.73096280528628,60,2380,2.211704944671083
"(5,1)",0.1,0.02,451.0263653299781,60,2380,11.370412571343985
"(5,1)",0.2,0.02,331.8097637439238,60,2380,8.364952027157742
"(5,1)",0.3,0.02,280.68192109557157,60,2380,7.076014817535417
"(5,1)",0.4,0.02,212.5181358696035,60,2380,5.357600063939584
"(5,1)",0.5,0.02,115.71628595195274,60,2380,2.9172172929063716
"(5,1)",0.6,0.02,110.13291541353263,60,2380,2.776460052441999
"(5,1)",0.7,0.02,112.62041700307182,60,2380,2.839170176548029
"(5,1)",0.8,0.02,81.13444668952543,60,2380,2.045406219063666
"(5,1)",0.9,0.02,93.09967947460675,60,2380,2.347050743057313
"(6,1)",0.1,0.02,449.2668885711131,60,2380,11.32605601439781
"(6,1)",0.2,0.02,368.2867410339243,60,2380,9.284539689930865
"(6,1)",0.3,0.02,233.25311592710548,60,2380,5.880330653624507
"(6,1)",0.4,0.02,166.123569368096,60,2380,4.187989143733513
"(6,1)",0.5,0.02,117.51570780374465,60,2380,2.962580869001966
"(6,1)",0.6,0.02,134.09120357882492,60,2380,3.3804505103905442
"(6,1)",0.7,0.02,110.61564162393158,60,2380,2.7886296207713843
"(6,1)",0.8,0.02,145.67548506624024,60,2380,3.672491220157317
"(6,1)",0.9,0.02,112.32535589611456,60,2380,2.8317316612465855
"(9,1)",0.1,0.02,426.083190096337,60,2380,10.741593027638748
"(9,1)",0.2,0.02,445.80637690183073,60,2380,11.238816224415901
"(9,1)",0.3,0.02,453.7871878369099,60,2380,11.440013138745627
"(9,1)",0.4,0.02,253.07769887288885,60,2380,6.380110055619046
"(9,1)",0.5,0.02,195.83249512460554,60,2380,4.936953658603501
"(9,1)",0.6,0.02,276.6498391150574,60,2380,6.974365691976237
"(9,1)",0.7,0.02,169.5982813483066,60,2380,4.275586924747226
"(9,1)",0.8,0.02,168.50456623977672,60,2380,4.248014274952355
"(9,1)",0.9,0.02,172.56219514004837,60,2380,4.3503074405054205
"(15,1)",0.1,0.02,490.92174940192723,60,2380,12.376178556351105
"(15,1)",0.2,0.02,403.96346921196323,60,2380,10.18395300534361
"(15,1)",0.3,0.02,351.47435768894854,60,2380,8.860698092998703
"(15,1)",0.4,0.02,376.3686073524295,60,2380,9.48828421896881
"(15,1)",0.5,0.02,290.3214500783243,60,2380,7.319028153235066
"(15,1)",0.6,0.02,280.5845685055683,60,2380,7.073560550560546
"(15,1)",0.7,0.02,222.36739571796073,60,2380,5.605900732385565
"(15,1)",0.8,0.02,213.10447277975427,60,2380,5.372381666716494
"(15,1)",0.9,0.02,162.35429658581648,60,2380,4.092965460146634
"(19,1)",0.1,0.02,448.77107721082,60,2380,11.31355656834
"(19,1)",0.2,0.02,398.48956742758224,60,2380,10.045955481367619
"(19,1)",0.3,0.02,352.9612805786338,60,2380,8.898183543999172
"(19,1)",0.4,0.02,275.50186162622344,60,2380,6.945425083014037
"(19,1)",0.5,0.02,260.5172914490409,60,2380,6.567662809639685
"(19,1)",0.6,0.02,297.16835152998044,60,2380,7.491639114201188
"(19,1)",0.7,0.02,239.95489532757134,60,2380,6.049283075484992
"(19,1)",0.8,0.02,219.0813973016261,60,2380,5.523060436175448
"(19,1)",0.9,0.02,226.28723352424518,60,2380,5.704720172880131
