run_id,theta,p_gen,total_nll,num_trials,k,aic
4,"(15,1)",0.1,1293.9155639953046,70,1,2589.8311279906093
5,"(15,1)",0.1,1261.7344954429186,69,1,2525.4689908858372
6,"(15,1)",0.1,789.4814612891212,50,1,1580.9629225782423
7,"(15,1)",0.1,917.8896796649781,57,1,1837.7793593299562
8,"(15,1)",0.1,628.3005047795378,43,1,1258.6010095590757
9,"(15,1)",0.1,1070.8819470501169,62,1,2143.7638941002338
10,"(15,1)",0.1,1298.093430781579,70,1,2598.186861563158
11,"(15,1)",0.1,689.1352477623495,46,1,1380.270495524699
12,"(15,1)",0.1,839.4249834471127,52,1,1680.8499668942254
13,"(15,1)",0.1,1290.912415082935,70,1,2583.82483016587
14,"(15,1)",0.1,660.4056143577528,44,1,1322.8112287155056
15,"(15,1)",0.1,879.4941239119493,54,1,1760.9882478238985
16,"(15,1)",0.1,1268.7848618081591,69,1,2539.5697236163182
17,"(15,1)",0.1,1197.2621128390856,67,1,2396.524225678171
18,"(15,1)",0.1,1270.8897130653643,69,1,2543.7794261307286
19,"(15,1)",0.1,1293.0031561798687,70,1,2588.0063123597374
20,"(15,1)",0.1,1261.7344954429186,69,1,2525.4689908858372
21,"(15,1)",0.1,1292.7841618838136,70,1,2587.568323767627
22,"(15,1)",0.1,381.9036971218572,33,1,765.8073942437144
23,"(15,1)",0.1,1021.7084310782111,60,1,2045.4168621564222
4,"(15,1)",0.2,1179.3340101839692,70,2,2362.6680203679384
5,"(15,1)",0.2,1245.5735972349737,69,2,2495.1471944699474
6,"(15,1)",0.2,674.6158662199256,50,2,1353.2317324398512
7,"(15,1)",0.2,807.6610281186994,57,2,1619.3220562373988
8,"(15,1)",0.2,513.4349097103423,43,2,1030.8698194206845
9,"(15,1)",0.2,958.7153535244323,62,2,1921.4307070488646
10,"(15,1)",0.2,1185.0416371110907,70,2,2374.0832742221814
11,"(15,1)",0.2,596.8809898573948,46,2,1197.7619797147895
12,"(15,1)",0.2,722.253195343547,52,2,1448.506390687094
13,"(15,1)",0.2,1176.527465086995,70,2,2357.05493017399
14,"(15,1)",0.2,548.3443813477259,44,2,1100.6887626954517
15,"(15,1)",0.2,765.9943740608129,54,2,1535.9887481216258
16,"(15,1)",0.2,1154.8456757545514,69,2,2313.691351509103
17,"(15,1)",0.2,1123.6419478219477,67,2,2251.2838956438954
18,"(15,1)",0.2,1156.3081592540289,69,2,2316.6163185080577
19,"(15,1)",0.2,1177.2523609658697,70,2,2358.5047219317394
20,"(15,1)",0.2,1190.3115550031168,69,2,2384.6231100062337
21,"(15,1)",0.2,1178.7743943960338,70,2,2361.5487887920676
22,"(15,1)",0.2,265.64819975016565,33,2,535.2963995003313
23,"(15,1)",0.2,908.2553077215601,60,2,1820.5106154431203
4,"(15,1)",0.3,1149.1786416879554,70,2,2302.357283375911
5,"(15,1)",0.3,1231.525162325212,69,2,2467.050324650424
6,"(15,1)",0.3,642.9421300671007,50,2,1289.8842601342014
7,"(15,1)",0.3,784.8357867864256,57,2,1573.6715735728512
8,"(15,1)",0.3,481.76117355751745,43,2,967.5223471150349
9,"(15,1)",0.3,933.8106706504789,62,2,1871.6213413009577
10,"(15,1)",0.3,1159.4539594280413,70,2,2322.9079188560827
11,"(15,1)",0.3,575.8658571330175,46,2,1155.731714266035
12,"(15,1)",0.3,689.6128711353879,52,2,1383.2257422707758
