theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,2)",0.2,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(1,2)",0.2,0.02,2,0.99,0.01,0.0,0.0,0.0,0.0
"(1,2)",0.2,0.02,3,0.97,0.02,0.01,0.0,0.0,0.0
"(1,2)",0.2,0.02,4,0.95,0.04,0.01,0.0,0.0,0.0
"(1,2)",0.2,0.02,5,0.94,0.04,0.01,0.01,0.0,0.0
"(1,2)",0.2,0.02,6,0.88,0.09,0.02,0.0,0.01,0.0
"(1,2)",0.2,0.02,7,0.8,0.15,0.04,0.0,0.01,0.0
"(1,2)",0.2,0.02,8,0.76,0.14,0.07,0.02,0.01,0.0
"(1,2)",0.2,0.02,9,0.66,0.21,0.05,0.07,0.0,0.01
"(1,2)",0.2,0.02,10,0.61,0.2,0.09,0.08,0.01,0.01
"(1,2)",0.2,0.02,11,0.57,0.23,0.06,0.11,0.02,0.01
"(1,2)",0.2,0.02,12,0.5,0.27,0.07,0.12,0.02,0.02
"(1,2)",0.2,0.02,13,0.42,0.28,0.12,0.13,0.03,0.02
"(1,2)",0.2,0.02,14,0.38,0.3,0.11,0.11,0.08,0.02
"(1,2)",0.2,0.02,15,0.3,0.36,0.11,0.1,0.09,0.04
"(1,2)",0.2,0.02,16,0.24,0.37,0.12,0.12,0.08,0.07
"(1,2)",0.2,0.02,17,0.19,0.37,0.14,0.13,0.09,0.08
"(1,2)",0.2,0.02,18,0.18,0.36,0.11,0.18,0.08,0.09
"(1,2)",0.2,0.02,19,0.17,0.29,0.17,0.17,0.09,0.11
"(1,2)",0.2,0.02,20,0.12,0.3,0.13,0.2,0.12,0.13
"(1,2)",0.2,0.02,21,0.1,0.24,0.16,0.22,0.13,0.15
"(1,2)",0.2,0.02,22,0.1,0.24,0.08,0.25,0.13,0.2
"(1,2)",0.2,0.02,23,0.08,0.24,0.09,0.21,0.13,0.25
"(1,2)",0.2,0.02,24,0.08,0.21,0.09,0.18,0.16,0.28
"(1,2)",0.2,0.02,25,0.07,0.21,0.09,0.15,0.19,0.29
"(1,2)",0.2,0.02,26,0.07,0.18,0.08,0.16,0.14,0.37
"(1,2)",0.2,0.02,27,0.05,0.2,0.06,0.13,0.16,0.4
"(1,2)",0.2,0.02,28,0.03,0.22,0.05,0.12,0.14,0.44
"(1,2)",0.2,0.02,29,0.03,0.21,0.06,0.1,0.13,0.47
"(1,2)",0.2,0.02,30,0.03,0.19,0.08,0.09,0.1,0.51
"(1,2)",0.2,0.02,31,0.03,0.18,0.09,0.08,0.1,0.52
"(1,2)",0.2,0.02,32,0.03,0.18,0.05,0.1,0.09,0.55
"(1,2)",0.2,0.02,33,0.03,0.18,0.05,0.1,0.07,0.57
"(1,2)",0.2,0.02,34,0.03,0.18,0.04,0.09,0.07,0.59
"(1,2)",0.2,0.02,35,0.03,0.18,0.04,0.08,0.06,0.61
"(1,2)",0.2,0.02,36,0.03,0.18,0.04,0.08,0.05,0.62
"(1,2)",0.2,0.02,37,0.03,0.18,0.02,0.08,0.05,0.64
"(1,2)",0.2,0.02,38,0.03,0.18,0.02,0.07,0.04,0.66
"(1,2)",0.2,0.02,39,0.03,0.18,0.02,0.06,0.04,0.67
"(1,2)",0.2,0.02,40,0.03,0.17,0.03,0.03,0.06,0.68
"(1,2)",0.2,0.02,41,0.03,0.16,0.04,0.03,0.03,0.71
"(1,2)",0.2,0.02,42,0.03,0.16,0.04,0.03,0.01,0.73
"(1,2)",0.2,0.02,43,0.03,0.16,0.03,0.04,0.0,0.74
"(1,2)",0.2,0.02,44,0.03,0.15,0.04,0.03,0.01,0.74
"(1,2)",0.2,0.02,45,0.03,0.15,0.04,0.03,0.01,0.74
"(1,2)",0.2,0.02,46,0.02,0.14,0.05,0.04,0.01,0.74
"(1,2)",0.2,0.02,47,0.02,0.13,0.05,0.05,0.01,0.74
"(1,2)",0.2,0.02,48,0.02,0.11,0.06,0.05,0.02,0.74
"(1,2)",0.2,0.02,49,0.02,0.11,0.05,0.06,0.02,0.74
"(1,2)",0.2,0.02,50,0.02,0.1,0.06,0.06,0.02,0.74
"(1,2)",0.2,0.02,51,0.02,0.1,0.06,0.05,0.03,0.74
"(1,2)",0.2,0.02,52,0.02,0.1,0.05,0.05,0.03,0.75
"(1,2)",0.2,0.02,53,0.02,0.1,0.04,0.05,0.03,0.76
"(1,2)",0.2,0.02,54,0.02,0.1,0.04,0.04,0.03,0.77
"(1,2)",0.2,0.02,55,0.02,0.1,0.03,0.04,0.02,0.79
"(1,2)",0.2,0.02,56,0.02,0.1,0.03,0.04,0.02,0.79
"(1,2)",0.2,0.02,57,0.02,0.1,0.03,0.03,0.03,0.79
"(1,2)",0.2,0.02,58,0.02,0.09,0.04,0.03,0.01,0.81
"(1,2)",0.2,0.02,59,0.02,0.09,0.04,0.03,0.0,0.82
"(1,2)",0.2,0.02,60,0.02,0.09,0.04,0.03,0.0,0.82
"(1,2)",0.2,0.02,61,0.02,0.09,0.04,0.03,0.0,0.82
"(1,2)",0.2,0.02,62,0.02,0.09,0.04,0.03,0.0,0.82
"(1,2)",0.2,0.02,63,0.02,0.09,0.04,0.03,0.0,0.82
"(1,2)",0.2,0.02,64,0.02,0.09,0.04,0.03,0.0,0.82
"(1,2)",0.2,0.02,65,0.02,0.09,0.04,0.03,0.0,0.82
"(1,2)",0.2,0.02,66,0.02,0.09,0.04,0.03,0.0,0.82
"(1,2)",0.2,0.02,67,0.02,0.09,0.03,0.04,0.0,0.82
