theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,1)",0.3,0.02,1,0.98,0.02,0.0,0.0,0.0,0.0
"(1,1)",0.3,0.02,2,0.96,0.04,0.0,0.0,0.0,0.0
"(1,1)",0.3,0.02,3,0.88,0.12,0.0,0.0,0.0,0.0
"(1,1)",0.3,0.02,4,0.73,0.26,0.01,0.0,0.0,0.0
"(1,1)",0.3,0.02,5,0.6,0.34,0.06,0.0,0.0,0.0
"(1,1)",0.3,0.02,6,0.47,0.42,0.09,0.02,0.0,0.0
"(1,1)",0.3,0.02,7,0.36,0.47,0.14,0.02,0.01,0.0
"(1,1)",0.3,0.02,8,0.24,0.55,0.14,0.06,0.01,0.0
"(1,1)",0.3,0.02,9,0.22,0.48,0.2,0.08,0.02,0.0
"(1,1)",0.3,0.02,10,0.17,0.41,0.27,0.11,0.04,0.0
"(1,1)",0.3,0.02,11,0.07,0.41,0.3,0.16,0.06,0.0
"(1,1)",0.3,0.02,12,0.06,0.32,0.3,0.25,0.06,0.01
"(1,1)",0.3,0.02,13,0.04,0.27,0.29,0.27,0.1,0.03
"(1,1)",0.3,0.02,14,0.03,0.22,0.27,0.29,0.15,0.04
"(1,1)",0.3,0.02,15,0.03,0.2,0.25,0.28,0.16,0.08
"(1,1)",0.3,0.02,16,0.01,0.19,0.23,0.27,0.18,0.12
"(1,1)",0.3,0.02,17,0.01,0.15,0.22,0.28,0.19,0.15
"(1,1)",0.3,0.02,18,0.01,0.15,0.18,0.29,0.18,0.19
"(1,1)",0.3,0.02,19,0.0,0.16,0.16,0.27,0.17,0.24
"(1,1)",0.3,0.02,20,0.0,0.11,0.2,0.22,0.18,0.29
"(1,1)",0.3,0.02,21,0.0,0.11,0.14,0.23,0.18,0.34
"(1,1)",0.3,0.02,22,0.0,0.1,0.13,0.21,0.2,0.36
"(1,1)",0.3,0.02,23,0.0,0.09,0.13,0.19,0.17,0.42
"(1,1)",0.3,0.02,24,0.0,0.09,0.1,0.2,0.15,0.46
"(1,1)",0.3,0.02,25,0.0,0.08,0.11,0.17,0.14,0.5
"(1,1)",0.3,0.02,26,0.0,0.08,0.1,0.13,0.16,0.53
"(1,1)",0.3,0.02,27,0.0,0.07,0.1,0.12,0.14,0.57
"(1,1)",0.3,0.02,28,0.0,0.07,0.09,0.11,0.12,0.61
"(1,1)",0.3,0.02,29,0.0,0.06,0.1,0.1,0.1,0.64
"(1,1)",0.3,0.02,30,0.0,0.06,0.09,0.09,0.12,0.64
"(1,1)",0.3,0.02,31,0.0,0.06,0.09,0.07,0.1,0.68
"(1,1)",0.3,0.02,32,0.0,0.06,0.09,0.07,0.05,0.73
"(1,1)",0.3,0.02,33,0.0,0.06,0.08,0.07,0.06,0.73
"(1,1)",0.3,0.02,34,0.0,0.06,0.08,0.07,0.04,0.75
"(1,1)",0.3,0.02,35,0.0,0.06,0.07,0.08,0.03,0.76
"(1,1)",0.3,0.02,36,0.0,0.06,0.06,0.06,0.06,0.76
"(1,1)",0.3,0.02,37,0.0,0.06,0.06,0.06,0.06,0.76
"(1,1)",0.3,0.02,38,0.0,0.06,0.06,0.06,0.06,0.76
"(1,1)",0.3,0.02,39,0.0,0.06,0.06,0.04,0.08,0.76
"(1,1)",0.3,0.02,40,0.0,0.06,0.06,0.04,0.08,0.76
"(1,1)",0.3,0.02,41,0.0,0.06,0.06,0.03,0.08,0.77
"(1,1)",0.3,0.02,42,0.0,0.06,0.06,0.02,0.08,0.78
