theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(2,1)",0.1,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(2,1)",0.1,0.02,2,0.99,0.01,0.0,0.0,0.0,0.0
"(2,1)",0.1,0.02,3,0.95,0.04,0.01,0.0,0.0,0.0
"(2,1)",0.1,0.02,4,0.89,0.07,0.03,0.01,0.0,0.0
"(2,1)",0.1,0.02,5,0.84,0.06,0.09,0.01,0.0,0.0
"(2,1)",0.1,0.02,6,0.67,0.22,0.07,0.04,0.0,0.0
"(2,1)",0.1,0.02,7,0.51,0.32,0.08,0.08,0.01,0.0
"(2,1)",0.1,0.02,8,0.38,0.32,0.16,0.08,0.06,0.0
"(2,1)",0.1,0.02,9,0.35,0.22,0.19,0.14,0.06,0.04
"(2,1)",0.1,0.02,10,0.25,0.26,0.19,0.15,0.08,0.07
"(2,1)",0.1,0.02,11,0.18,0.26,0.15,0.19,0.13,0.09
"(2,1)",0.1,0.02,12,0.14,0.23,0.15,0.21,0.12,0.15
"(2,1)",0.1,0.02,13,0.1,0.19,0.15,0.16,0.2,0.2
"(2,1)",0.1,0.02,14,0.09,0.16,0.12,0.15,0.15,0.33
"(2,1)",0.1,0.02,15,0.08,0.13,0.11,0.12,0.16,0.4
"(2,1)",0.1,0.02,16,0.08,0.11,0.06,0.12,0.19,0.44
"(2,1)",0.1,0.02,17,0.05,0.12,0.07,0.11,0.1,0.55
"(2,1)",0.1,0.02,18,0.04,0.1,0.07,0.11,0.08,0.6
"(2,1)",0.1,0.02,19,0.04,0.08,0.05,0.12,0.07,0.64
"(2,1)",0.1,0.02,20,0.04,0.08,0.03,0.11,0.08,0.66
"(2,1)",0.1,0.02,21,0.03,0.09,0.01,0.11,0.05,0.71
"(2,1)",0.1,0.02,22,0.02,0.1,0.01,0.08,0.06,0.73
"(2,1)",0.1,0.02,23,0.02,0.09,0.02,0.07,0.05,0.75
"(2,1)",0.1,0.02,24,0.02,0.09,0.02,0.04,0.05,0.78
"(2,1)",0.1,0.02,25,0.02,0.08,0.02,0.05,0.05,0.78
"(2,1)",0.1,0.02,26,0.02,0.08,0.02,0.04,0.04,0.8
"(2,1)",0.1,0.02,27,0.02,0.08,0.01,0.05,0.01,0.83
"(2,1)",0.1,0.02,28,0.02,0.07,0.02,0.04,0.02,0.83
"(2,1)",0.1,0.02,29,0.02,0.07,0.01,0.05,0.01,0.84
"(2,1)",0.1,0.02,30,0.01,0.08,0.01,0.04,0.01,0.85
"(2,1)",0.1,0.02,31,0.01,0.08,0.01,0.04,0.01,0.85
"(2,1)",0.1,0.02,32,0.01,0.07,0.02,0.04,0.01,0.85
"(2,1)",0.1,0.02,33,0.01,0.06,0.02,0.05,0.01,0.85
"(2,1)",0.1,0.02,34,0.01,0.06,0.02,0.04,0.02,0.85
"(2,1)",0.1,0.02,35,0.01,0.06,0.02,0.04,0.0,0.87
"(2,1)",0.1,0.02,36,0.01,0.06,0.02,0.04,0.0,0.87
"(2,1)",0.1,0.02,37,0.01,0.06,0.01,0.05,0.0,0.87
"(2,1)",0.1,0.02,38,0.01,0.04,0.03,0.04,0.01,0.87
"(2,1)",0.1,0.02,39,0.01,0.04,0.02,0.05,0.0,0.88
"(2,1)",0.1,0.02,40,0.0,0.05,0.01,0.05,0.01,0.88
"(2,1)",0.1,0.02,41,0.0,0.05,0.01,0.05,0.0,0.89
"(2,1)",0.1,0.02,42,0.0,0.04,0.02,0.05,0.0,0.89
"(2,1)",0.1,0.02,43,0.0,0.04,0.01,0.06,0.0,0.89
"(2,1)",0.1,0.02,44,0.0,0.04,0.01,0.05,0.01,0.89
"(2,1)",0.1,0.02,45,0.0,0.04,0.01,0.05,0.0,0.9
"(2,1)",0.1,0.02,46,0.0,0.04,0.01,0.05,0.0,0.9
"(2,1)",0.1,0.02,47,0.0,0.04,0.01,0.04,0.01,0.9
"(2,1)",0.1,0.02,48,0.0,0.04,0.01,0.04,0.0,0.91
"(2,1)",0.1,0.02,49,0.0,0.04,0.0,0.05,0.0,0.91
"(2,1)",0.1,0.02,50,0.0,0.04,0.0,0.05,0.0,0.91
"(2,1)",0.1,0.02,51,0.0,0.04,0.0,0.04,0.01,0.91
"(2,1)",0.1,0.02,52,0.0,0.04,0.0,0.04,0.01,0.91
"(2,1)",0.1,0.02,53,0.0,0.04,0.0,0.04,0.0,0.92
"(2,1)",0.1,0.02,54,0.0,0.04,0.0,0.04,0.0,0.92
"(2,1)",0.1,0.02,55,0.0,0.04,0.0,0.04,0.0,0.92
