theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.8,0.02,1,0.56,0.44,0.0,0.0,0.0,0.0
"(1,3)",0.8,0.02,2,0.43,0.53,0.04,0.0,0.0,0.0
"(1,3)",0.8,0.02,3,0.36,0.56,0.07,0.01,0.0,0.0
"(1,3)",0.8,0.02,4,0.34,0.5,0.15,0.0,0.01,0.0
"(1,3)",0.8,0.02,5,0.31,0.47,0.2,0.01,0.01,0.0
"(1,3)",0.8,0.02,6,0.27,0.48,0.2,0.04,0.0,0.01
"(1,3)",0.8,0.02,7,0.23,0.51,0.17,0.07,0.01,0.01
"(1,3)",0.8,0.02,8,0.21,0.49,0.2,0.06,0.03,0.01
"(1,3)",0.8,0.02,9,0.2,0.37,0.3,0.08,0.02,0.03
"(1,3)",0.8,0.02,10,0.2,0.33,0.31,0.1,0.03,0.03
"(1,3)",0.8,0.02,11,0.18,0.32,0.3,0.13,0.03,0.04
"(1,3)",0.8,0.02,12,0.17,0.3,0.29,0.16,0.03,0.05
"(1,3)",0.8,0.02,13,0.17,0.23,0.34,0.18,0.02,0.06
"(1,3)",0.8,0.02,14,0.16,0.23,0.31,0.19,0.04,0.07
"(1,3)",0.8,0.02,15,0.16,0.21,0.32,0.17,0.05,0.09
"(1,3)",0.8,0.02,16,0.15,0.22,0.3,0.18,0.06,0.09
"(1,3)",0.8,0.02,17,0.15,0.21,0.29,0.16,0.09,0.1
"(1,3)",0.8,0.02,18,0.15,0.18,0.28,0.16,0.12,0.11
"(1,3)",0.8,0.02,19,0.15,0.16,0.3,0.12,0.14,0.13
"(1,3)",0.8,0.02,20,0.15,0.15,0.29,0.13,0.14,0.14
"(1,3)",0.8,0.02,21,0.15,0.15,0.25,0.16,0.11,0.18
"(1,3)",0.8,0.02,22,0.13,0.17,0.23,0.17,0.11,0.19
"(1,3)",0.8,0.02,23,0.13,0.15,0.25,0.16,0.1,0.21
"(1,3)",0.8,0.02,24,0.13,0.14,0.25,0.14,0.11,0.23
"(1,3)",0.8,0.02,25,0.13,0.14,0.23,0.14,0.11,0.25
"(1,3)",0.8,0.02,26,0.13,0.13,0.23,0.15,0.11,0.25
"(1,3)",0.8,0.02,27,0.13,0.12,0.23,0.13,0.14,0.25
