theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(5,1)",0.4,0.02,1,0.92,0.08,0.0,0.0,0.0,0.0
"(5,1)",0.4,0.02,2,0.39,0.61,0.0,0.0,0.0,0.0
"(5,1)",0.4,0.02,3,0.3,0.61,0.09,0.0,0.0,0.0
"(5,1)",0.4,0.02,4,0.21,0.53,0.23,0.03,0.0,0.0
"(5,1)",0.4,0.02,5,0.19,0.46,0.25,0.09,0.01,0.0
"(5,1)",0.4,0.02,6,0.14,0.43,0.28,0.14,0.01,0.0
"(5,1)",0.4,0.02,7,0.12,0.4,0.28,0.16,0.04,0.0
"(5,1)",0.4,0.02,8,0.09,0.4,0.24,0.21,0.05,0.01
"(5,1)",0.4,0.02,9,0.08,0.3,0.27,0.23,0.11,0.01
"(5,1)",0.4,0.02,10,0.07,0.21,0.33,0.22,0.15,0.02
"(5,1)",0.4,0.02,11,0.07,0.18,0.3,0.26,0.13,0.06
"(5,1)",0.4,0.02,12,0.06,0.15,0.28,0.21,0.22,0.08
"(5,1)",0.4,0.02,13,0.06,0.13,0.25,0.19,0.27,0.1
"(5,1)",0.4,0.02,14,0.06,0.12,0.23,0.17,0.3,0.12
"(5,1)",0.4,0.02,15,0.06,0.12,0.17,0.18,0.27,0.2
"(5,1)",0.4,0.02,16,0.06,0.1,0.16,0.19,0.21,0.28
"(5,1)",0.4,0.02,17,0.05,0.11,0.13,0.18,0.2,0.33
"(5,1)",0.4,0.02,18,0.05,0.11,0.1,0.16,0.19,0.39
"(5,1)",0.4,0.02,19,0.04,0.12,0.09,0.14,0.14,0.47
"(5,1)",0.4,0.02,20,0.04,0.09,0.12,0.12,0.12,0.51
"(5,1)",0.4,0.02,21,0.04,0.08,0.11,0.13,0.13,0.51
"(5,1)",0.4,0.02,22,0.04,0.07,0.09,0.13,0.11,0.56
"(5,1)",0.4,0.02,23,0.04,0.06,0.09,0.12,0.09,0.6
"(5,1)",0.4,0.02,24,0.04,0.04,0.07,0.15,0.07,0.63
"(5,1)",0.4,0.02,25,0.03,0.05,0.07,0.11,0.11,0.63
"(5,1)",0.4,0.02,26,0.03,0.05,0.05,0.09,0.08,0.7
