theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(4,1)",0.8,0.02,1,39,5,True,0.8234920634920634
"(4,1)",0.8,0.02,2,70,1,False,0.33349407846225926
"(4,1)",0.8,0.02,3,17,5,True,0.8484481117619507
"(4,1)",0.8,0.02,4,70,1,False,0.36470914415379196
"(4,1)",0.8,0.02,5,42,5,True,0.7804331626189803
"(4,1)",0.8,0.02,6,39,5,True,0.7903398436112998
"(4,1)",0.8,0.02,7,24,5,True,0.8125034096714523
"(4,1)",0.8,0.02,8,27,5,True,0.8311161827735197
"(4,1)",0.8,0.02,9,44,5,True,0.7546925260282401
"(4,1)",0.8,0.02,10,40,5,True,0.8541666666666666
"(4,1)",0.8,0.02,11,13,5,True,0.8309351432880845
"(4,1)",0.8,0.02,12,17,5,True,0.8850448471535787
"(4,1)",0.8,0.02,13,31,5,True,0.8229487898521661
"(4,1)",0.8,0.02,14,20,5,True,0.8754122021715581
"(4,1)",0.8,0.02,15,10,5,True,0.8876811594202899
"(4,1)",0.8,0.02,16,17,5,True,0.8798586572438163
"(4,1)",0.8,0.02,17,21,5,True,0.8548916611950099
"(4,1)",0.8,0.02,18,17,5,True,0.8542341803887046
"(4,1)",0.8,0.02,19,25,5,True,0.813582920263872
"(4,1)",0.8,0.02,20,46,5,True,0.7943334484377219
"(4,1)",0.8,0.02,21,53,5,True,0.8262295081967213
"(4,1)",0.8,0.02,22,26,5,True,0.8341520467836258
"(4,1)",0.8,0.02,23,70,4,False,0.7036488547753961
"(4,1)",0.8,0.02,24,10,5,True,0.8896797153024911
"(4,1)",0.8,0.02,25,26,5,True,0.8195713107378847
"(4,1)",0.8,0.02,26,70,2,False,0.3948250899920175
"(4,1)",0.8,0.02,27,22,5,True,0.8591092422552131
"(4,1)",0.8,0.02,28,12,5,True,0.8916967509025271
"(4,1)",0.8,0.02,29,70,2,False,0.4057000516939703
"(4,1)",0.8,0.02,30,27,5,True,0.8109719652373374
"(4,1)",0.8,0.02,31,35,5,True,0.8067483224086676
"(4,1)",0.8,0.02,32,20,5,True,0.8488351171053797
"(4,1)",0.8,0.02,33,42,5,True,0.8666666666666666
"(4,1)",0.8,0.02,34,12,5,True,0.8848431810723383
"(4,1)",0.8,0.02,35,13,5,True,0.8771929824561404
"(4,1)",0.8,0.02,36,34,5,True,0.8465066481473444
"(4,1)",0.8,0.02,37,11,5,True,0.8713393631793651
"(4,1)",0.8,0.02,38,70,2,False,0.46694363233393615
