theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(5,1)",0.2,0.02,1,0.99,0.01,0.0,0.0,0.0,0.0
"(5,1)",0.2,0.02,2,0.86,0.14,0.0,0.0,0.0,0.0
"(5,1)",0.2,0.02,3,0.68,0.29,0.03,0.0,0.0,0.0
"(5,1)",0.2,0.02,4,0.5,0.39,0.1,0.01,0.0,0.0
"(5,1)",0.2,0.02,5,0.32,0.46,0.15,0.07,0.0,0.0
"(5,1)",0.2,0.02,6,0.22,0.47,0.21,0.1,0.0,0.0
"(5,1)",0.2,0.02,7,0.15,0.37,0.29,0.14,0.05,0.0
"(5,1)",0.2,0.02,8,0.08,0.3,0.3,0.26,0.05,0.01
"(5,1)",0.2,0.02,9,0.06,0.2,0.3,0.29,0.11,0.04
"(5,1)",0.2,0.02,10,0.02,0.19,0.17,0.38,0.16,0.08
"(5,1)",0.2,0.02,11,0.0,0.17,0.17,0.32,0.23,0.11
"(5,1)",0.2,0.02,12,0.0,0.16,0.15,0.23,0.29,0.17
"(5,1)",0.2,0.02,13,0.0,0.13,0.15,0.2,0.27,0.25
"(5,1)",0.2,0.02,14,0.0,0.12,0.1,0.19,0.3,0.29
"(5,1)",0.2,0.02,15,0.0,0.11,0.08,0.14,0.3,0.37
"(5,1)",0.2,0.02,16,0.0,0.1,0.06,0.13,0.26,0.45
"(5,1)",0.2,0.02,17,0.0,0.08,0.07,0.06,0.3,0.49
"(5,1)",0.2,0.02,18,0.0,0.08,0.04,0.08,0.21,0.59
"(5,1)",0.2,0.02,19,0.0,0.06,0.04,0.08,0.14,0.68
"(5,1)",0.2,0.02,20,0.0,0.06,0.04,0.07,0.07,0.76
"(5,1)",0.2,0.02,21,0.0,0.05,0.05,0.07,0.06,0.77
"(5,1)",0.2,0.02,22,0.0,0.05,0.03,0.07,0.04,0.81
"(5,1)",0.2,0.02,23,0.0,0.05,0.02,0.06,0.05,0.82
"(5,1)",0.2,0.02,24,0.0,0.04,0.03,0.05,0.02,0.86
"(5,1)",0.2,0.02,25,0.0,0.04,0.02,0.04,0.04,0.86
"(5,1)",0.2,0.02,26,0.0,0.04,0.01,0.05,0.02,0.88
"(5,1)",0.2,0.02,27,0.0,0.04,0.01,0.04,0.03,0.88
"(5,1)",0.2,0.02,28,0.0,0.04,0.0,0.03,0.05,0.88
"(5,1)",0.2,0.02,29,0.0,0.03,0.01,0.01,0.06,0.89
"(5,1)",0.2,0.02,30,0.0,0.03,0.0,0.02,0.05,0.9
"(5,1)",0.2,0.02,31,0.0,0.03,0.0,0.01,0.03,0.93
"(5,1)",0.2,0.02,32,0.0,0.03,0.0,0.01,0.03,0.93
"(5,1)",0.2,0.02,33,0.0,0.03,0.0,0.01,0.01,0.95
"(5,1)",0.2,0.02,34,0.0,0.03,0.0,0.01,0.0,0.96
"(5,1)",0.2,0.02,35,0.0,0.03,0.0,0.01,0.0,0.96
"(5,1)",0.2,0.02,36,0.0,0.03,0.0,0.01,0.0,0.96
"(5,1)",0.2,0.02,37,0.0,0.03,0.0,0.01,0.0,0.96
"(5,1)",0.2,0.02,38,0.0,0.03,0.0,0.01,0.0,0.96
