theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(6,1)",0.5,0.02,1,70,1,False,0.4001112536772326
"(6,1)",0.5,0.02,2,29,5,True,0.8985581347786072
"(6,1)",0.5,0.02,3,31,5,True,0.8866279069767441
"(6,1)",0.5,0.02,4,38,5,True,0.8175765524527753
"(6,1)",0.5,0.02,5,26,5,True,0.8636911927635145
"(6,1)",0.5,0.02,6,30,5,True,0.8439317685832628
"(6,1)",0.5,0.02,7,21,5,True,0.8857142857142857
"(6,1)",0.5,0.02,8,25,5,True,0.8892073630976742
"(6,1)",0.5,0.02,9,24,5,True,0.8742010788268891
"(6,1)",0.5,0.02,10,8,5,True,0.9087008842149322
"(6,1)",0.5,0.02,11,70,0,False,0.42164743574011376
"(6,1)",0.5,0.02,12,17,5,True,0.9037900874635569
"(6,1)",0.5,0.02,13,21,5,True,0.8967687051949325
"(6,1)",0.5,0.02,14,36,5,True,0.8774928774928775
"(6,1)",0.5,0.02,15,25,5,True,0.8423194046551169
"(6,1)",0.5,0.02,16,38,5,True,0.8623595505617977
"(6,1)",0.5,0.02,17,28,5,True,0.886685552407932
"(6,1)",0.5,0.02,18,22,5,True,0.8863636363636364
"(6,1)",0.5,0.02,19,22,5,True,0.8796561604584527
"(6,1)",0.5,0.02,20,13,5,True,0.8924418604651162
"(6,1)",0.5,0.02,21,25,5,True,0.849807456559689
"(6,1)",0.5,0.02,22,43,5,True,0.8527777777777777
"(6,1)",0.5,0.02,23,29,5,True,0.8465753424657534
"(6,1)",0.5,0.02,24,24,5,True,0.8987558859595081
"(6,1)",0.5,0.02,25,23,5,True,0.8746152481124654
"(6,1)",0.5,0.02,26,33,5,True,0.9011627906976745
"(6,1)",0.5,0.02,27,67,5,True,0.906158357771261
"(6,1)",0.5,0.02,28,19,5,True,0.8828571428571428
"(6,1)",0.5,0.02,29,16,5,True,0.8592457476106512
"(6,1)",0.5,0.02,30,70,1,False,0.4137706923592003
"(6,1)",0.5,0.02,31,41,5,True,0.816218405242392
"(6,1)",0.5,0.02,32,42,5,True,0.8427658943966461
"(6,1)",0.5,0.02,33,19,5,True,0.91005291005291
"(6,1)",0.5,0.02,34,16,5,True,0.8862870619946092
"(6,1)",0.5,0.02,35,13,5,True,0.9040943177774428
"(6,1)",0.5,0.02,36,18,5,True,0.8699783662304968
"(6,1)",0.5,0.02,37,26,5,True,0.8373542127129501
"(6,1)",0.5,0.02,38,34,5,True,0.8821732614038346
"(6,1)",0.5,0.02,39,70,2,False,0.4788265244002781
"(6,1)",0.5,0.02,40,23,5,True,0.8641131041355257
