theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(19,1)",0.9,0.02,1,0.73,0.27,0.0,0.0,0.0,0.0
"(19,1)",0.9,0.02,2,0.61,0.35,0.04,0.0,0.0,0.0
"(19,1)",0.9,0.02,3,0.49,0.4,0.11,0.0,0.0,0.0
"(19,1)",0.9,0.02,4,0.42,0.44,0.12,0.02,0.0,0.0
"(19,1)",0.9,0.02,5,0.38,0.44,0.13,0.05,0.0,0.0
"(19,1)",0.9,0.02,6,0.35,0.43,0.14,0.05,0.03,0.0
"(19,1)",0.9,0.02,7,0.32,0.43,0.16,0.05,0.03,0.01
"(19,1)",0.9,0.02,8,0.29,0.41,0.17,0.08,0.04,0.01
"(19,1)",0.9,0.02,9,0.27,0.38,0.17,0.12,0.05,0.01
"(19,1)",0.9,0.02,10,0.25,0.32,0.22,0.12,0.07,0.02
"(19,1)",0.9,0.02,11,0.23,0.32,0.19,0.16,0.08,0.02
"(19,1)",0.9,0.02,12,0.19,0.33,0.21,0.14,0.09,0.04
"(19,1)",0.9,0.02,13,0.16,0.33,0.22,0.15,0.1,0.04
"(19,1)",0.9,0.02,14,0.14,0.3,0.24,0.15,0.11,0.06
"(19,1)",0.9,0.02,15,0.12,0.29,0.26,0.14,0.12,0.07
"(19,1)",0.9,0.02,16,0.1,0.25,0.26,0.19,0.1,0.1
"(19,1)",0.9,0.02,17,0.08,0.27,0.2,0.22,0.12,0.11
"(19,1)",0.9,0.02,18,0.05,0.28,0.18,0.23,0.1,0.16
"(19,1)",0.9,0.02,19,0.05,0.26,0.17,0.2,0.15,0.17
"(19,1)",0.9,0.02,20,0.03,0.26,0.17,0.14,0.2,0.2
"(19,1)",0.9,0.02,21,0.03,0.22,0.18,0.15,0.19,0.23
"(19,1)",0.9,0.02,22,0.02,0.22,0.18,0.12,0.19,0.27
"(19,1)",0.9,0.02,23,0.02,0.18,0.18,0.13,0.16,0.33
"(19,1)",0.9,0.02,24,0.01,0.17,0.18,0.1,0.15,0.39
"(19,1)",0.9,0.02,25,0.01,0.14,0.16,0.14,0.12,0.43
"(19,1)",0.9,0.02,26,0.0,0.13,0.13,0.16,0.12,0.46
"(19,1)",0.9,0.02,27,0.0,0.1,0.16,0.1,0.15,0.49
"(19,1)",0.9,0.02,28,0.0,0.09,0.12,0.13,0.12,0.54
"(19,1)",0.9,0.02,29,0.0,0.09,0.08,0.13,0.1,0.6
"(19,1)",0.9,0.02,30,0.0,0.07,0.08,0.11,0.11,0.63
"(19,1)",0.9,0.02,31,0.0,0.06,0.07,0.09,0.12,0.66
"(19,1)",0.9,0.02,32,0.0,0.05,0.06,0.08,0.1,0.71
"(19,1)",0.9,0.02,33,0.0,0.02,0.07,0.08,0.08,0.75
"(19,1)",0.9,0.02,34,0.0,0.01,0.07,0.07,0.06,0.79
"(19,1)",0.9,0.02,35,0.0,0.01,0.05,0.06,0.08,0.8
