theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,2)",0.9,0.02,1,0.77,0.23,0.0,0.0,0.0,0.0
"(1,2)",0.9,0.02,2,0.63,0.37,0.0,0.0,0.0,0.0
"(1,2)",0.9,0.02,3,0.58,0.38,0.04,0.0,0.0,0.0
"(1,2)",0.9,0.02,4,0.56,0.35,0.09,0.0,0.0,0.0
"(1,2)",0.9,0.02,5,0.51,0.37,0.1,0.02,0.0,0.0
"(1,2)",0.9,0.02,6,0.39,0.47,0.11,0.03,0.0,0.0
"(1,2)",0.9,0.02,7,0.36,0.47,0.14,0.02,0.01,0.0
"(1,2)",0.9,0.02,8,0.33,0.44,0.17,0.05,0.01,0.0
"(1,2)",0.9,0.02,9,0.3,0.45,0.18,0.06,0.01,0.0
"(1,2)",0.9,0.02,10,0.26,0.48,0.17,0.07,0.02,0.0
"(1,2)",0.9,0.02,11,0.24,0.45,0.21,0.08,0.02,0.0
"(1,2)",0.9,0.02,12,0.23,0.41,0.26,0.08,0.02,0.0
"(1,2)",0.9,0.02,13,0.22,0.38,0.28,0.08,0.04,0.0
"(1,2)",0.9,0.02,14,0.2,0.39,0.25,0.12,0.03,0.01
"(1,2)",0.9,0.02,15,0.2,0.36,0.26,0.11,0.06,0.01
"(1,2)",0.9,0.02,16,0.19,0.35,0.23,0.16,0.04,0.03
"(1,2)",0.9,0.02,17,0.17,0.33,0.24,0.16,0.06,0.04
"(1,2)",0.9,0.02,18,0.17,0.29,0.28,0.14,0.06,0.06
"(1,2)",0.9,0.02,19,0.16,0.27,0.28,0.15,0.08,0.06
"(1,2)",0.9,0.02,20,0.16,0.25,0.3,0.14,0.06,0.09
"(1,2)",0.9,0.02,21,0.15,0.24,0.3,0.16,0.04,0.11
"(1,2)",0.9,0.02,22,0.13,0.24,0.29,0.14,0.08,0.12
"(1,2)",0.9,0.02,23,0.13,0.21,0.29,0.16,0.07,0.14
"(1,2)",0.9,0.02,24,0.13,0.19,0.3,0.13,0.1,0.15
"(1,2)",0.9,0.02,25,0.13,0.18,0.31,0.12,0.1,0.16
"(1,2)",0.9,0.02,26,0.12,0.19,0.29,0.13,0.09,0.18
"(1,2)",0.9,0.02,27,0.12,0.19,0.26,0.16,0.05,0.22
