theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,2)",0.6,0.02,1,0.64,0.36,0.0,0.0,0.0,0.0
"(1,2)",0.6,0.02,2,0.41,0.59,0.0,0.0,0.0,0.0
"(1,2)",0.6,0.02,3,0.23,0.72,0.05,0.0,0.0,0.0
"(1,2)",0.6,0.02,4,0.15,0.73,0.11,0.01,0.0,0.0
"(1,2)",0.6,0.02,5,0.13,0.61,0.23,0.03,0.0,0.0
"(1,2)",0.6,0.02,6,0.09,0.58,0.24,0.09,0.0,0.0
"(1,2)",0.6,0.02,7,0.09,0.5,0.27,0.13,0.01,0.0
"(1,2)",0.6,0.02,8,0.07,0.43,0.31,0.15,0.04,0.0
"(1,2)",0.6,0.02,9,0.07,0.4,0.31,0.18,0.03,0.01
"(1,2)",0.6,0.02,10,0.07,0.37,0.3,0.19,0.06,0.01
"(1,2)",0.6,0.02,11,0.05,0.33,0.29,0.25,0.05,0.03
"(1,2)",0.6,0.02,12,0.05,0.28,0.31,0.25,0.08,0.03
"(1,2)",0.6,0.02,13,0.05,0.25,0.3,0.24,0.1,0.06
"(1,2)",0.6,0.02,14,0.05,0.22,0.29,0.25,0.1,0.09
"(1,2)",0.6,0.02,15,0.05,0.2,0.26,0.27,0.12,0.1
"(1,2)",0.6,0.02,16,0.05,0.2,0.23,0.25,0.13,0.14
"(1,2)",0.6,0.02,17,0.05,0.2,0.21,0.24,0.15,0.15
"(1,2)",0.6,0.02,18,0.05,0.18,0.18,0.25,0.17,0.17
"(1,2)",0.6,0.02,19,0.05,0.18,0.18,0.23,0.17,0.19
"(1,2)",0.6,0.02,20,0.05,0.17,0.19,0.17,0.2,0.22
"(1,2)",0.6,0.02,21,0.05,0.17,0.17,0.17,0.18,0.26
"(1,2)",0.6,0.02,22,0.05,0.16,0.17,0.13,0.19,0.3
"(1,2)",0.6,0.02,23,0.05,0.15,0.17,0.12,0.17,0.34
"(1,2)",0.6,0.02,24,0.05,0.15,0.17,0.11,0.16,0.36
"(1,2)",0.6,0.02,25,0.05,0.14,0.16,0.11,0.14,0.4
"(1,2)",0.6,0.02,26,0.05,0.14,0.15,0.11,0.1,0.45
"(1,2)",0.6,0.02,27,0.04,0.14,0.16,0.11,0.08,0.47
"(1,2)",0.6,0.02,28,0.04,0.13,0.17,0.11,0.04,0.51
"(1,2)",0.6,0.02,29,0.04,0.1,0.17,0.14,0.02,0.53
"(1,2)",0.6,0.02,30,0.04,0.1,0.16,0.12,0.03,0.55
"(1,2)",0.6,0.02,31,0.04,0.1,0.16,0.11,0.04,0.55
"(1,2)",0.6,0.02,32,0.04,0.1,0.16,0.1,0.05,0.55
"(1,2)",0.6,0.02,33,0.04,0.1,0.15,0.1,0.05,0.56
"(1,2)",0.6,0.02,34,0.04,0.1,0.15,0.1,0.04,0.57
"(1,2)",0.6,0.02,35,0.04,0.1,0.14,0.1,0.04,0.58
"(1,2)",0.6,0.02,36,0.04,0.1,0.13,0.11,0.04,0.58
"(1,2)",0.6,0.02,37,0.04,0.1,0.12,0.12,0.04,0.58
"(1,2)",0.6,0.02,38,0.04,0.1,0.12,0.11,0.03,0.6
"(1,2)",0.6,0.02,39,0.04,0.09,0.13,0.1,0.03,0.61
"(1,2)",0.6,0.02,40,0.04,0.08,0.14,0.07,0.05,0.62
"(1,2)",0.6,0.02,41,0.04,0.08,0.14,0.07,0.02,0.65
"(1,2)",0.6,0.02,42,0.03,0.09,0.13,0.08,0.02,0.65
"(1,2)",0.6,0.02,43,0.02,0.1,0.13,0.06,0.04,0.65
