theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.4,0.02,1,0.98,0.02,0.0,0.0,0.0,0.0
"(1,3)",0.4,0.02,2,0.94,0.06,0.0,0.0,0.0,0.0
"(1,3)",0.4,0.02,3,0.77,0.22,0.01,0.0,0.0,0.0
"(1,3)",0.4,0.02,4,0.67,0.3,0.03,0.0,0.0,0.0
"(1,3)",0.4,0.02,5,0.57,0.39,0.04,0.0,0.0,0.0
"(1,3)",0.4,0.02,6,0.43,0.51,0.06,0.0,0.0,0.0
"(1,3)",0.4,0.02,7,0.36,0.56,0.04,0.04,0.0,0.0
"(1,3)",0.4,0.02,8,0.33,0.48,0.15,0.04,0.0,0.0
"(1,3)",0.4,0.02,9,0.23,0.49,0.21,0.07,0.0,0.0
"(1,3)",0.4,0.02,10,0.21,0.46,0.21,0.12,0.0,0.0
"(1,3)",0.4,0.02,11,0.16,0.47,0.2,0.12,0.05,0.0
"(1,3)",0.4,0.02,12,0.14,0.44,0.24,0.11,0.06,0.01
"(1,3)",0.4,0.02,13,0.08,0.46,0.24,0.11,0.09,0.02
"(1,3)",0.4,0.02,14,0.06,0.43,0.27,0.11,0.08,0.05
"(1,3)",0.4,0.02,15,0.04,0.41,0.26,0.16,0.05,0.08
"(1,3)",0.4,0.02,16,0.02,0.38,0.28,0.17,0.07,0.08
"(1,3)",0.4,0.02,17,0.02,0.35,0.26,0.22,0.07,0.08
"(1,3)",0.4,0.02,18,0.02,0.31,0.28,0.19,0.12,0.08
"(1,3)",0.4,0.02,19,0.02,0.3,0.24,0.23,0.12,0.09
"(1,3)",0.4,0.02,20,0.01,0.31,0.19,0.21,0.18,0.1
"(1,3)",0.4,0.02,21,0.01,0.3,0.18,0.2,0.16,0.15
"(1,3)",0.4,0.02,22,0.01,0.27,0.2,0.21,0.13,0.18
"(1,3)",0.4,0.02,23,0.01,0.26,0.2,0.2,0.14,0.19
"(1,3)",0.4,0.02,24,0.0,0.26,0.16,0.21,0.12,0.25
"(1,3)",0.4,0.02,25,0.0,0.24,0.17,0.2,0.13,0.26
"(1,3)",0.4,0.02,26,0.0,0.23,0.14,0.22,0.12,0.29
"(1,3)",0.4,0.02,27,0.0,0.23,0.11,0.21,0.14,0.31
"(1,3)",0.4,0.02,28,0.0,0.23,0.09,0.2,0.13,0.35
"(1,3)",0.4,0.02,29,0.0,0.21,0.11,0.18,0.14,0.36
"(1,3)",0.4,0.02,30,0.0,0.21,0.1,0.18,0.11,0.4
"(1,3)",0.4,0.02,31,0.0,0.2,0.11,0.16,0.12,0.41
"(1,3)",0.4,0.02,32,0.0,0.2,0.1,0.17,0.09,0.44
"(1,3)",0.4,0.02,33,0.0,0.2,0.09,0.17,0.09,0.45
"(1,3)",0.4,0.02,34,0.0,0.2,0.08,0.16,0.1,0.46
"(1,3)",0.4,0.02,35,0.0,0.2,0.08,0.15,0.09,0.48
"(1,3)",0.4,0.02,36,0.0,0.2,0.06,0.15,0.09,0.5
"(1,3)",0.4,0.02,37,0.0,0.2,0.06,0.15,0.08,0.51
"(1,3)",0.4,0.02,38,0.0,0.19,0.07,0.13,0.09,0.52
"(1,3)",0.4,0.02,39,0.0,0.19,0.05,0.15,0.08,0.53
"(1,3)",0.4,0.02,40,0.0,0.19,0.05,0.15,0.05,0.56
"(1,3)",0.4,0.02,41,0.0,0.19,0.04,0.16,0.03,0.58
"(1,3)",0.4,0.02,42,0.0,0.19,0.04,0.16,0.02,0.59
"(1,3)",0.4,0.02,43,0.0,0.19,0.04,0.14,0.04,0.59
"(1,3)",0.4,0.02,44,0.0,0.19,0.04,0.12,0.06,0.59
"(1,3)",0.4,0.02,45,0.0,0.19,0.04,0.11,0.05,0.61
"(1,3)",0.4,0.02,46,0.0,0.19,0.04,0.1,0.06,0.61
"(1,3)",0.4,0.02,47,0.0,0.19,0.04,0.1,0.06,0.61
"(1,3)",0.4,0.02,48,0.0,0.19,0.04,0.08,0.08,0.61
"(1,3)",0.4,0.02,49,0.0,0.19,0.04,0.08,0.08,0.61
"(1,3)",0.4,0.02,50,0.0,0.19,0.04,0.08,0.06,0.63
"(1,3)",0.4,0.02,51,0.0,0.18,0.05,0.08,0.05,0.64
"(1,3)",0.4,0.02,52,0.0,0.18,0.05,0.08,0.05,0.64
"(1,3)",0.4,0.02,53,0.0,0.18,0.05,0.08,0.05,0.64
"(1,3)",0.4,0.02,54,0.0,0.17,0.05,0.09,0.04,0.65
"(1,3)",0.4,0.02,55,0.0,0.17,0.05,0.07,0.06,0.65
"(1,3)",0.4,0.02,56,0.0,0.17,0.05,0.07,0.05,0.66
"(1,3)",0.4,0.02,57,0.0,0.17,0.05,0.07,0.05,0.66
"(1,3)",0.4,0.02,58,0.0,0.17,0.05,0.07,0.04,0.67
"(1,3)",0.4,0.02,59,0.0,0.17,0.05,0.07,0.04,0.67
"(1,3)",0.4,0.02,60,0.0,0.17,0.03,0.08,0.03,0.69
"(1,3)",0.4,0.02,61,0.0,0.17,0.03,0.08,0.03,0.69
"(1,3)",0.4,0.02,62,0.0,0.17,0.03,0.08,0.03,0.69
"(1,3)",0.4,0.02,63,0.0,0.17,0.03,0.08,0.03,0.69
"(1,3)",0.4,0.02,64,0.0,0.17,0.03,0.08,0.03,0.69
"(1,3)",0.4,0.02,65,0.0,0.17,0.03,0.07,0.04,0.69
"(1,3)",0.4,0.02,66,0.0,0.16,0.04,0.07,0.04,0.69
"(1,3)",0.4,0.02,67,0.0,0.16,0.04,0.07,0.04,0.69
"(1,3)",0.4,0.02,68,0.0,0.16,0.04,0.06,0.04,0.7
"(1,3)",0.4,0.02,69,0.0,0.16,0.04,0.06,0.04,0.7
"(1,3)",0.4,0.02,70,0.0,0.16,0.04,0.06,0.04,0.7
