theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(3,1)",0.5,0.02,1,70,1,False,0.28725789870284296
"(3,1)",0.5,0.02,2,17,5,True,0.8288973384030417
"(3,1)",0.5,0.02,3,25,5,True,0.804078274239678
"(3,1)",0.5,0.02,4,13,5,True,0.864231575538683
"(3,1)",0.5,0.02,5,19,5,True,0.8358778625954197
"(3,1)",0.5,0.02,6,15,5,True,0.8511006366162202
"(3,1)",0.5,0.02,7,19,5,True,0.8336777619735779
"(3,1)",0.5,0.02,8,21,5,True,0.8096400138456213
"(3,1)",0.5,0.02,9,18,5,True,0.85546875
"(3,1)",0.5,0.02,10,27,5,True,0.7992565055762082
"(3,1)",0.5,0.02,11,9,5,True,0.8703396285872679
"(3,1)",0.5,0.02,12,14,5,True,0.8700787401574802
"(3,1)",0.5,0.02,13,70,1,False,0.3488451243346938
"(3,1)",0.5,0.02,14,18,5,True,0.8627450980392156
"(3,1)",0.5,0.02,15,11,5,True,0.8709677419354838
"(3,1)",0.5,0.02,16,19,5,True,0.861111111111111
"(3,1)",0.5,0.02,17,70,2,False,0.37619718028742105
"(3,1)",0.5,0.02,18,20,5,True,0.8759999999999999
"(3,1)",0.5,0.02,19,36,5,True,0.757187034023099
"(3,1)",0.5,0.02,20,23,5,True,0.82683546326764
"(3,1)",0.5,0.02,21,18,5,True,0.8207512086277425
"(3,1)",0.5,0.02,22,30,5,True,0.8007380073800738
"(3,1)",0.5,0.02,23,70,1,False,0.2885712327965175
"(3,1)",0.5,0.02,24,70,3,False,0.43165830456262916
"(3,1)",0.5,0.02,25,16,5,True,0.864623320537428
"(3,1)",0.5,0.02,26,16,5,True,0.8648506712912695
"(3,1)",0.5,0.02,27,13,5,True,0.8567765137849609
"(3,1)",0.5,0.02,28,35,5,True,0.792992700729927
"(3,1)",0.5,0.02,29,24,5,True,0.856060606060606
"(3,1)",0.5,0.02,30,35,5,True,0.8316836164549758
"(3,1)",0.5,0.02,31,37,5,True,0.7157539658579035
"(3,1)",0.5,0.02,32,18,5,True,0.8662965500286183
"(3,1)",0.5,0.02,33,29,5,True,0.77671200647727
"(3,1)",0.5,0.02,34,28,5,True,0.7854545454545454
"(3,1)",0.5,0.02,35,18,5,True,0.8038715908990055
"(3,1)",0.5,0.02,36,19,5,True,0.8417941499617956
"(3,1)",0.5,0.02,37,25,5,True,0.8693369129636576
"(3,1)",0.5,0.02,38,34,5,True,0.7947170487852673
"(3,1)",0.5,0.02,39,44,5,True,0.7849462365591398
"(3,1)",0.5,0.02,40,30,5,True,0.835469012183328
"(3,1)",0.5,0.02,41,38,5,True,0.7935901463229095
"(3,1)",0.5,0.02,42,58,5,True,0.7286238776544265
"(3,1)",0.5,0.02,43,12,5,True,0.8585839213844778
"(3,1)",0.5,0.02,44,11,5,True,0.8749111584932481
"(3,1)",0.5,0.02,45,22,5,True,0.8229335295560462
"(3,1)",0.5,0.02,46,9,5,True,0.8755020080321284
"(3,1)",0.5,0.02,47,43,5,True,0.7907968476927996
"(3,1)",0.5,0.02,48,42,5,True,0.6784513401863772
"(3,1)",0.5,0.02,49,15,5,True,0.8785425101214573
"(3,1)",0.5,0.02,50,22,5,True,0.8317221279792653
"(3,1)",0.5,0.02,51,17,5,True,0.878048780487805
"(3,1)",0.5,0.02,52,11,5,True,0.864
"(3,1)",0.5,0.02,53,23,5,True,0.781411685805739
"(3,1)",0.5,0.02,54,25,5,True,0.7904138373474967
"(3,1)",0.5,0.02,55,70,2,False,0.3870722904411254
"(3,1)",0.5,0.02,56,29,5,True,0.8011593427908253
"(3,1)",0.5,0.02,57,36,5,True,0.7948717948717949
"(3,1)",0.5,0.02,58,70,1,False,0.29304156542641047
"(3,1)",0.5,0.02,59,45,5,True,0.7789473684210527
"(3,1)",0.5,0.02,60,14,5,True,0.8577075098814229
"(3,1)",0.5,0.02,61,15,5,True,0.8705882352941177
"(3,1)",0.5,0.02,62,70,1,False,0.2879079828930029
"(3,1)",0.5,0.02,63,40,5,True,0.7866107137931713
"(3,1)",0.5,0.02,64,18,5,True,0.8300119699995199
"(3,1)",0.5,0.02,65,20,5,True,0.874493927125506
"(3,1)",0.5,0.02,66,40,5,True,0.7930112877687508
"(3,1)",0.5,0.02,67,48,5,True,0.8467432950191571
"(3,1)",0.5,0.02,68,21,5,True,0.8453826541636057
"(3,1)",0.5,0.02,69,10,5,True,0.8775510204081631
"(3,1)",0.5,0.02,70,20,5,True,0.8607458595807181
"(3,1)",0.5,0.02,71,27,5,True,0.8261299754701529
"(3,1)",0.5,0.02,72,33,5,True,0.747707696582384
"(3,1)",0.5,0.02,73,15,5,True,0.8515791551519937
"(3,1)",0.5,0.02,74,22,5,True,0.8272234017456948
"(3,1)",0.5,0.02,75,11,5,True,0.878048780487805
"(3,1)",0.5,0.02,76,21,5,True,0.8674698795180722
"(3,1)",0.5,0.02,77,49,5,True,0.821783889204335
"(3,1)",0.5,0.02,78,13,5,True,0.8457379076162179
"(3,1)",0.5,0.02,79,41,5,True,0.7262510629276497
"(3,1)",0.5,0.02,80,33,5,True,0.8206036977966802
"(3,1)",0.5,0.02,81,13,5,True,0.8613953528587337
"(3,1)",0.5,0.02,82,17,5,True,0.8079551599688882
"(3,1)",0.5,0.02,83,70,1,False,0.3037348672961062
"(3,1)",0.5,0.02,84,17,5,True,0.8571417666178773
"(3,1)",0.5,0.02,85,22,5,True,0.8423657455099207
"(3,1)",0.5,0.02,86,44,5,True,0.7516931893551008
"(3,1)",0.5,0.02,87,70,0,False,0.21047992992193604
"(3,1)",0.5,0.02,88,19,5,True,0.8090946035916706
"(3,1)",0.5,0.02,89,21,5,True,0.7974644176981023
"(3,1)",0.5,0.02,90,31,5,True,0.7897255614204495
"(3,1)",0.5,0.02,91,25,5,True,0.8007380073800738
"(3,1)",0.5,0.02,92,26,5,True,0.7793938743380564
"(3,1)",0.5,0.02,93,38,5,True,0.6943419474071271
"(3,1)",0.5,0.02,94,70,4,False,0.6780815830790652
"(3,1)",0.5,0.02,95,27,5,True,0.8053820497016319
"(3,1)",0.5,0.02,96,26,5,True,0.7973847230254051
"(3,1)",0.5,0.02,97,28,5,True,0.8096169331646152
"(3,1)",0.5,0.02,98,17,5,True,0.7971214721247225
"(3,1)",0.5,0.02,99,33,5,True,0.7426832134149677
"(3,1)",0.5,0.02,100,11,5,True,0.8704453441295545
