theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.1,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(1,3)",0.1,0.02,2,1.0,0.0,0.0,0.0,0.0,0.0
"(1,3)",0.1,0.02,3,1.0,0.0,0.0,0.0,0.0,0.0
"(1,3)",0.1,0.02,4,1.0,0.0,0.0,0.0,0.0,0.0
"(1,3)",0.1,0.02,5,1.0,0.0,0.0,0.0,0.0,0.0
"(1,3)",0.1,0.02,6,0.99,0.01,0.0,0.0,0.0,0.0
"(1,3)",0.1,0.02,7,0.94,0.06,0.0,0.0,0.0,0.0
"(1,3)",0.1,0.02,8,0.93,0.03,0.04,0.0,0.0,0.0
"(1,3)",0.1,0.02,9,0.93,0.01,0.06,0.0,0.0,0.0
"(1,3)",0.1,0.02,10,0.92,0.02,0.02,0.04,0.0,0.0
"(1,3)",0.1,0.02,11,0.89,0.03,0.02,0.05,0.01,0.0
"(1,3)",0.1,0.02,12,0.84,0.07,0.03,0.03,0.02,0.01
"(1,3)",0.1,0.02,13,0.79,0.1,0.03,0.05,0.02,0.01
"(1,3)",0.1,0.02,14,0.76,0.1,0.05,0.03,0.05,0.01
"(1,3)",0.1,0.02,15,0.75,0.06,0.08,0.05,0.04,0.02
"(1,3)",0.1,0.02,16,0.73,0.07,0.03,0.1,0.04,0.03
"(1,3)",0.1,0.02,17,0.7,0.08,0.04,0.08,0.05,0.05
"(1,3)",0.1,0.02,18,0.69,0.06,0.05,0.1,0.03,0.07
"(1,3)",0.1,0.02,19,0.63,0.1,0.05,0.06,0.09,0.07
"(1,3)",0.1,0.02,20,0.59,0.12,0.03,0.06,0.09,0.11
"(1,3)",0.1,0.02,21,0.57,0.1,0.07,0.03,0.07,0.16
"(1,3)",0.1,0.02,22,0.54,0.09,0.08,0.06,0.02,0.21
"(1,3)",0.1,0.02,23,0.53,0.07,0.07,0.09,0.02,0.22
"(1,3)",0.1,0.02,24,0.52,0.05,0.08,0.09,0.02,0.24
"(1,3)",0.1,0.02,25,0.5,0.07,0.03,0.09,0.07,0.24
"(1,3)",0.1,0.02,26,0.49,0.06,0.04,0.05,0.1,0.26
"(1,3)",0.1,0.02,27,0.47,0.08,0.03,0.04,0.06,0.32
"(1,3)",0.1,0.02,28,0.46,0.07,0.04,0.02,0.06,0.35
"(1,3)",0.1,0.02,29,0.45,0.07,0.04,0.03,0.03,0.38
"(1,3)",0.1,0.02,30,0.45,0.06,0.05,0.01,0.04,0.39
"(1,3)",0.1,0.02,31,0.44,0.07,0.05,0.01,0.02,0.41
"(1,3)",0.1,0.02,32,0.4,0.09,0.06,0.01,0.03,0.41
"(1,3)",0.1,0.02,33,0.39,0.07,0.06,0.04,0.01,0.43
"(1,3)",0.1,0.02,34,0.38,0.08,0.05,0.04,0.01,0.44
"(1,3)",0.1,0.02,35,0.36,0.1,0.05,0.02,0.03,0.44
"(1,3)",0.1,0.02,36,0.35,0.1,0.04,0.03,0.03,0.45
"(1,3)",0.1,0.02,37,0.34,0.09,0.05,0.03,0.03,0.46
"(1,3)",0.1,0.02,38,0.32,0.11,0.03,0.02,0.05,0.47
"(1,3)",0.1,0.02,39,0.31,0.09,0.04,0.03,0.03,0.5
"(1,3)",0.1,0.02,40,0.29,0.1,0.04,0.03,0.03,0.51
"(1,3)",0.1,0.02,41,0.28,0.11,0.04,0.01,0.05,0.51
"(1,3)",0.1,0.02,42,0.25,0.12,0.04,0.03,0.02,0.54
"(1,3)",0.1,0.02,43,0.24,0.12,0.04,0.02,0.02,0.56
"(1,3)",0.1,0.02,44,0.24,0.11,0.03,0.03,0.01,0.58
"(1,3)",0.1,0.02,45,0.23,0.1,0.03,0.03,0.02,0.59
"(1,3)",0.1,0.02,46,0.22,0.1,0.03,0.04,0.0,0.61
"(1,3)",0.1,0.02,47,0.22,0.08,0.03,0.03,0.03,0.61
"(1,3)",0.1,0.02,48,0.21,0.09,0.03,0.01,0.03,0.63
"(1,3)",0.1,0.02,49,0.21,0.08,0.02,0.03,0.01,0.65
"(1,3)",0.1,0.02,50,0.21,0.07,0.03,0.01,0.02,0.66
"(1,3)",0.1,0.02,51,0.21,0.07,0.02,0.02,0.0,0.68
"(1,3)",0.1,0.02,52,0.21,0.07,0.0,0.02,0.02,0.68
"(1,3)",0.1,0.02,53,0.2,0.08,0.0,0.01,0.02,0.69
"(1,3)",0.1,0.02,54,0.2,0.08,0.0,0.01,0.01,0.7
"(1,3)",0.1,0.02,55,0.2,0.07,0.01,0.0,0.02,0.7
"(1,3)",0.1,0.02,56,0.2,0.07,0.0,0.01,0.02,0.7
"(1,3)",0.1,0.02,57,0.19,0.07,0.01,0.01,0.0,0.72
"(1,3)",0.1,0.02,58,0.19,0.06,0.02,0.0,0.01,0.72
"(1,3)",0.1,0.02,59,0.18,0.07,0.0,0.02,0.0,0.73
"(1,3)",0.1,0.02,60,0.17,0.07,0.01,0.02,0.0,0.73
"(1,3)",0.1,0.02,61,0.17,0.07,0.01,0.0,0.02,0.73
"(1,3)",0.1,0.02,62,0.17,0.06,0.02,0.0,0.01,0.74
"(1,3)",0.1,0.02,63,0.16,0.06,0.03,0.0,0.01,0.74
"(1,3)",0.1,0.02,64,0.16,0.06,0.01,0.02,0.0,0.75
"(1,3)",0.1,0.02,65,0.16,0.05,0.01,0.03,0.0,0.75
"(1,3)",0.1,0.02,66,0.16,0.05,0.01,0.02,0.01,0.75
"(1,3)",0.1,0.02,67,0.16,0.05,0.0,0.02,0.01,0.76
"(1,3)",0.1,0.02,68,0.15,0.06,0.0,0.02,0.0,0.77
"(1,3)",0.1,0.02,69,0.15,0.06,0.0,0.01,0.01,0.77
"(1,3)",0.1,0.02,70,0.15,0.05,0.01,0.0,0.02,0.77
