theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,1)",0.7,0.02,1,0.58,0.42,0.0,0.0,0.0,0.0
"(1,1)",0.7,0.02,2,0.35,0.65,0.0,0.0,0.0,0.0
"(1,1)",0.7,0.02,3,0.26,0.63,0.11,0.0,0.0,0.0
"(1,1)",0.7,0.02,4,0.24,0.52,0.24,0.0,0.0,0.0
"(1,1)",0.7,0.02,5,0.2,0.42,0.32,0.06,0.0,0.0
"(1,1)",0.7,0.02,6,0.2,0.38,0.29,0.12,0.01,0.0
"(1,1)",0.7,0.02,7,0.19,0.32,0.32,0.15,0.02,0.0
"(1,1)",0.7,0.02,8,0.16,0.33,0.3,0.17,0.03,0.01
"(1,1)",0.7,0.02,9,0.16,0.27,0.33,0.18,0.05,0.01
"(1,1)",0.7,0.02,10,0.16,0.23,0.31,0.22,0.06,0.02
"(1,1)",0.7,0.02,11,0.14,0.23,0.27,0.25,0.08,0.03
"(1,1)",0.7,0.02,12,0.13,0.21,0.26,0.25,0.1,0.05
"(1,1)",0.7,0.02,13,0.11,0.23,0.25,0.25,0.08,0.08
"(1,1)",0.7,0.02,14,0.11,0.21,0.24,0.25,0.11,0.08
"(1,1)",0.7,0.02,15,0.1,0.2,0.22,0.28,0.1,0.1
"(1,1)",0.7,0.02,16,0.1,0.19,0.2,0.28,0.09,0.14
"(1,1)",0.7,0.02,17,0.1,0.18,0.2,0.21,0.15,0.16
"(1,1)",0.7,0.02,18,0.09,0.17,0.21,0.21,0.15,0.17
"(1,1)",0.7,0.02,19,0.09,0.15,0.17,0.24,0.14,0.21
"(1,1)",0.7,0.02,20,0.09,0.15,0.17,0.17,0.17,0.25
"(1,1)",0.7,0.02,21,0.09,0.14,0.15,0.18,0.11,0.33
"(1,1)",0.7,0.02,22,0.09,0.14,0.15,0.17,0.09,0.36
"(1,1)",0.7,0.02,23,0.09,0.14,0.13,0.17,0.1,0.37
"(1,1)",0.7,0.02,24,0.09,0.14,0.12,0.17,0.11,0.37
"(1,1)",0.7,0.02,25,0.09,0.13,0.13,0.16,0.08,0.41
"(1,1)",0.7,0.02,26,0.09,0.13,0.13,0.13,0.06,0.46
"(1,1)",0.7,0.02,27,0.07,0.14,0.14,0.12,0.06,0.47
"(1,1)",0.7,0.02,28,0.07,0.14,0.11,0.14,0.07,0.47
"(1,1)",0.7,0.02,29,0.06,0.14,0.11,0.12,0.1,0.47
"(1,1)",0.7,0.02,30,0.06,0.13,0.11,0.13,0.06,0.51
"(1,1)",0.7,0.02,31,0.06,0.12,0.12,0.13,0.05,0.52
"(1,1)",0.7,0.02,32,0.06,0.12,0.11,0.13,0.04,0.54
"(1,1)",0.7,0.02,33,0.06,0.11,0.1,0.15,0.03,0.55
"(1,1)",0.7,0.02,34,0.06,0.11,0.1,0.13,0.05,0.55
"(1,1)",0.7,0.02,35,0.05,0.11,0.1,0.13,0.05,0.56
"(1,1)",0.7,0.02,36,0.05,0.11,0.1,0.12,0.04,0.58
"(1,1)",0.7,0.02,37,0.05,0.11,0.1,0.11,0.05,0.58
"(1,1)",0.7,0.02,38,0.05,0.11,0.1,0.08,0.08,0.58
"(1,1)",0.7,0.02,39,0.05,0.11,0.1,0.08,0.07,0.59
"(1,1)",0.7,0.02,40,0.05,0.11,0.1,0.08,0.05,0.61
"(1,1)",0.7,0.02,41,0.05,0.11,0.1,0.08,0.02,0.64
"(1,1)",0.7,0.02,42,0.05,0.11,0.09,0.08,0.03,0.64
"(1,1)",0.7,0.02,43,0.05,0.1,0.09,0.09,0.03,0.64
"(1,1)",0.7,0.02,44,0.05,0.1,0.08,0.09,0.03,0.65
"(1,1)",0.7,0.02,45,0.05,0.1,0.08,0.07,0.05,0.65
"(1,1)",0.7,0.02,46,0.05,0.1,0.07,0.08,0.04,0.66
"(1,1)",0.7,0.02,47,0.05,0.1,0.07,0.07,0.05,0.66
"(1,1)",0.7,0.02,48,0.04,0.11,0.07,0.07,0.05,0.66
"(1,1)",0.7,0.02,49,0.04,0.11,0.07,0.06,0.05,0.67
