theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(5,1)",0.2,0.02,1,22,5,True,0.8545454545454546
"(5,1)",0.2,0.02,2,12,5,True,0.8849840255591055
"(5,1)",0.2,0.02,3,10,5,True,0.9029126213592233
"(5,1)",0.2,0.02,4,18,5,True,0.8753894080996885
"(5,1)",0.2,0.02,5,20,5,True,0.8517846290359409
"(5,1)",0.2,0.02,6,22,5,True,0.8452420026762947
"(5,1)",0.2,0.02,7,19,5,True,0.8829113924050632
"(5,1)",0.2,0.02,8,21,5,True,0.8910256410256411
"(5,1)",0.2,0.02,9,23,5,True,0.8652037617554859
"(5,1)",0.2,0.02,10,12,5,True,0.8961038961038961
"(5,1)",0.2,0.02,11,13,5,True,0.8938906752411576
"(5,1)",0.2,0.02,12,17,5,True,0.8695652173913043
"(5,1)",0.2,0.02,13,18,5,True,0.8974358974358975
"(5,1)",0.2,0.02,14,16,5,True,0.8774342851571326
"(5,1)",0.2,0.02,15,11,5,True,0.8964401294498382
"(5,1)",0.2,0.02,16,10,5,True,0.8986928104575164
"(5,1)",0.2,0.02,17,31,5,True,0.8437609227542817
"(5,1)",0.2,0.02,18,15,5,True,0.8711421661173739
"(5,1)",0.2,0.02,19,14,5,True,0.878044495437389
"(5,1)",0.2,0.02,20,14,5,True,0.9022801302931596
"(5,1)",0.2,0.02,21,19,5,True,0.8961038961038961
"(5,1)",0.2,0.02,22,19,5,True,0.8747714979148408
"(5,1)",0.2,0.02,23,18,5,True,0.9003215434083601
"(5,1)",0.2,0.02,24,20,5,True,0.8811898638274334
"(5,1)",0.2,0.02,25,24,5,True,0.9025974025974026
"(5,1)",0.2,0.02,26,12,5,True,0.8958621928069365
"(5,1)",0.2,0.02,27,17,5,True,0.8906482609284071
"(5,1)",0.2,0.02,28,24,5,True,0.8680808554800664
"(5,1)",0.2,0.02,29,16,5,True,0.868353045712835
"(5,1)",0.2,0.02,30,22,5,True,0.8424420444340331
"(5,1)",0.2,0.02,31,9,5,True,0.9025974025974026
"(5,1)",0.2,0.02,32,30,5,True,0.8134886348920833
"(5,1)",0.2,0.02,33,13,5,True,0.8990228013029316
"(5,1)",0.2,0.02,34,26,5,True,0.8445337995337995
"(5,1)",0.2,0.02,35,9,5,True,0.898353614889048
"(5,1)",0.2,0.02,36,19,5,True,0.8891765924391507
"(5,1)",0.2,0.02,37,19,5,True,0.8443825724836093
"(5,1)",0.2,0.02,38,16,5,True,0.86875
"(5,1)",0.2,0.02,39,29,5,True,0.870253164556962
"(5,1)",0.2,0.02,40,14,5,True,0.8918443810056532
"(5,1)",0.2,0.02,41,13,5,True,0.8993506493506493
"(5,1)",0.2,0.02,42,16,5,True,0.8737422661439334
"(5,1)",0.2,0.02,43,24,5,True,0.8928571428571429
"(5,1)",0.2,0.02,44,33,5,True,0.8676640665370703
"(5,1)",0.2,0.02,45,19,5,True,0.8664861928787616
"(5,1)",0.2,0.02,46,16,5,True,0.8676640665370702
"(5,1)",0.2,0.02,47,15,5,True,0.8849840255591055
"(5,1)",0.2,0.02,48,31,5,True,0.8761609907120742
"(5,1)",0.2,0.02,49,18,5,True,0.8584621159982482
"(5,1)",0.2,0.02,50,31,5,True,0.8758248350329935
"(5,1)",0.2,0.02,51,15,5,True,0.8990228013029316
"(5,1)",0.2,0.02,52,70,3,False,0.1095890410958904
"(5,1)",0.2,0.02,53,20,5,True,0.8608999168258018
"(5,1)",0.2,0.02,54,12,5,True,0.8995528685685497
"(5,1)",0.2,0.02,55,13,5,True,0.8995528685685495
"(5,1)",0.2,0.02,56,14,5,True,0.8944803865367292
"(5,1)",0.2,0.02,57,12,5,True,0.8833428943221953
"(5,1)",0.2,0.02,58,34,5,True,0.8459214501510574
"(5,1)",0.2,0.02,59,33,5,True,0.8424376381433534
"(5,1)",0.2,0.02,60,70,1,False,0.1999990476334406
"(5,1)",0.2,0.02,61,18,5,True,0.8867924528301887
"(5,1)",0.2,0.02,62,8,5,True,0.9019607843137255
"(5,1)",0.2,0.02,63,15,5,True,0.9025974025974026
"(5,1)",0.2,0.02,64,18,5,True,0.9025974025974026
"(5,1)",0.2,0.02,65,13,5,True,0.8974627680841915
"(5,1)",0.2,0.02,66,18,5,True,0.8622903599213934
"(5,1)",0.2,0.02,67,13,5,True,0.8840125391849529
"(5,1)",0.2,0.02,68,20,5,True,0.8812389566730116
"(5,1)",0.2,0.02,69,10,5,True,0.8964401294498382
"(5,1)",0.2,0.02,70,10,5,True,0.9019607843137255
"(5,1)",0.2,0.02,71,20,5,True,0.8424242424242424
"(5,1)",0.2,0.02,72,24,5,True,0.8530963937844089
"(5,1)",0.2,0.02,73,18,5,True,0.8793650793650792
"(5,1)",0.2,0.02,74,19,5,True,0.8427753910109003
"(5,1)",0.2,0.02,75,20,5,True,0.8604933389694152
"(5,1)",0.2,0.02,76,9,5,True,0.8985231700295901
"(5,1)",0.2,0.02,77,17,5,True,0.8998609179415855
"(5,1)",0.2,0.02,78,19,5,True,0.8462644235544685
"(5,1)",0.2,0.02,79,11,5,True,0.8999372647427855
"(5,1)",0.2,0.02,80,70,1,False,0.3455916743990041
"(5,1)",0.2,0.02,81,13,5,True,0.8922935966608979
"(5,1)",0.2,0.02,82,13,5,True,0.8875009862410463
"(5,1)",0.2,0.02,83,17,5,True,0.8885350318471337
"(5,1)",0.2,0.02,84,16,5,True,0.8862676930717656
"(5,1)",0.2,0.02,85,26,5,True,0.8734177215189873
"(5,1)",0.2,0.02,86,15,5,True,0.8705624214721558
"(5,1)",0.2,0.02,87,70,1,False,0.3872752664698103
"(5,1)",0.2,0.02,88,18,5,True,0.865625
"(5,1)",0.2,0.02,89,19,5,True,0.8409988314711193
"(5,1)",0.2,0.02,90,16,5,True,0.8951139645050256
"(5,1)",0.2,0.02,91,22,5,True,0.8727272727272727
"(5,1)",0.2,0.02,92,15,5,True,0.864495500143826
"(5,1)",0.2,0.02,93,15,5,True,0.8951444050178365
"(5,1)",0.2,0.02,94,20,5,True,0.8722091482847323
"(5,1)",0.2,0.02,95,18,5,True,0.8954799046402363
