theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(15,1)",0.8,0.02,1,28,5,True,0.9291617633134495
"(15,1)",0.8,0.02,2,14,5,True,0.9505766062602965
"(15,1)",0.8,0.02,3,22,5,True,0.9474837511606313
"(15,1)",0.8,0.02,4,27,5,True,0.9253771700459295
"(15,1)",0.8,0.02,5,26,5,True,0.9475409836065574
"(15,1)",0.8,0.02,6,34,5,True,0.9404718788855646
"(15,1)",0.8,0.02,7,26,5,True,0.9200765556960248
"(15,1)",0.8,0.02,8,18,5,True,0.9364251850579708
"(15,1)",0.8,0.02,9,14,5,True,0.9504132231404959
"(15,1)",0.8,0.02,10,19,5,True,0.9515347334410339
"(15,1)",0.8,0.02,11,50,5,True,0.9294871794871795
"(15,1)",0.8,0.02,12,35,5,True,0.9226717705486195
"(15,1)",0.8,0.02,13,28,5,True,0.9435968971389526
"(15,1)",0.8,0.02,14,39,5,True,0.9504950495049505
"(15,1)",0.8,0.02,15,24,5,True,0.9248086374989929
"(15,1)",0.8,0.02,16,24,5,True,0.9333333333333333
"(15,1)",0.8,0.02,17,14,5,True,0.9461663947797715
"(15,1)",0.8,0.02,18,30,5,True,0.9489684367994653
"(15,1)",0.8,0.02,19,18,5,True,0.9496166484118291
"(15,1)",0.8,0.02,20,20,5,True,0.9383116883116883
"(15,1)",0.8,0.02,21,23,5,True,0.9497781832182337
"(15,1)",0.8,0.02,22,21,5,True,0.9264616609444196
"(15,1)",0.8,0.02,23,25,5,True,0.9523536826488637
"(15,1)",0.8,0.02,24,29,5,True,0.9509803921568627
"(15,1)",0.8,0.02,25,39,5,True,0.9190676915873912
"(15,1)",0.8,0.02,26,27,5,True,0.9416531604538088
"(15,1)",0.8,0.02,27,25,5,True,0.9420289855072465
"(15,1)",0.8,0.02,28,15,5,True,0.949919224555735
"(15,1)",0.8,0.02,29,28,5,True,0.9477621735135845
"(15,1)",0.8,0.02,30,33,5,True,0.9327362715060099
"(15,1)",0.8,0.02,31,14,5,True,0.9494290375203914
"(15,1)",0.8,0.02,32,16,5,True,0.9495060373216246
