theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(6,1)",0.3,0.02,1,0.97,0.03,0.0,0.0,0.0,0.0
"(6,1)",0.3,0.02,2,0.71,0.29,0.0,0.0,0.0,0.0
"(6,1)",0.3,0.02,3,0.44,0.5,0.06,0.0,0.0,0.0
"(6,1)",0.3,0.02,4,0.29,0.47,0.21,0.03,0.0,0.0
"(6,1)",0.3,0.02,5,0.16,0.44,0.29,0.11,0.0,0.0
"(6,1)",0.3,0.02,6,0.11,0.34,0.35,0.18,0.02,0.0
"(6,1)",0.3,0.02,7,0.07,0.27,0.36,0.27,0.02,0.01
"(6,1)",0.3,0.02,8,0.05,0.24,0.31,0.33,0.06,0.01
"(6,1)",0.3,0.02,9,0.04,0.21,0.27,0.3,0.15,0.03
"(6,1)",0.3,0.02,10,0.03,0.18,0.24,0.35,0.15,0.05
"(6,1)",0.3,0.02,11,0.01,0.19,0.17,0.31,0.23,0.09
"(6,1)",0.3,0.02,12,0.01,0.16,0.17,0.31,0.14,0.21
"(6,1)",0.3,0.02,13,0.01,0.13,0.14,0.33,0.17,0.22
"(6,1)",0.3,0.02,14,0.01,0.1,0.14,0.31,0.21,0.23
"(6,1)",0.3,0.02,15,0.01,0.08,0.12,0.29,0.22,0.28
"(6,1)",0.3,0.02,16,0.01,0.08,0.1,0.21,0.26,0.34
"(6,1)",0.3,0.02,17,0.01,0.07,0.09,0.19,0.19,0.45
"(6,1)",0.3,0.02,18,0.01,0.06,0.08,0.18,0.18,0.49
"(6,1)",0.3,0.02,19,0.01,0.06,0.04,0.21,0.13,0.55
"(6,1)",0.3,0.02,20,0.01,0.06,0.04,0.18,0.11,0.6
"(6,1)",0.3,0.02,21,0.01,0.05,0.05,0.15,0.1,0.64
"(6,1)",0.3,0.02,22,0.01,0.05,0.02,0.12,0.12,0.68
"(6,1)",0.3,0.02,23,0.01,0.05,0.01,0.07,0.15,0.71
"(6,1)",0.3,0.02,24,0.01,0.04,0.02,0.02,0.17,0.74
"(6,1)",0.3,0.02,25,0.01,0.04,0.02,0.02,0.14,0.77
"(6,1)",0.3,0.02,26,0.01,0.04,0.02,0.02,0.13,0.78
"(6,1)",0.3,0.02,27,0.01,0.04,0.01,0.02,0.13,0.79
"(6,1)",0.3,0.02,28,0.01,0.04,0.01,0.02,0.05,0.87
"(6,1)",0.3,0.02,29,0.01,0.03,0.02,0.0,0.04,0.9
"(6,1)",0.3,0.02,30,0.01,0.03,0.02,0.0,0.01,0.93
"(6,1)",0.3,0.02,31,0.01,0.03,0.02,0.0,0.01,0.93
"(6,1)",0.3,0.02,32,0.01,0.03,0.02,0.0,0.01,0.93
"(6,1)",0.3,0.02,33,0.01,0.02,0.03,0.0,0.0,0.94
"(6,1)",0.3,0.02,34,0.01,0.02,0.03,0.0,0.0,0.94
"(6,1)",0.3,0.02,35,0.01,0.02,0.01,0.02,0.0,0.94
"(6,1)",0.3,0.02,36,0.01,0.02,0.01,0.02,0.0,0.94
"(6,1)",0.3,0.02,37,0.01,0.02,0.01,0.02,0.0,0.94
"(6,1)",0.3,0.02,38,0.01,0.02,0.01,0.01,0.01,0.94
"(6,1)",0.3,0.02,39,0.01,0.02,0.01,0.01,0.0,0.95
"(6,1)",0.3,0.02,40,0.0,0.03,0.01,0.01,0.0,0.95
"(6,1)",0.3,0.02,41,0.0,0.03,0.01,0.01,0.0,0.95
"(6,1)",0.3,0.02,42,0.0,0.03,0.01,0.01,0.0,0.95
"(6,1)",0.3,0.02,43,0.0,0.03,0.01,0.01,0.0,0.95
"(6,1)",0.3,0.02,44,0.0,0.02,0.02,0.0,0.01,0.95
"(6,1)",0.3,0.02,45,0.0,0.02,0.02,0.0,0.0,0.96
"(6,1)",0.3,0.02,46,0.0,0.02,0.01,0.01,0.0,0.96
"(6,1)",0.3,0.02,47,0.0,0.02,0.01,0.0,0.01,0.96
"(6,1)",0.3,0.02,48,0.0,0.02,0.01,0.0,0.0,0.97
"(6,1)",0.3,0.02,49,0.0,0.02,0.0,0.01,0.0,0.97
"(6,1)",0.3,0.02,50,0.0,0.02,0.0,0.0,0.01,0.97
"(6,1)",0.3,0.02,51,0.0,0.02,0.0,0.0,0.01,0.97
"(6,1)",0.3,0.02,52,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,53,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,54,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,55,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,56,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,57,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,58,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,59,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,60,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,61,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,62,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,63,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,64,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,65,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,66,0.0,0.02,0.0,0.0,0.0,0.98
"(6,1)",0.3,0.02,67,0.0,0.01,0.01,0.0,0.0,0.98
"(6,1)",0.3,0.02,68,0.0,0.01,0.01,0.0,0.0,0.98
"(6,1)",0.3,0.02,69,0.0,0.01,0.0,0.01,0.0,0.98
"(6,1)",0.3,0.02,70,0.0,0.01,0.0,0.01,0.0,0.98
