theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(1,2)",0.9,0.02,1,49,5,True,0.6175298804780877
"(1,2)",0.9,0.02,2,70,0,False,0.0821074886052741
"(1,2)",0.9,0.02,3,16,5,True,0.6699698374695301
"(1,2)",0.9,0.02,4,16,5,True,0.7074235807860262
"(1,2)",0.9,0.02,5,27,5,True,0.6589789250706849
"(1,2)",0.9,0.02,6,35,5,True,0.6498557889081376
"(1,2)",0.9,0.02,7,70,2,False,0.24741820604271217
"(1,2)",0.9,0.02,8,70,0,False,0.08686375569588696
"(1,2)",0.9,0.02,9,70,3,False,0.5720737968053239
"(1,2)",0.9,0.02,10,70,1,False,0.15253143412135514
"(1,2)",0.9,0.02,11,70,3,False,0.28208395458899077
"(1,2)",0.9,0.02,12,27,5,True,0.6604024853270565
"(1,2)",0.9,0.02,13,70,2,False,0.23035492466045732
"(1,2)",0.9,0.02,14,34,5,True,0.6272272188414311
"(1,2)",0.9,0.02,15,46,5,True,0.6193787668057488
"(1,2)",0.9,0.02,16,28,5,True,0.661099040376607
"(1,2)",0.9,0.02,17,41,5,True,0.624702595304583
"(1,2)",0.9,0.02,18,70,0,False,0.08993927806732505
"(1,2)",0.9,0.02,19,23,5,True,0.7104072398190044
"(1,2)",0.9,0.02,20,70,1,False,0.15777059437343785
"(1,2)",0.9,0.02,21,40,5,True,0.6014495850734717
"(1,2)",0.9,0.02,22,53,5,True,0.5313407308903657
"(1,2)",0.9,0.02,23,32,5,True,0.6554621848739496
"(1,2)",0.9,0.02,24,23,5,True,0.6538040519204517
"(1,2)",0.9,0.02,25,70,4,False,0.6359756104353477
"(1,2)",0.9,0.02,26,39,5,True,0.6824034334763949
"(1,2)",0.9,0.02,27,50,5,True,0.6379005095431385
"(1,2)",0.9,0.02,28,37,5,True,0.5435087696504566
"(1,2)",0.9,0.02,29,43,5,True,0.6323444576461454
"(1,2)",0.9,0.02,30,70,1,False,0.15924208056000733
"(1,2)",0.9,0.02,31,21,5,True,0.648828645861059
"(1,2)",0.9,0.02,32,70,1,False,0.1578152168259014
"(1,2)",0.9,0.02,33,70,2,False,0.2952894782433624
"(1,2)",0.9,0.02,34,33,5,True,0.674110835401158
"(1,2)",0.9,0.02,35,39,5,True,0.5685846741205346
"(1,2)",0.9,0.02,36,55,5,True,0.6300969465386685
"(1,2)",0.9,0.02,37,38,5,True,0.622836318963103
"(1,2)",0.9,0.02,38,70,2,False,0.22230836888614727
"(1,2)",0.9,0.02,39,70,3,False,0.47937581112973976
"(1,2)",0.9,0.02,40,70,2,False,0.259085415311682
"(1,2)",0.9,0.02,41,70,2,False,0.26227464145283247
"(1,2)",0.9,0.02,42,27,5,True,0.6239035232541986
"(1,2)",0.9,0.02,43,69,5,True,0.5522933693527607
"(1,2)",0.9,0.02,44,70,3,False,0.31593885006798433
"(1,2)",0.9,0.02,45,58,5,True,0.6738197424892703
"(1,2)",0.9,0.02,46,50,5,True,0.6666666666666666
"(1,2)",0.9,0.02,47,70,3,False,0.28275665847935
"(1,2)",0.9,0.02,48,20,5,True,0.6751054852320675
"(1,2)",0.9,0.02,49,70,3,False,0.3593347740410332
"(1,2)",0.9,0.02,50,34,5,True,0.6235908858729602
"(1,2)",0.9,0.02,51,59,5,True,0.6653061224489796
"(1,2)",0.9,0.02,52,49,5,True,0.5931558935361216
"(1,2)",0.9,0.02,53,18,5,True,0.6847404968193171
"(1,2)",0.9,0.02,54,26,5,True,0.6377458910406498
"(1,2)",0.9,0.02,55,70,1,False,0.17533750613324572
"(1,2)",0.9,0.02,56,32,5,True,0.6717246818549373
"(1,2)",0.9,0.02,57,70,2,False,0.30793807411987706
"(1,2)",0.9,0.02,58,70,3,False,0.3199614745267896
"(1,2)",0.9,0.02,59,31,5,True,0.6292172241146914
"(1,2)",0.9,0.02,60,70,0,False,0.08456660890991013
"(1,2)",0.9,0.02,61,70,0,False,0.08199416392016938
"(1,2)",0.9,0.02,62,70,3,False,0.3278525511959125
"(1,2)",0.9,0.02,63,70,0,False,0.08395314007319461
"(1,2)",0.9,0.02,64,37,5,True,0.6307978585546482
"(1,2)",0.9,0.02,65,20,5,True,0.7080743147781858
"(1,2)",0.9,0.02,66,42,5,True,0.6171874999999999
"(1,2)",0.9,0.02,67,70,1,False,0.17086352320038586
"(1,2)",0.9,0.02,68,70,0,False,0.08538708474214098
"(1,2)",0.9,0.02,69,70,1,False,0.14516791771220436
"(1,2)",0.9,0.02,70,70,1,False,0.15397227500176075
"(1,2)",0.9,0.02,71,55,5,True,0.6127078663375994
"(1,2)",0.9,0.02,72,70,0,False,0.08374914523640083
"(1,2)",0.9,0.02,73,48,5,True,0.6124092651496614
"(1,2)",0.9,0.02,74,70,2,False,0.2758656963717938
"(1,2)",0.9,0.02,75,70,0,False,0.08472206448907647
"(1,2)",0.9,0.02,76,70,1,False,0.15844611154023883
"(1,2)",0.9,0.02,77,41,5,True,0.6515657721864387
"(1,2)",0.9,0.02,78,31,5,True,0.6502057613168725
"(1,2)",0.9,0.02,79,24,5,True,0.6578686830395379
"(1,2)",0.9,0.02,80,14,5,True,0.6870917558825949
"(1,2)",0.9,0.02,81,39,5,True,0.6712393566698205
"(1,2)",0.9,0.02,82,17,5,True,0.6441782396735648
"(1,2)",0.9,0.02,83,18,5,True,0.7048458149779736
"(1,2)",0.9,0.02,84,70,2,False,0.3199939285138234
"(1,2)",0.9,0.02,85,21,5,True,0.6562378422749529
"(1,2)",0.9,0.02,86,22,5,True,0.6594330047345712
"(1,2)",0.9,0.02,87,70,2,False,0.22692253853696934
"(1,2)",0.9,0.02,88,26,5,True,0.6869565217391305
"(1,2)",0.9,0.02,89,70,3,False,0.3453615905903456
"(1,2)",0.9,0.02,90,70,1,False,0.15850430943904537
"(1,2)",0.9,0.02,91,46,5,True,0.6407360248471167
"(1,2)",0.9,0.02,92,70,1,False,0.1538715039594039
"(1,2)",0.9,0.02,93,30,5,True,0.6243039089456505
"(1,2)",0.9,0.02,94,49,5,True,0.7072487564591685
"(1,2)",0.9,0.02,95,37,5,True,0.6923076923076923
"(1,2)",0.9,0.02,96,36,5,True,0.6826086956521739
"(1,2)",0.9,0.02,97,27,5,True,0.6716576872645041
"(1,2)",0.9,0.02,98,25,5,True,0.6464815702433302
"(1,2)",0.9,0.02,99,70,0,False,0.08634350373302714
"(1,2)",0.9,0.02,100,20,5,True,0.7087817063797079
