theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(2,1)",0.1,0.02,1,27,5,True,0.838717179900289
"(2,1)",0.1,0.02,2,9,5,True,0.8642533936651584
"(2,1)",0.1,0.02,3,14,5,True,0.8545454545454545
"(2,1)",0.1,0.02,4,14,5,True,0.8636363636363636
"(2,1)",0.1,0.02,5,15,5,True,0.856353591160221
"(2,1)",0.1,0.02,6,19,5,True,0.84375
"(2,1)",0.1,0.02,7,12,5,True,0.856353591160221
"(2,1)",0.1,0.02,8,14,5,True,0.858447488584475
"(2,1)",0.1,0.02,9,15,5,True,0.8421169833729216
"(2,1)",0.1,0.02,10,23,5,True,0.856353591160221
"(2,1)",0.1,0.02,11,14,5,True,0.8617511520737328
"(2,1)",0.1,0.02,12,13,5,True,0.8566212268743915
"(2,1)",0.1,0.02,13,27,5,True,0.8514060579773006
"(2,1)",0.1,0.02,14,17,5,True,0.8636363636363636
"(2,1)",0.1,0.02,15,16,5,True,0.8301361530903477
"(2,1)",0.1,0.02,16,15,5,True,0.8545454545454546
"(2,1)",0.1,0.02,17,24,5,True,0.8636363636363636
"(2,1)",0.1,0.02,18,12,5,True,0.863013698630137
"(2,1)",0.1,0.02,19,21,5,True,0.84375
"(2,1)",0.1,0.02,20,70,3,False,0.07462686567164178
"(2,1)",0.1,0.02,21,15,5,True,0.8623853211009175
"(2,1)",0.1,0.02,22,22,5,True,0.8163707874390392
"(2,1)",0.1,0.02,23,9,5,True,0.863013698630137
"(2,1)",0.1,0.02,24,14,5,True,0.8623853211009175
"(2,1)",0.1,0.02,25,10,5,True,0.8485347077272405
"(2,1)",0.1,0.02,26,20,5,True,0.790489952941744
"(2,1)",0.1,0.02,27,35,5,True,0.8315465778194344
"(2,1)",0.1,0.02,28,26,5,True,0.8351749539594844
"(2,1)",0.1,0.02,29,22,5,True,0.85
"(2,1)",0.1,0.02,30,14,5,True,0.8463834672789897
"(2,1)",0.1,0.02,31,13,5,True,0.8461538461538461
"(2,1)",0.1,0.02,32,12,5,True,0.8623853211009175
"(2,1)",0.1,0.02,33,70,3,False,0.1612738730595959
"(2,1)",0.1,0.02,34,18,5,True,0.7920740212020647
"(2,1)",0.1,0.02,35,26,5,True,0.7776956249712194
"(2,1)",0.1,0.02,36,17,5,True,0.8660714285714286
"(2,1)",0.1,0.02,37,15,5,True,0.8545454545454546
