theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(3,1)",0.1,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(3,1)",0.1,0.02,2,0.99,0.01,0.0,0.0,0.0,0.0
"(3,1)",0.1,0.02,3,0.95,0.04,0.01,0.0,0.0,0.0
"(3,1)",0.1,0.02,4,0.81,0.16,0.03,0.0,0.0,0.0
"(3,1)",0.1,0.02,5,0.63,0.26,0.09,0.02,0.0,0.0
"(3,1)",0.1,0.02,6,0.41,0.36,0.17,0.06,0.0,0.0
"(3,1)",0.1,0.02,7,0.31,0.35,0.18,0.16,0.0,0.0
"(3,1)",0.1,0.02,8,0.26,0.26,0.24,0.19,0.05,0.0
"(3,1)",0.1,0.02,9,0.18,0.27,0.19,0.21,0.11,0.04
"(3,1)",0.1,0.02,10,0.15,0.2,0.22,0.16,0.17,0.1
"(3,1)",0.1,0.02,11,0.14,0.15,0.15,0.22,0.13,0.21
"(3,1)",0.1,0.02,12,0.09,0.14,0.15,0.17,0.18,0.27
"(3,1)",0.1,0.02,13,0.08,0.12,0.07,0.21,0.17,0.35
"(3,1)",0.1,0.02,14,0.07,0.1,0.06,0.12,0.21,0.44
"(3,1)",0.1,0.02,15,0.07,0.08,0.05,0.13,0.13,0.54
"(3,1)",0.1,0.02,16,0.05,0.1,0.01,0.11,0.15,0.58
"(3,1)",0.1,0.02,17,0.05,0.07,0.03,0.07,0.12,0.66
"(3,1)",0.1,0.02,18,0.05,0.07,0.03,0.06,0.08,0.71
"(3,1)",0.1,0.02,19,0.05,0.06,0.03,0.04,0.06,0.76
"(3,1)",0.1,0.02,20,0.05,0.05,0.02,0.04,0.03,0.81
"(3,1)",0.1,0.02,21,0.05,0.05,0.01,0.04,0.02,0.83
"(3,1)",0.1,0.02,22,0.05,0.05,0.01,0.04,0.0,0.85
"(3,1)",0.1,0.02,23,0.05,0.04,0.02,0.03,0.01,0.85
"(3,1)",0.1,0.02,24,0.05,0.03,0.03,0.03,0.0,0.86
"(3,1)",0.1,0.02,25,0.05,0.03,0.02,0.04,0.0,0.86
"(3,1)",0.1,0.02,26,0.04,0.03,0.02,0.04,0.01,0.86
"(3,1)",0.1,0.02,27,0.04,0.03,0.0,0.05,0.01,0.87
"(3,1)",0.1,0.02,28,0.04,0.02,0.01,0.04,0.02,0.87
"(3,1)",0.1,0.02,29,0.04,0.02,0.0,0.05,0.0,0.89
"(3,1)",0.1,0.02,30,0.04,0.02,0.0,0.04,0.01,0.89
"(3,1)",0.1,0.02,31,0.04,0.02,0.0,0.04,0.0,0.9
"(3,1)",0.1,0.02,32,0.04,0.02,0.0,0.04,0.0,0.9
"(3,1)",0.1,0.02,33,0.04,0.02,0.0,0.04,0.0,0.9
"(3,1)",0.1,0.02,34,0.04,0.02,0.0,0.03,0.01,0.9
"(3,1)",0.1,0.02,35,0.04,0.02,0.0,0.03,0.01,0.9
"(3,1)",0.1,0.02,36,0.04,0.02,0.0,0.03,0.0,0.91
"(3,1)",0.1,0.02,37,0.04,0.02,0.0,0.02,0.01,0.91
"(3,1)",0.1,0.02,38,0.04,0.02,0.0,0.02,0.01,0.91
"(3,1)",0.1,0.02,39,0.04,0.02,0.0,0.02,0.01,0.91
"(3,1)",0.1,0.02,40,0.04,0.02,0.0,0.02,0.01,0.91
"(3,1)",0.1,0.02,41,0.04,0.02,0.0,0.02,0.01,0.91
"(3,1)",0.1,0.02,42,0.04,0.02,0.0,0.02,0.0,0.92
"(3,1)",0.1,0.02,43,0.04,0.02,0.0,0.02,0.0,0.92
"(3,1)",0.1,0.02,44,0.04,0.02,0.0,0.02,0.0,0.92
"(3,1)",0.1,0.02,45,0.04,0.02,0.0,0.02,0.0,0.92
