profile,value,mean_total_nll,standard_error,ci95_lower,ci95_upper,num_runs,averaged_over
p_gen,0.1,64.36329818993595,15.761982269466708,33.4698129417812,95.2567834380907,20,11 theta values
p_gen,0.2,45.65621945745658,13.054223970456073,20.069940475362678,71.24249843955047,20,11 theta values
p_gen,0.3,40.673385950894016,8.354996317718877,24.29759316816502,57.04917873362301,20,11 theta values
p_gen,0.4,37.44418068109337,6.486897056236927,24.729862450868993,50.15849891131775,20,11 theta values
p_gen,0.5,33.116571772823974,4.559785836889261,24.179391532521024,42.053752013126925,20,11 theta values
p_gen,0.6,36.06829749383782,5.152095782769812,25.970189759608985,46.16640522806665,20,11 theta values
p_gen,0.7,32.25175216861385,3.1323106509093015,26.11242329283162,38.39108104439608,20,11 theta values
p_gen,0.8,33.150672161609336,3.1521602561009923,26.97243805965139,39.32890626356728,20,11 theta values
p_gen,0.9,34.36954916335183,3.503017279115246,27.503635296285946,41.23546303041771,20,11 theta values
theta,"(1,1)",37.70037728250206,3.762268949505669,30.326330141470947,45.07442442353317,20,9 p_gen values
theta,"(1,2)",42.98641202391915,4.573998876245654,34.02137422647767,51.95144982136063,20,9 p_gen values
theta,"(1,3)",45.12352620139344,4.196336104974299,36.898707435643814,53.34834496714306,20,9 p_gen values
theta,"(2,1)",34.576780762774874,4.523192654694023,25.71132315957459,43.44223836597516,20,9 p_gen values
theta,"(3,1)",34.290296837320085,5.169382784892784,24.15830657893023,44.42228709570994,20,9 p_gen values
theta,"(4,1)",37.85906349886617,7.901883160407722,22.371372504467033,53.34675449326531,20,9 p_gen values
theta,"(5,1)",35.93905637708029,7.686785525506244,20.872956747088054,51.00515600707253,20,9 p_gen values
theta,"(6,1)",38.12642706426031,7.425406286545258,23.572630742631606,52.68022338588902,20,9 p_gen values
theta,"(9,1)",43.88533118702076,10.433401779407955,23.43586369938117,64.33479867466035,20,9 p_gen values
theta,"(15,1)",43.41172064566858,13.446665658196057,17.05625595560431,69.76718533573285,20,9 p_gen values
theta,"(19,1)",42.54914116761471,10.746489311407862,21.4860221172553,63.61226021797411,20,9 p_gen values
